name,u-g_is_valid,u-g_pos_gamma_alpha,u-g_pos_gamma_loc,u-g_pos_gamma_beta,u-g_neg_gamma_alpha,u-g_neg_gamma_loc,u-g_neg_gamma_beta,u-r_is_valid,u-r_pos_gamma_alpha,u-r_pos_gamma_loc,u-r_pos_gamma_beta,u-r_neg_gamma_alpha,u-r_neg_gamma_loc,u-r_neg_gamma_beta,u-i_is_valid,u-i_pos_gamma_alpha,u-i_pos_gamma_loc,u-i_pos_gamma_beta,u-i_neg_gamma_alpha,u-i_neg_gamma_loc,u-i_neg_gamma_beta,u-z_is_valid,u-z_pos_gamma_alpha,u-z_pos_gamma_loc,u-z_pos_gamma_beta,u-z_neg_gamma_alpha,u-z_neg_gamma_loc,u-z_neg_gamma_beta,g-r_is_valid,g-r_pos_gamma_alpha,g-r_pos_gamma_loc,g-r_pos_gamma_beta,g-r_neg_gamma_alpha,g-r_neg_gamma_loc,g-r_neg_gamma_beta,g-i_is_valid,g-i_pos_gamma_alpha,g-i_pos_gamma_loc,g-i_pos_gamma_beta,g-i_neg_gamma_alpha,g-i_neg_gamma_loc,g-i_neg_gamma_beta,g-z_is_valid,g-z_pos_gamma_alpha,g-z_pos_gamma_loc,g-z_pos_gamma_beta,g-z_neg_gamma_alpha,g-z_neg_gamma_loc,g-z_neg_gamma_beta,r-i_is_valid,r-i_pos_gamma_alpha,r-i_pos_gamma_loc,r-i_pos_gamma_beta,r-i_neg_gamma_alpha,r-i_neg_gamma_loc,r-i_neg_gamma_beta,r-z_is_valid,r-z_pos_gamma_alpha,r-z_pos_gamma_loc,r-z_pos_gamma_beta,r-z_neg_gamma_alpha,r-z_neg_gamma_loc,r-z_neg_gamma_beta,i-z_is_valid,i-z_pos_gamma_alpha,i-z_pos_gamma_loc,i-z_pos_gamma_beta,i-z_neg_gamma_alpha,i-z_neg_gamma_loc,i-z_neg_gamma_beta
IC750,1,28.210470328216353,-0.5202716114359076,0.017296947225349656,31.652851779951437,-0.6262567561824246,0.01872578664825227,1,31.193869725698118,-0.4098516756176599,0.013011253214757781,27.38043145567878,-0.650027168082102,0.02374258087780403,1,32.50346599656616,-0.34286471341234437,0.010914866720613016,27.64837736364449,-0.6541334705229702,0.02414070524958086,1,28.31572865338686,-0.31987746549189777,0.01190289995293968,27.300094495518902,-0.7088872261628787,0.026341602007561842,1,4.931358601255139,-0.029022813455146266,0.011631494521321005,18.434354410377708,-0.12279812328120769,0.008483360304659916,1,3.337511820774947,-0.029493000779176413,0.02208707732057393,18.004756950665556,-0.1677687983827974,0.011920119996905643,1,4.202735730119007,-0.044051380758271905,0.02225450313670658,23.181924468217975,-0.28471227635906277,0.0141698969625504,1,5.851323729353476,-0.020775715845557197,0.00626564881861276,25.3713798144099,-0.06356776042448613,0.0030282420114685045,1,7.9696359094404,-0.03644556327256715,0.007225891064451274,33.54567392074213,-0.18971993124814407,0.005959218148481616,1,29.7390876621395,-0.035033767315420974,0.0013547591519599256,39.2900118942874,-0.13865217082365794,0.0034506304287559913
NGC1309,1,20.706336445575978,-0.12678314631743054,0.008706842545824107,14.838635901125516,-0.10768814129738728,0.011599043934526173,1,18.76505291090295,-0.13387406749583047,0.01080624132861145,12.348837286089424,-0.09296460108512598,0.014368994399844867,1,19.845706275390405,-0.13841820086486473,0.010827314637737217,8.386299876405104,-0.05318146031254416,0.017665822808808553,1,16.990316290911267,-0.11525054587587762,0.011536566641470373,8.31011730147429,-0.055767943266429906,0.01829141236956602,1,24.744535802693683,-0.03891893693895036,0.002195268295214003,14.374333073189904,-0.028771532647277876,0.003396432841355266,1,15.742783985535667,-0.029691675398241513,0.00334410456361824,10.444705014536648,-0.01767101562955405,0.004616175798149097,1,9.651855196080875,-0.019312742266408518,0.004824818315150318,9.658196152257204,-0.020943533910193612,0.0054620473393431,1,48.438392343991914,-0.031279241975089064,0.0008016600568135723,18.112673787103184,-0.01516702015747784,0.0014167248337471929,1,21.55929736122379,-0.024405797246827694,0.0016818518762292285,17.816512958223463,-0.021948871753475624,0.0018920053684764351,1,36.95202730382217,-0.031640299117780976,0.0009726709690171737,29.47996627234524,-0.030970649898958303,0.0010935243754990158
NGC1324,1,15.198376910990453,-0.03027116522741884,0.00887134916232596,14.877229925731802,-0.05051296097954887,0.0096924075677784,1,18.246546765304522,-0.033793457616071484,0.008286450123793452,18.611856365781673,-0.07751680834098777,0.009220919381662555,1,16.392664115846653,-0.022748074127462315,0.008986783625844751,20.719124449139173,-0.09464885378757142,0.009034828663211725,1,11.988879870731212,0.0,0.010809407298469536,19.960081398459234,-0.09469004090203152,0.009275287116169675,1,54.5285795636129,-0.04258640377641203,0.0010165880581433915,37.13123407237151,-0.05470350642445619,0.0014845159772442316,1,20.456363900877356,-0.03243671882455483,0.00256384894993465,28.13586637722132,-0.07449021455404696,0.0026070597682181576,1,8.04309751027008,-0.01992050661069441,0.005589171221390654,25.1297968290253,-0.08823308169832982,0.003382252242913518,1,16.688420775036455,-0.015910177543161843,0.0013826225441528315,52.00801629189091,-0.044199034589185435,0.0008199178615283624,1,13.41045501308472,-0.02697331345525399,0.0029201363343832943,32.13326807084953,-0.06463397106322925,0.0018976531459112323,1,22.831978103175334,-0.027336293148689152,0.001417298459415745,30.054340167549878,-0.039433435664994396,0.0012422164228359201
NGC2268,1,21.726593426814585,-0.18190188355454046,0.010182163907242185,15.461661249152652,-0.09580957685780349,0.009149895255697257,1,23.11790445973388,-0.16018453772737268,0.009218797740506445,11.104046531705338,-0.09580957685780349,0.013110492869681533,1,31.080007653866137,-0.15536478644163348,0.006932055951748939,10.142146219576878,-0.09580957685780349,0.014505016355235004,1,29.625691973398297,-0.13997714901913555,0.006851605408655391,9.904244074719713,-0.09580957685780349,0.01491086673609658,1,20.35929485978006,-0.03245880283905536,0.0022629319416184643,17.901770891177133,-0.04560097431204384,0.0027767038570612654,1,9.736706877832422,-0.02998211941577281,0.005211601189695555,10.549200690004199,-0.050612086385278934,0.005332299945900831,1,9.682405756471255,-0.03727564179505953,0.0062959757942368,6.476632569698126,-0.045246756443278954,0.007944721041474345,1,10.79226765747922,-0.020800251789659264,0.002589730963054467,11.384180339738283,-0.025095849955752595,0.002339063777513687,1,7.7407809744077385,-0.024540175940787782,0.0044713615751321495,8.927640635554862,-0.03419395831973941,0.00406549730693418,1,19.250764243691368,-0.023725346662689373,0.0013842662592800285,22.133255782686312,-0.0297391632879816,0.001369343503429004
NGC2713,1,36.8543868342498,-0.09965364889403465,0.0036733155973032398,25.236696534665853,-0.08089100762070837,0.00529376870626302,1,51.90661297007465,-0.15532984363027363,0.0038653861958957802,13.395395925392831,-0.07523836988543812,0.011208244924191164,1,44.556849821924835,-0.15532984363027363,0.004548294135921612,7.21067725901987,-0.04719993030989515,0.017965439307517244,1,37.862881653735315,-0.15532984363027363,0.005474054608760864,4.9579305285620014,-0.03201888523888223,0.024472261357058014,1,62.78461158730478,-0.06817619473623897,0.0012385409306037338,4.083725853212861,-0.014855008393663837,0.0090724234398424,1,40.87083874023789,-0.0772322800525365,0.002173577857156649,3.07443681598915,-0.017460177204433065,0.0153189047726256,1,32.86048266979035,-0.09205825381742298,0.0032947704389935163,2.7188046691580694,-0.019194286376627043,0.020524073211985697,1,53.53041587387575,-0.03321520242120583,0.0006582006763069082,7.042661848236486,-0.016861133869082976,0.003450922427208795,1,30.524947726314494,-0.04909888713160486,0.0018254990704188268,4.094050637220396,-0.018071329010627926,0.007934368632047288,1,29.267931502658463,-0.028383684710399027,0.0011271554248648839,9.924306533038886,-0.01747683097889017,0.002463311969517247
NGC3003,1,17.803965150515015,-0.20319813387446545,0.010462363083823485,19.11115568165911,-0.1720875438404097,0.007743469443248002,1,19.008108007419175,-0.2741063214720231,0.01313245324395426,17.516960996325516,-0.23179860391479323,0.011400340689455899,1,10.559124005795379,-0.33981733336187764,0.027290059748867602,15.931946521787232,-0.32455353344273075,0.016875609571665617,1,14.887550404684555,-0.43028963111980306,0.023892569508035574,14.69341490594093,-0.3364974350913712,0.01817396704190453,1,41.38978806843892,-0.1166174159091266,0.0026349680761416656,42.46552788143498,-0.12193210439946672,0.0026829695323493568,1,14.978953120701084,-0.2074696986289067,0.011532052675977632,15.382232316983885,-0.1779586125281959,0.009515347257921846,1,26.05199644134802,-0.3197249410974508,0.01005925705363845,18.233165878768624,-0.21708656625146003,0.009418422688074213,1,19.029520302326453,-0.15261863311309837,0.006592055636751959,16.073905166678074,-0.11174129677384208,0.005483941353900459,1,32.93650958044712,-0.2648738755816425,0.006520706409224522,26.084746905946886,-0.17295543221783855,0.005198245417590183,1,24.260429471357675,-0.12475524246854412,0.0041971908479726955,21.3765514428402,-0.0998543146486606,0.004027157619201281
NGC3185,1,140.44981908088195,-0.1522560569068146,0.0011569962253686072,131.78857782677917,-0.2310335637585173,0.0018040155563076273,1,55.43926096750602,-0.11879271094100934,0.0023985575259865906,101.7133134628664,-0.2785414398839538,0.0028229691224235898,1,42.16680581965461,-0.11123322634980563,0.0029830466861555946,108.74186558353375,-0.49616747794608285,0.004622923818656809,1,30.267638285449333,-0.09306822220074489,0.003563326300347084,119.09541287170815,-0.6057322831101537,0.005132821442586909,1,10.435104228230976,-0.0195792947862469,0.0022536417783822083,181.2915211922212,-0.18899724456409617,0.0010528582135850323,1,7.846675913001811,-0.019226251253619608,0.002999323778293796,138.09262591639458,-0.40146288827621196,0.002905916861047483,1,6.532265362801613,-0.019500752431467174,0.0036805222727319246,137.31220022926107,-0.5035617744235105,0.0036588875467111442,1,99.7232712029645,-0.030047626369073478,0.00030502814769993095,184.70717936179085,-0.2550346264148221,0.0013696295210236817,1,24.38071335902064,-0.019593581149828416,0.0008284123813714334,217.14046508046385,-0.39310520596233395,0.0017964238413515784,1,51.44751665510999,-0.01718495740844791,0.00033855633616137684,325.85278772639845,-0.1641453851574462,0.0005007497696804437
NGC3370,1,14.88406851883399,-0.09872243288831999,0.011958773828277494,9.700465761827473,-0.054188158569155195,0.011769724748283876,1,18.79096075324328,-0.1725559326350568,0.014047628146574996,8.52635604754608,-0.057763863240663224,0.015437777767040936,1,17.93543102547246,-0.18937372786466217,0.01610113208878145,7.9166852589569086,-0.05510343494782326,0.01747755046870241,1,17.86405916393269,-0.21243781350128305,0.01724423768862582,6.431674703868198,-0.04714568934471346,0.02038811923473684,1,26.948072016166314,-0.08721188599706246,0.003686779755815167,10.895316264520977,-0.026007039885986894,0.003660977994937832,1,21.363978619590057,-0.1036700087340187,0.00579499965391242,7.520565855294223,-0.023346611593146927,0.006199505505699129,1,21.101411136983568,-0.13393784768252398,0.007121767323483939,8.292661274215247,-0.03527788383578427,0.007148283270557199,1,31.474434761511244,-0.03940352992184008,0.001505922183616478,19.310259285349655,-0.01773079552023921,0.001404823195058297,1,26.424611500876555,-0.06967136887034535,0.0027956188165624216,13.0294768692317,-0.027414682619856415,0.0028807463115626338,1,57.42750527547648,-0.05973650051187655,0.0009741630409168074,23.940078336439097,-0.029603080640955116,0.0012667590473653203
NGC3430,1,17.879515188739536,-0.10090411600653633,0.009350205771069812,16.07767091481632,-0.13353088375160144,0.012796381190196326,1,17.3671619501332,-0.12298525287163979,0.011474666681216794,13.982593894971261,-0.13749900730315506,0.016095313544122487,1,13.8663822568403,-0.11610534746132654,0.014098716180802311,14.95504357929762,-0.16072737242530283,0.016968741174303914,1,13.63086646716459,-0.12053277482476558,0.014390895780393702,8.065982594076516,-0.0888562220419397,0.022436676443271727,1,20.67762330932655,-0.049745111324639144,0.0028905267322180007,19.9031922512405,-0.05031263154174552,0.003299105710505939,1,13.900815840006011,-0.055532980997727896,0.004938759863099489,12.496807285743708,-0.0510882021698975,0.0057553877500584796,1,15.41433211318723,-0.06997378888618881,0.005146402848284221,6.409779371128864,-0.03805682383466563,0.009043887187329553,1,28.454048166541114,-0.03454032219346424,0.0013226947779349104,27.179093238181782,-0.03572836512214776,0.0015163872645296067,1,27.532214436384912,-0.05224614222763001,0.0018733184191418713,12.92233526838673,-0.039189422285124106,0.003385751522330117,1,57.03784685447039,-0.06088103722091302,0.00100136670367181,16.271823985459903,-0.039449363328736886,0.002367656610552414
NGC3726,1,48.64962001295798,-0.039974165281707066,0.0008646114577675832,71.1644739335826,-0.041809626425657664,0.0006347148601955813,1,29.436833715252067,-0.08015175503665874,0.0025536252191225794,38.12545999221852,-0.07926380497543373,0.0020162522509509953,1,25.630274562527248,-0.11566501507863548,0.004136820925476058,28.5420648820068,-0.11163831480217912,0.0036809467089556585,1,25.267877540623324,-0.12427866944639888,0.004212676829849691,25.58456084837265,-0.11969100199284889,0.0040673219187792025,1,48.467234464737004,-0.06790465866699551,0.0012551714916486075,81.51799242267552,-0.0732116788662726,0.0008275338206432387,1,32.328218537137815,-0.10147082220153707,0.002776051812388888,32.075851951970535,-0.09410332938908024,0.002624008609628339,1,23.54859619697239,-0.0988610448551384,0.00335217111906723,28.407287037308752,-0.10223688214436484,0.0029304805652550134,1,63.62998221881382,-0.058982433458461644,0.0008537860095456047,49.52744074272376,-0.05267788827149604,0.0009791471754624088,1,51.52210885027249,-0.06981803545584717,0.0011056589806937517,38.82509069402301,-0.06530978324573322,0.001341212239058803,1,194.21323610155457,-0.07499752326121327,0.00034395912633587494,54.01062902344433,-0.04195682121098884,0.000609194152001848
