name,u-g_is_valid,u-g_pos_gamma_alpha,u-g_pos_gamma_loc,u-g_pos_gamma_beta,u-g_neg_gamma_alpha,u-g_neg_gamma_loc,u-g_neg_gamma_beta,u-r_is_valid,u-r_pos_gamma_alpha,u-r_pos_gamma_loc,u-r_pos_gamma_beta,u-r_neg_gamma_alpha,u-r_neg_gamma_loc,u-r_neg_gamma_beta,u-i_is_valid,u-i_pos_gamma_alpha,u-i_pos_gamma_loc,u-i_pos_gamma_beta,u-i_neg_gamma_alpha,u-i_neg_gamma_loc,u-i_neg_gamma_beta,u-z_is_valid,u-z_pos_gamma_alpha,u-z_pos_gamma_loc,u-z_pos_gamma_beta,u-z_neg_gamma_alpha,u-z_neg_gamma_loc,u-z_neg_gamma_beta,g-r_is_valid,g-r_pos_gamma_alpha,g-r_pos_gamma_loc,g-r_pos_gamma_beta,g-r_neg_gamma_alpha,g-r_neg_gamma_loc,g-r_neg_gamma_beta,g-i_is_valid,g-i_pos_gamma_alpha,g-i_pos_gamma_loc,g-i_pos_gamma_beta,g-i_neg_gamma_alpha,g-i_neg_gamma_loc,g-i_neg_gamma_beta,g-z_is_valid,g-z_pos_gamma_alpha,g-z_pos_gamma_loc,g-z_pos_gamma_beta,g-z_neg_gamma_alpha,g-z_neg_gamma_loc,g-z_neg_gamma_beta,r-i_is_valid,r-i_pos_gamma_alpha,r-i_pos_gamma_loc,r-i_pos_gamma_beta,r-i_neg_gamma_alpha,r-i_neg_gamma_loc,r-i_neg_gamma_beta,r-z_is_valid,r-z_pos_gamma_alpha,r-z_pos_gamma_loc,r-z_pos_gamma_beta,r-z_neg_gamma_alpha,r-z_neg_gamma_loc,r-z_neg_gamma_beta,i-z_is_valid,i-z_pos_gamma_alpha,i-z_pos_gamma_loc,i-z_pos_gamma_beta,i-z_neg_gamma_alpha,i-z_neg_gamma_loc,i-z_neg_gamma_beta
IC2247,1,13.82117188309765,-0.11398907087161957,0.015457178890398179,13.718737214651135,-0.20670029349047897,0.024397581782798817,1,6.386097699939027,-0.033932128704882415,0.025535093506606144,16.917472291190766,-0.30071245364989135,0.026246237335623,1,5.959224133790642,-0.03425355472157561,0.031239645826076714,18.09232448784543,-0.34775536471269736,0.0275991589199511,1,5.737468008731492,-0.039853051699221084,0.03545849478858225,22.81694040096065,-0.4320425452458223,0.025455498262157067,1,3.680717407647023,-0.027223475540765246,0.015408325895369803,35.66701479850525,-0.1365641910028385,0.004257940044145007,1,2.443035051277486,-0.026491036564462833,0.032236245541860754,28.960033019055963,-0.19260280903120447,0.007464655281536876,1,2.1898268665298555,-0.029617618368050234,0.04272451497683472,28.48608278015448,-0.2785332868943416,0.010507011828271939,1,3.433779716417378,-0.01674197090756226,0.011507725475080818,39.41264606460116,-0.0879073175871981,0.002440266311089552,1,2.9657035929524707,-0.02405980227623384,0.019729300324528548,29.74529159742093,-0.17383779545033523,0.006027989240519914,1,6.365904151873154,-0.02196108193363528,0.005284326044325684,35.560291393221306,-0.11122117272496039,0.003048840037501176
IC540,1,8.622417282571929,-0.16878828224903414,0.031104618458611802,10.83595986276883,-0.15931212980781767,0.023707542135933585,1,12.234225889599681,-0.16878828224903414,0.025175314338411046,11.187020330704957,-0.1847490376060887,0.025555225373011047,1,11.093708601914681,-0.15655359961307141,0.02867364007856563,13.551770701200795,-0.2814359564544771,0.027892492744035068,1,12.080830700488708,-0.17272291645654086,0.028690643842351007,6.518071696086384,-0.2404201774537982,0.04977188371109756,1,9.798691371237814,-0.08225351687507458,0.012456459229424021,34.59667448683308,-0.1989938568677273,0.0058546031619393915,1,8.689233389974245,-0.09544239807078762,0.01813475153182257,31.861048806435964,-0.3367464280465771,0.010537044601441203,1,5.627610723124236,-0.09537357795061312,0.030181326193602444,15.703210012910738,-0.3459548399020306,0.021165705829006676,1,18.38745091495441,-0.05254946054187652,0.004072378964010171,22.807623314138723,-0.15025257117884983,0.006386965027987216,1,7.158537409022304,-0.06073927292741936,0.013328276679720044,17.309032814902725,-0.2783049014447185,0.01508828627598063,1,8.161952715044439,-0.05202965459377519,0.007886610393040913,17.453625880257196,-0.16215723199940568,0.00857111597054685
IC944,1,11.3877643764844,-0.04906922362342517,0.011515765620648849,9.26539138210367,-0.041937209286669205,0.011681205985222954,1,9.382004391544138,-0.031104637905055122,0.013918299112629047,12.371074549678735,-0.08308000704334,0.01194418391577283,1,8.485530429644564,-0.022110015493756113,0.01585240801504416,14.458907077215844,-0.1274821520688197,0.013138005150491626,1,9.033263473500394,-0.027841789870268873,0.01594233740728223,13.945134280973763,-0.18606240619053266,0.017090675505511736,1,14.03089868496636,-0.016906699613265058,0.002445602665718291,34.61643001248801,-0.10461646659672856,0.0029756134064643593,1,7.546211714486135,-0.010174352165513132,0.005368365866206113,19.83801852363781,-0.13621301435193595,0.006673969065756564,1,8.919184091183842,-0.02046443452701351,0.006117642197200161,20.513275993746756,-0.22402094146103085,0.010237105191293202,1,13.004155061087877,-0.013317128042471697,0.0020183008836610287,27.96776391425949,-0.06617606795423885,0.002287373746386089,1,12.549598485731748,-0.022938065813190734,0.0031579261024921243,31.228414694072562,-0.17138168753616473,0.0050905134047344635,1,35.234391023704696,-0.03364372417169835,0.0010616670899361376,50.36195517101766,-0.1332767242233413,0.0024436509446404456
MCG-02-02-040,1,11.066625277119432,-0.4268086199824623,0.03456102175543062,6.379680354331865,-0.3897779616035099,0.04816011776450156,1,12.014799356439571,-0.7937814971216695,0.058551434277397174,10.585515414126021,-0.7621915109791696,0.058621197999469875,1,11.213630621387777,-0.7760954458657339,0.06729567809631634,13.325749793781291,-0.7012068105812574,0.04806450387000956,1,11.442378132987193,-0.8126898842975961,0.06891903881991489,12.806458593424388,-0.6256395081161116,0.04574472855139123,1,11.762298931862757,-0.44015791882281047,0.03351342300345179,15.642051138761918,-0.42489738027920937,0.02338397090715068,1,13.218599577404941,-0.49679502747704013,0.03931302996031692,21.475878977713748,-0.3802239629862349,0.018720747578955116,1,12.070020275494972,-0.5697498096987569,0.04888081027993093,17.3849888091195,-0.32590787808262917,0.021203818450144175,1,6.845659175591084,-0.08766577961870185,0.022860760165487926,5.2701225242627485,-0.024768696081113043,0.020058993601836946,1,10.154120897015137,-0.25461703522433915,0.03159531181153498,5.938727547354158,-0.07269006744378696,0.0293891992784738,1,12.20039499973287,-0.18808772324942485,0.015201320200961132,12.66342757194696,-0.11708265245944877,0.010896131688478597
MCG-02-03-015,1,29.597526039008436,-0.12616437317956924,0.007215591766552791,15.201813030111158,-0.041085514253161246,0.009427373100649079,1,18.009639678304843,-0.12792025973710658,0.012190744603943156,13.052247924569205,-0.04619652298189229,0.012859928416257936,1,20.55389049359105,-0.18901371513276827,0.013632609092258968,11.246085092069118,-0.050435505965400515,0.016072585575743124,1,24.7021911601398,-0.26507915446101554,0.014446242729046046,5.468188479319799,0.0,0.02551255466246299,1,35.237719978508885,-0.0978105592218919,0.002895815201904184,5.317885231755479,-0.018704470205970037,0.007170382690770502,1,33.57764122879509,-0.16651598031890985,0.005072009866091644,3.9730532215114986,-0.02294345318947826,0.012845023820503223,1,32.67002584791313,-0.2389305003156889,0.0074473740672310615,2.8653107330997116,-0.01882440193127446,0.019580497772355723,1,54.3866040531176,-0.08614416574844468,0.0015758098624074587,6.522924834145116,-0.016738982983508222,0.0038943712673469633,1,39.94676747336402,-0.16220960507669197,0.0040642498087600735,4.061177143172105,-0.017582549161701072,0.008725439545343475,1,46.602127102179786,-0.09386548480275907,0.0020267474118052554,9.317497444900985,-0.018625271843272832,0.0029851975191924284
NGC1542,1,7.742832283923177,-0.10973669062296725,0.03575465338705853,11.836908952782432,-0.22067008077219502,0.032000873818863476,1,6.066027792215094,-0.0035325083226607663,0.041759227135115866,14.191962036086286,-0.22067008077219502,0.02944993859944472,1,8.700423380846654,0.0,0.03440999836674871,14.906060213439375,-0.22067008077219502,0.0293956060169127,1,9.58572562318181,0.0,0.03324965496020966,12.14443774342726,-0.22067008077219502,0.035413958303377346,1,9.865000469863663,0.0,0.008380590592986011,4.552300047197922,-0.01882086208635005,0.012736823638649477,1,8.63017265726525,0.0,0.015327151107546766,3.106318326262874,-0.03248417459994256,0.02957372955583041,1,9.427567065564963,0.0,0.016082248424940517,7.503789347761895,-0.1275357242588911,0.023831546706805873,1,5.316503365947214,0.0,0.009329709181091373,12.997938080766309,-0.07814388397265819,0.007567673125667705,1,7.031167836396389,0.0,0.00980519126521027,16.76152084807202,-0.17912429403481706,0.011410330665317835,1,14.956850866545516,-0.01796148947557207,0.002493974500212946,18.348158556213935,-0.14824038435277737,0.007638386298464071
NGC3067,1,27.484617363111454,-0.49629410156386927,0.017609885265049415,19.31770103567699,-0.4429274459174127,0.02143159796430822,1,26.141733272612758,-0.49629410156386927,0.019725361348542494,15.12716967952635,-0.36555000224043493,0.02578012785520464,1,22.382949584174956,-0.5377633855406925,0.02474996676062725,13.006475061749054,-0.3762416867038428,0.03135822421185092,1,22.370264961496684,-0.5634749013068134,0.02587626904904423,12.964889642687105,-0.3415583655932048,0.029572882622995927,1,6.506688374644408,-0.08082281404237811,0.017286365095031946,4.508392906855123,-0.040473834955928656,0.020810618507646386,1,8.76881105993467,-0.15752232815981498,0.021214887948483828,4.6208816075296495,-0.06410732333394768,0.02697403918448315,1,12.796980328798163,-0.24350538640048885,0.02119114167669667,3.9477640850930253,-0.06842668828386145,0.03525938304308297,1,28.500053170828938,-0.12328544720055805,0.004215370604302046,11.453071120399995,-0.05475602535027578,0.005408499868925524,1,33.4003428532605,-0.20926850544123193,0.006146390962595757,7.992996574291474,-0.06359758044245013,0.010136124485275299,1,29.678051684034966,-0.09848305824067387,0.0032904208181581593,13.922226004480093,-0.05694829033281097,0.004825435950611455
NGC3079,1,8.607295946832627,-0.5613342477749239,0.051078017259108675,11.751173355839141,-0.3879055893700054,0.027229272346049344,1,15.372514333768638,-0.6935829236076043,0.040392201846623656,23.098704268768792,-0.7092930561171356,0.030670954167704417,1,33.242844378654,-0.5060666852574593,0.01646759511873612,27.834845266638823,-0.7476475481990236,0.03022605361484731,1,32.15008649132722,-0.28977195552210205,0.012737348509510051,35.33319735533278,-0.7517007376000937,0.02560629769365694,1,34.85349199922099,-0.30845676769714064,0.01025705495465349,30.789026144776326,-0.42754028449460996,0.016065341452846934,1,10.078256839888857,-0.16585726305998433,0.03263569501145301,31.79413021612969,-0.553022239135994,0.022477164846077393,1,2.6828489530052844,-0.015459972604699918,0.09575101494033635,31.18542102535836,-0.5752787460801378,0.025533086997933205,1,2.73091270684977,-0.013757135393690098,0.046787791270837154,25.293028280710665,-0.18647791096157357,0.011109845811686583,1,2.4293218141972366,-0.016075451610371237,0.08581142805733523,21.243599226492275,-0.25555518003258043,0.019273596916083702,1,3.1345377572366626,-0.017883497685265842,0.03070799885134534,25.172068322586064,-0.12006085222301137,0.0071278412676137
NGC3169,1,6.021992491718691,-0.019858137487961867,0.01893459842080529,47.125907325913396,-0.2215207144409727,0.005705573938743341,1,3.619693649203411,-0.0005970376163577686,0.03893490438887213,17.498394504392685,-0.19721335630210174,0.01542277766206955,1,3.3949753556801854,0.0,0.04642103079434846,16.94064698947947,-0.24032778614053868,0.01895502645589616,1,3.363437894028955,0.0,0.04945099412710534,19.610244176263663,-0.2995743738080166,0.019538716994219663,1,2.815985064114637,-0.003658167660801334,0.017694583963646118,19.829460612772316,-0.12778704568359484,0.007720225275816299,1,2.395767954082135,-0.0017884314118288298,0.027223343895616963,17.920745130142276,-0.1735812184656335,0.011551093910995193,1,2.37340848877274,-0.0014882577901078782,0.031030365673320483,16.981399527778816,-0.19702530742072738,0.013735635283847983,1,5.028998889012833,-0.01139301246836503,0.0056981280172223965,29.122742028785876,-0.07975956398076293,0.0030176313080895233,1,4.151785934726122,-0.011465540711959203,0.009021539239487475,32.769484134984324,-0.13900615164824087,0.004575302338842558,1,13.210822709893778,-0.013234726014391811,0.0016624110783327426,54.780644711020315,-0.07870275041486101,0.0014878386784112755
NGC3495,1,19.285813876828414,-0.33640456255176204,0.022878413196701003,17.74921604650206,-0.20684245149377747,0.018206302702596766,1,14.79425928283672,-0.3518569083316608,0.03049134978477906,14.079009393365405,-0.18535591761540088,0.022028993417539677,1,14.14827256422511,-0.3611263300769106,0.03292320214860177,15.863013907108696,-0.2025014626104855,0.02149711364880177,1,14.371072299850397,-0.3868383249554704,0.033186207182638906,16.184413358339427,-0.22037516485512124,0.02174481914279881,1,14.58866363255937,-0.14470010956023557,0.009535889179101554,25.169035350396673,-0.1273675454796972,0.005397619838912662,1,9.06877559142541,-0.14831700433132716,0.016338793951746488,25.816899045554482,-0.1529367504258639,0.006783895761352025,1,9.411959900337681,-0.20717988737060888,0.020446186668386032,10.65621159549945,-0.12918152462519572,0.013553442637891452,1,31.836905724659967,-0.1275879906800943,0.004178423404935843,66.74165233676318,-0.1341313842061331,0.002215235037735533,1,15.306671840728203,-0.15575560843198855,0.009577434044018404,15.292007445599271,-0.10591088062143088,0.007368056152208946,1,20.7010297256021,-0.13588575238133277,0.005859066152964707,12.936601520038923,-0.09600356634535209,0.006883414674134427
