name,u-g_is_valid,u-g_pos_gamma_alpha,u-g_pos_gamma_loc,u-g_pos_gamma_beta,u-g_neg_gamma_alpha,u-g_neg_gamma_loc,u-g_neg_gamma_beta,u-r_is_valid,u-r_pos_gamma_alpha,u-r_pos_gamma_loc,u-r_pos_gamma_beta,u-r_neg_gamma_alpha,u-r_neg_gamma_loc,u-r_neg_gamma_beta,u-i_is_valid,u-i_pos_gamma_alpha,u-i_pos_gamma_loc,u-i_pos_gamma_beta,u-i_neg_gamma_alpha,u-i_neg_gamma_loc,u-i_neg_gamma_beta,u-z_is_valid,u-z_pos_gamma_alpha,u-z_pos_gamma_loc,u-z_pos_gamma_beta,u-z_neg_gamma_alpha,u-z_neg_gamma_loc,u-z_neg_gamma_beta,g-r_is_valid,g-r_pos_gamma_alpha,g-r_pos_gamma_loc,g-r_pos_gamma_beta,g-r_neg_gamma_alpha,g-r_neg_gamma_loc,g-r_neg_gamma_beta,g-i_is_valid,g-i_pos_gamma_alpha,g-i_pos_gamma_loc,g-i_pos_gamma_beta,g-i_neg_gamma_alpha,g-i_neg_gamma_loc,g-i_neg_gamma_beta,g-z_is_valid,g-z_pos_gamma_alpha,g-z_pos_gamma_loc,g-z_pos_gamma_beta,g-z_neg_gamma_alpha,g-z_neg_gamma_loc,g-z_neg_gamma_beta,r-i_is_valid,r-i_pos_gamma_alpha,r-i_pos_gamma_loc,r-i_pos_gamma_beta,r-i_neg_gamma_alpha,r-i_neg_gamma_loc,r-i_neg_gamma_beta,r-z_is_valid,r-z_pos_gamma_alpha,r-z_pos_gamma_loc,r-z_pos_gamma_beta,r-z_neg_gamma_alpha,r-z_neg_gamma_loc,r-z_neg_gamma_beta,i-z_is_valid,i-z_pos_gamma_alpha,i-z_pos_gamma_loc,i-z_pos_gamma_beta,i-z_neg_gamma_alpha,i-z_neg_gamma_loc,i-z_neg_gamma_beta
IC1683,1,16.331009764747183,-0.05842208947303766,0.006050040574589954,24.642150606112036,-0.15699084758412535,0.007795694463532023,1,13.455290004471637,-0.05842208947303766,0.0072540217947529035,24.306423678053196,-0.17304728531941221,0.008356099388180094,1,10.68319807266323,-0.05842208947303766,0.009108718847811444,24.225276935989953,-0.15922419713148078,0.007776466796042079,1,8.203491232277095,-0.05556985349528169,0.011332454696063466,22.517028321848095,-0.18825278175184668,0.009344580062643913,1,50.82531481094227,-0.058132950019452664,0.001120202510848158,47.00078020083185,-0.09771740588810517,0.001971566912981049,1,14.447731695708827,-0.0412094788554848,0.002748975107691568,13.71516365564446,-0.04467352089684186,0.0028234847931697363,1,12.316150714241019,-0.05382925419369454,0.004128230677727024,12.004446964963494,-0.06167581236749074,0.004058777153059607,1,16.987416561751836,-0.0247968076274545,0.0014423669561877174,16.474839104529398,-0.028983274735128264,0.0017048137731409665,1,9.009613618205387,-0.03314470153434855,0.0034804670469904707,26.981479372183944,-0.059251719380019205,0.0019032130944542733,1,15.262944490443559,-0.028558806433221357,0.0017733463898717448,36.26456616802305,-0.052937219214935036,0.0012666288792874696
IC1755,1,22.487229049866123,-0.14720590770447955,0.008043160713479967,21.66330140643252,-0.19361253524768823,0.01026767384089901,1,28.874149171201786,-0.17006624872540327,0.007471306649185986,24.21572606116934,-0.18972030634928866,0.009468171701963252,1,27.424380262333624,-0.14379804366550236,0.0070677016384825125,25.87288474246206,-0.17932795957319264,0.008709049537735216,1,22.505675955374933,-0.10864184667828063,0.007162165946144526,27.523573802407512,-0.1773936874655378,0.00817543291659788,1,30.16891830852749,-0.03536034102092371,0.001569801905363403,19.687193893289233,-0.01369320190448046,0.0012410285595718146,1,10.82108243802389,-0.023499282423103066,0.0036841126343839783,10.883742051781496,-0.017883891924081866,0.0032217769568248524,1,7.65287354429429,-0.02434365942359414,0.005648689851364945,9.610204102061887,-0.025443811887651515,0.004604280750768242,1,14.584599030494598,-0.022458522437050196,0.0018393678196387266,15.75149194477361,-0.022943616930231437,0.0018655722569464756,1,9.267106962744391,-0.02719737122262702,0.0036779047265704705,11.395293932555694,-0.028619598530985547,0.0032192847892836035,1,17.18458235437633,-0.024849555084087236,0.0015925787496619925,25.266867860155738,-0.027772372304057606,0.0011634026391717969
IC2101,1,22.58395845102579,-0.6003514430203685,0.02265671952983477,12.98964638143207,-0.59108997864355,0.03459919438579402,1,18.993906957516916,-0.82093402743365,0.041762067698608,14.076194286916866,-0.6939164111422327,0.043582656068020385,1,15.54848254124582,-0.8212798876169548,0.054053829543698126,16.027551856422015,-0.6481690660058206,0.038895499262642026,1,13.172050018557881,-0.8211001423766149,0.06451154035660407,18.689695414991796,-0.6260794924152824,0.033692187680142385,1,14.386974040599496,-0.3174848721382259,0.026304954911263927,13.099920336853124,-0.17803113536412768,0.01826357190828193,1,10.428585271293107,-0.3590178798959142,0.04476791775714875,9.73370217747721,-0.1272668927652148,0.02508358404753966,1,12.176351633976001,-0.47472130813900715,0.04862239942084436,11.933730025958539,-0.1570770930167616,0.02533600173961113,1,9.813594593631121,-0.11595465383388691,0.01659320535648039,7.367313692929876,-0.017757515849313805,0.009966530693036567,1,12.538768202247176,-0.24093716226442163,0.023710100598135102,6.225613255120447,-0.02232057595897163,0.01708687667864664,1,20.742458918564548,-0.16252053091547264,0.008291904457171838,13.374226840367117,-0.057423356317139726,0.0064160736261673285
IC5376,1,25.51511575143672,-0.09105474275469065,0.00611499717906992,9.711743019327988,-0.01390969256745649,0.010295917850337802,1,34.181816331969074,-0.1384952677336772,0.005983555456227534,8.93081081383294,-0.009701967784289726,0.012212496332349002,1,31.36371793110446,-0.1254179613837198,0.006316926993203596,6.951145015672047,-0.005840893557949454,0.01720416884567472,1,33.78065405478193,-0.15080882403440382,0.006591928020433249,6.217203148874785,-0.004633978422558995,0.01987738704199805,1,61.48747846508704,-0.07537931917019429,0.0012432242933470641,11.040159783054083,-0.011436527002796997,0.0022391376818796634,1,37.59123210029175,-0.05494989259510656,0.0016675199514976867,3.5874487043020586,-0.007268007802949776,0.009737887256858462,1,40.407310879802836,-0.08034075524579058,0.002159051202248778,2.886183231851791,-0.006829983943900508,0.0137538541035904,1,21.357691345152336,-0.028053715227196397,0.0016258566436457027,4.7584647510980185,-0.011531866166382944,0.005445899036721474,1,32.2406230464458,-0.04886675786772447,0.0016967428912136524,3.4743463032874224,-0.011690431570824064,0.009001025575095994,1,67.56076366509983,-0.0419103001526827,0.0006079972883622028,14.114866227022487,-0.016885261162889645,0.0015646805808559126
MCG-02-02-030,1,6.8246498436756315,-0.03494148369625531,0.02824154466469458,17.944300360965983,-0.18027828105211258,0.016652932659829082,1,7.375529896383962,-0.010083117910965434,0.028951973482894744,13.555659878434623,-0.12481833383157641,0.01948557183549623,1,7.388614352716718,0.0,0.030243163996686744,14.364725202996565,-0.1341189865571329,0.019437015455866652,1,7.3352570507853265,0.0,0.030827096030870124,21.24890931326211,-0.2375496221537567,0.017439515212869957,1,7.108634859902068,-0.018222672328373105,0.008986047528664685,5.4100174564179095,-0.022196015127115432,0.007942769407620733,1,6.899136142242777,-0.018758029815580137,0.012235725454290334,7.664005296873755,-0.03748809266898882,0.008354580266416995,1,7.5839718727080525,-0.032614323729842645,0.013309889495234147,18.507353078844627,-0.1169179091176931,0.0070994495616369885,1,14.220581790417175,-0.0176702841382933,0.0026491413782890575,24.073107273645295,-0.036278807927884335,0.0017465861874627292,1,11.296135758332422,-0.031640941173614726,0.004808067801220242,42.31814840384311,-0.13970944352450815,0.0031525256449298975,1,14.228323309596814,-0.04007305358845052,0.003004053998253781,33.493846300325394,-0.1159306355966238,0.003100966383624867
MCG-02-51-004,1,8.526060995831548,-0.10294459561235085,0.032157013195846865,10.422962576196873,-0.1374649954268929,0.03026708726859852,1,9.639055636122919,-0.12398774028362052,0.03266964021930857,8.207887252539141,-0.0743758709225734,0.034803752632701176,1,13.379345373774745,-0.22918319151559347,0.030491658561562614,8.426063877349726,-0.08857353640561048,0.03506096868240187,1,10.429228950636505,-0.14237354940879715,0.03193485748472522,9.365714723047386,-0.06173240022790401,0.03017428485118998,1,35.6239054282511,-0.09052352931499268,0.0030937710802141456,32.64104202050946,-0.04616301176612618,0.0024338896994744925,1,26.60327191757291,-0.17959151296060388,0.007034423908457571,30.90691612915949,-0.06489870799600099,0.0030330884664817575,1,29.790162515799267,-0.11217315535228504,0.004418488343211512,8.504978680323589,-0.019096816433378568,0.007285196113758925,1,39.065908824965724,-0.13073347866749357,0.003035689741539047,27.3172272890833,-0.05118189123798304,0.0017111879403232616,1,16.5584694927609,-0.0498921952409174,0.0029989394047296013,12.920345669867922,-0.03838793127611838,0.003712738769551838,1,10.660844119204121,-0.03777171668531773,0.0046599375749626975,9.81473488864365,-0.03296790899124818,0.004787376110572378
NGC1035,1,9.70808627731458,-0.41485414424312034,0.04158335917703095,20.214570143698154,-0.48383116734223813,0.02319461028462392,1,8.478780810211495,-0.3886216964318568,0.050699587472530686,21.736632136403234,-0.44026116444239166,0.02305629475318545,1,8.404125849599524,-0.4451609514290353,0.057320833560387745,20.49017871585642,-0.45520484219086216,0.026087301658674802,1,10.1405811780789,-0.49940392669406486,0.050978160158216705,15.310670051904287,-0.38337251175438297,0.03011704647833745,1,12.398095793313864,-0.08884241767046534,0.011392936350311023,8.04603895375475,-0.019447005848269767,0.011846093490243468,1,9.017171178530164,-0.14124222670184622,0.020956913895584222,12.168942719648442,-0.05524545761421622,0.012288346067286257,1,12.420795205886941,-0.2467986436946979,0.022180721079396202,8.97641507997472,-0.07835501483083897,0.019056243935701978,1,15.502621353239675,-0.12407857642113966,0.007701931718581493,11.751536555543383,-0.05763366186159284,0.006472111921353225,1,14.411484340138575,-0.21487364506016743,0.01326503865471312,12.556415422855165,-0.11740708597889375,0.010691084854660875,1,13.538948233285828,-0.1601304672716545,0.010422092020986855,14.01644189315974,-0.1289317087055015,0.00908523921260734
NGC1056,1,6.422708963890597,-0.06553796848599773,0.017054210035497782,22.691190655700932,-0.2813442029334606,0.01413182654324012,1,2.9580415004861287,-0.02380357617879793,0.037479508736916745,16.904317080535513,-0.283023528975814,0.020105912297998064,1,2.4522103293494752,-0.015881176646163824,0.05214827064758479,14.885122885178811,-0.283023528975814,0.023737882451014318,1,2.382824472642833,-0.011187198468846731,0.056819296876509114,12.630191814828509,-0.283023528975814,0.027849608800100022,1,4.598560856103601,-0.02503090284331606,0.014808330666038557,7.1200911967678335,-0.04090719569928718,0.008207284754484899,1,1.8510301187861027,0.0,0.036736891216596526,2.662724665631468,-0.02685732606890894,0.021726364608620593,1,1.9980066624972461,0.0,0.04014348649145278,7.002067981800887,-0.089931450675019,0.01704211607914399,1,2.6937121296014443,-0.008941645681545093,0.012576188271936392,3.306267376849843,-0.01784411801569917,0.009469499918064603,1,2.6133738813349967,-0.007099336723886487,0.016928378906622646,10.493528493520873,-0.06968659989019015,0.007772007706935524,1,10.58943271549409,-0.014052000082017933,0.002479628714850833,42.10188605507395,-0.0805384903146316,0.0018750488756557552
NGC1084,1,13.446673121133548,-0.16761307584932156,0.012303450914162581,10.213337105687343,-0.14110801396899458,0.014988947301874493,1,10.053425093603492,-0.14831243930293636,0.0171147962729978,10.0287347145654,-0.13186871523880783,0.01714500426328983,1,9.80194011316481,-0.2044509329904015,0.023232410656563427,10.00611030625449,-0.1833694339782196,0.022125273571241156,1,10.044984989391768,-0.18472430838730336,0.022197652352769884,9.192844376467626,-0.1687516090285366,0.023604897136345032,1,11.542432947689212,-0.024975841791095677,0.004409669797205303,12.67239039651169,-0.03175907352649736,0.00472317362132085,1,9.985333385809678,-0.06657715299999727,0.009215667373221732,9.717620349836292,-0.060628605105037245,0.008918638332453639,1,10.436646376091629,-0.054766306967349174,0.009120714928703838,7.71476954158853,-0.05395697001278642,0.011694756234829304,1,19.821734377310772,-0.07938185001867996,0.003980667405106188,19.629339794061973,-0.07863833089888837,0.0039014476001843525,1,23.30275326311987,-0.06533236535727759,0.0034259152870017946,17.17069673162657,-0.07484313218077464,0.0048346136530653,1,17.901176722487524,-0.013883467686458203,0.001612323004248259,24.172165806674958,-0.02856552157809249,0.0016048030128981443
NGC1093,1,12.443428519168059,-0.11190265896548506,0.02350799253865996,18.930290781430585,-0.18819277698224873,0.019759455360460074,1,12.862403291826817,-0.09663992588266516,0.022988913703471895,21.374276256536053,-0.16312053470727422,0.017390844044080343,1,13.778260590072975,-0.1318364577632209,0.023626207899837992,19.222475373649587,-0.16312053470727422,0.019176201378664038,1,14.128320836028092,-0.13834108409387696,0.023359005842273316,18.701928941512953,-0.15669406444601292,0.019338586858726522,1,12.150054957163348,-0.03654806836154249,0.004525366852193035,6.883954991273806,-0.021072291447395097,0.006363929318858696,1,24.10640405231848,-0.07174460024209821,0.003518518385219803,7.685666243917335,-0.021924939335510114,0.005407339246442546,1,9.17547562821127,-0.05061931099563474,0.006722745777224497,7.547017652609068,-0.030449359426326417,0.006567456954390511,1,24.5623353931899,-0.0677881407090906,0.002541573418543592,26.115940691376597,-0.050538071499597034,0.0018163399086086485,1,34.0188024996461,-0.08782359995801274,0.0023649654159011145,39.59648059868497,-0.07858917401306346,0.0018932949461545386,1,25.623361648305796,-0.05065476264298112,0.0018984868859556877,27.482179757281052,-0.050598890047960296,0.0018222782636307584
