name,paper_label,pos_label,neg_label,u-g_is_valid,u-g_pos_mean,u-g_neg_mean,u-g_mean_diff,u-g_mannwhitneyu_stat,u-g_mannwhitneyu_pval,u-g_wasserstein_distance,u-g_mean_wasserstein_distance,u-g_wasserstein_distance_confidence_interval_lower,u-g_wasserstein_distance_confidence_interval_lower,u-g_laplace_smoothed_kld,u-g_label,u-g_score,u-r_is_valid,u-r_pos_mean,u-r_neg_mean,u-r_mean_diff,u-r_mannwhitneyu_stat,u-r_mannwhitneyu_pval,u-r_wasserstein_distance,u-r_mean_wasserstein_distance,u-r_wasserstein_distance_confidence_interval_lower,u-r_wasserstein_distance_confidence_interval_lower,u-r_laplace_smoothed_kld,u-r_label,u-r_score,u-i_is_valid,u-i_pos_mean,u-i_neg_mean,u-i_mean_diff,u-i_mannwhitneyu_stat,u-i_mannwhitneyu_pval,u-i_wasserstein_distance,u-i_mean_wasserstein_distance,u-i_wasserstein_distance_confidence_interval_lower,u-i_wasserstein_distance_confidence_interval_lower,u-i_laplace_smoothed_kld,u-i_label,u-i_score,u-z_is_valid,u-z_pos_mean,u-z_neg_mean,u-z_mean_diff,u-z_mannwhitneyu_stat,u-z_mannwhitneyu_pval,u-z_wasserstein_distance,u-z_mean_wasserstein_distance,u-z_wasserstein_distance_confidence_interval_lower,u-z_wasserstein_distance_confidence_interval_lower,u-z_laplace_smoothed_kld,u-z_label,u-z_score,g-r_is_valid,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_mannwhitneyu_stat,g-r_mannwhitneyu_pval,g-r_wasserstein_distance,g-r_mean_wasserstein_distance,g-r_wasserstein_distance_confidence_interval_lower,g-r_wasserstein_distance_confidence_interval_lower,g-r_laplace_smoothed_kld,g-r_label,g-r_score,g-i_is_valid,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_mannwhitneyu_stat,g-i_mannwhitneyu_pval,g-i_wasserstein_distance,g-i_mean_wasserstein_distance,g-i_wasserstein_distance_confidence_interval_lower,g-i_wasserstein_distance_confidence_interval_lower,g-i_laplace_smoothed_kld,g-i_label,g-i_score,g-z_is_valid,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_mannwhitneyu_stat,g-z_mannwhitneyu_pval,g-z_wasserstein_distance,g-z_mean_wasserstein_distance,g-z_wasserstein_distance_confidence_interval_lower,g-z_wasserstein_distance_confidence_interval_lower,g-z_laplace_smoothed_kld,g-z_label,g-z_score,r-i_is_valid,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_mannwhitneyu_stat,r-i_mannwhitneyu_pval,r-i_wasserstein_distance,r-i_mean_wasserstein_distance,r-i_wasserstein_distance_confidence_interval_lower,r-i_wasserstein_distance_confidence_interval_lower,r-i_laplace_smoothed_kld,r-i_label,r-i_score,r-z_is_valid,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_mannwhitneyu_stat,r-z_mannwhitneyu_pval,r-z_wasserstein_distance,r-z_mean_wasserstein_distance,r-z_wasserstein_distance_confidence_interval_lower,r-z_wasserstein_distance_confidence_interval_lower,r-z_laplace_smoothed_kld,r-z_label,r-z_score,i-z_is_valid,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_mannwhitneyu_stat,i-z_mannwhitneyu_pval,i-z_wasserstein_distance,i-z_mean_wasserstein_distance,i-z_wasserstein_distance_confidence_interval_lower,i-z_wasserstein_distance_confidence_interval_lower,i-z_laplace_smoothed_kld,i-z_label,i-z_score,total,score,GOFHER_label
IC2247,SW,NE,SW,1,0.09964725540036226,0.1280037196606977,-0.028356464260335446,183516.0,4.045802683175117e-14,0.03221433517673808,0.032468043493276824,0.026423925681479575,0.03894854013307904,0.2303907975862271,NE,-1,1,0.12913747320538307,0.1433075392235273,-0.014170066018144217,214645.0,0.0007332746903437337,0.02367132373786239,0.024083007715544273,0.017878719759542104,0.030652200791107115,0.14806955353011186,NE,-1,1,0.1519104966162529,0.15157757405867164,0.00033292255758124445,237267.0,0.7359720583403264,0.012386076072124635,0.013933018484846094,0.009057409038593683,0.02000739274233765,0.10208490910064975,SW,1,1,0.16358892778804188,0.14877404147857284,0.014814886309469033,255688.0,0.032530179642854325,0.016210995053228525,0.01754734082700723,0.01111377697674932,0.02633538522523829,0.18444994347395424,SW,1,1,0.029490217805020792,0.015303819562829567,0.014186398242191225,277570.5,3.812194070525101e-07,0.014478526741309013,0.014697126497631139,0.012493193151163907,0.017200322573877148,0.6733898818717783,SW,1,1,0.052263241215890585,0.02357385439797392,0.028689386817916666,294698.0,1.5892981061700162e-13,0.028689386817916666,0.028858288038740645,0.02410728479946092,0.03346813950898271,0.7736738434352399,SW,1,1,0.06394167238767963,0.02077032181787513,0.0431713505698045,318886.0,2.172421235208142e-26,0.04317135056980449,0.04306360541157423,0.03709639977877548,0.04945599072160407,0.8070643643558787,SW,1,1,0.0227730234108698,0.008270034835144352,0.014502988575725448,328172.0,1.5541648516046138e-32,0.014502988575725446,0.014482339376676716,0.012297835587560854,0.016670990601391572,0.4902545490305469,SW,1,1,0.03445145458265883,0.005466502255045562,0.028984952327613268,359880.0,1.385560777011949e-58,0.02898495232761327,0.029036753104788666,0.025355705638249598,0.032409183895727826,0.7114490932014725,SW,1,1,0.01167843117178903,-0.002803532580098789,0.01448196375188782,385144.0,5.828979854907012e-85,0.014481966867177539,0.014488175630159927,0.01287468301235212,0.016181314078794622,0.6995621784084878,SW,1,6,1,SW
IC540,SW,E,W,1,0.0994087175163061,0.09758184522205951,0.0018268722942465926,155404.0,0.29086922627671563,0.007166521912479332,0.008912473321109587,0.005176019886198329,0.014139565981765233,0.29769691081442506,W,1,1,0.13921220020876432,0.10113778819753302,0.038074412011231296,193735.0,5.2043790491942966e-17,0.03809142383188453,0.038302752500829214,0.029335730894006345,0.04750788829314287,0.37223883863123447,W,1,1,0.1615434079747177,0.09655670949759311,0.06498669847712459,212774.0,2.7665767894606735e-33,0.06498669847712457,0.06512231234986268,0.055350009667578706,0.0751408958294326,0.5546059812212186,W,1,1,0.17388389449092048,0.08399652902440972,0.08988736546651076,224538.0,3.4140602376342226e-46,0.08988736546651074,0.09034663361621526,0.07992683781494063,0.1014804500172956,0.9616737092313474,W,1,1,0.0398034826924582,0.0035559429754735057,0.036247539716984696,231388.0,1.0244743479641794e-54,0.0362475397169847,0.03632538578724471,0.03241344099688103,0.040682692107552876,1.216814762295187,W,1,1,0.06213469045841159,-0.001025135724466401,0.06315982618287799,248284.0,6.579508402389823e-79,0.06315982618287799,0.06325228334917107,0.05701097185366549,0.06954600343092543,1.6828377591959114,W,1,1,0.07447517697461437,-0.013585316197649794,0.08806049317226416,249558.0,6.4714307446220385e-81,0.08806049317226416,0.08812941178497716,0.07990033416497665,0.09629649152329985,1.6637191290138342,W,1,1,0.022331207765953393,-0.004581078699939908,0.0269122864658933,252443.0,1.4816833386297527e-85,0.0269122864658933,0.026945298649380188,0.024322946603549077,0.02940809912353994,1.8063214724164787,W,1,1,0.03467169428215616,-0.0171412591731233,0.05181295345527946,250035.0,1.1294782924778366e-81,0.05181295345527946,0.05191212920362556,0.04685447950334326,0.05674364802453051,1.206864264346378,W,1,1,0.012340486516202771,-0.012560180473183392,0.024900666989386165,228217.0,1.1168272795758289e-50,0.02490066698938616,0.02489077303969442,0.021897714474714013,0.02790612510498794,0.638255476487873,W,1,10,1,W
IC944,SW,N,S,1,0.08206960187934353,0.06629373598139336,0.015775865897950173,551808.0,3.401945134251351e-20,0.015822608868872136,0.015919420136894156,0.012838948157033507,0.019147729532381728,0.23320704823466026,S,1,1,0.0994769054924555,0.06468238261375933,0.034794522878696166,648564.0,7.270620070218404e-68,0.03479452287869614,0.034866805577035295,0.03129771137261496,0.03839315789653919,0.8103660779401797,S,1,1,0.11240607510104249,0.06247904358212188,0.049927031518920605,701914.0,1.3564043283742874e-106,0.0499270315189206,0.04995187075680185,0.045793445662506635,0.05399617398837573,1.087232894542883,S,1,1,0.11616954431315268,0.05226935868637765,0.06390018562677503,735712.0,1.0260148066456544e-135,0.06390018562677502,0.06385175162048035,0.05954605353893872,0.06850318634813819,1.4016533637568556,S,1,1,0.017407303613111935,-0.0016113533676340224,0.01901865698074596,833841.0,1.9492778670578804e-240,0.01904764025023448,0.019042848792684048,0.017919473248797384,0.020214448627000236,2.4313764059148832,S,1,1,0.030336473221698943,-0.0038146923992714763,0.03415116562097042,860871.0,1.4821003080126026e-274,0.03415116562097042,0.03408304992859042,0.0322873803976214,0.035955649319735106,3.4732177170917207,S,1,1,0.034099942433809136,-0.014024377295015714,0.048124319728824846,857111.0,1.1308290346558057e-269,0.04812431972882484,0.048119028631351805,0.045623835249578776,0.05075573398661288,3.1048149064946315,S,1,1,0.012929169608587006,-0.002203339031637453,0.01513250864022446,838105.0,1.1452929157877487e-245,0.01513250864022446,0.015141135901409896,0.01434380421054436,0.01597913666679982,2.160973820670991,S,1,1,0.016692638820697193,-0.012413023927381693,0.029105662748078888,836924.0,3.261450286120231e-244,0.029105662748078884,0.029096077078365958,0.027380124078412452,0.030752463042254572,2.5019452999125926,S,1,1,0.0037634692121101864,-0.01020968489574424,0.013973154107854425,771979.0,6.369548753359071e-171,0.013973154107854427,0.013967440256775604,0.012993006987347566,0.014940840017361512,1.0775338174554876,S,1,10,1,S
MCG-02-02-040,NW,NW,SE,1,-0.04433474302073924,-0.08253180443901027,0.03819706141827103,301655.0,1.359294825665234e-10,0.038301226420743475,0.038122592216378814,0.027751880611031707,0.048469497122906866,0.27791405067203434,SE,-1,1,-0.09029776224698405,-0.14165591596124774,0.05135815371426369,304083.0,1.643337318687498e-11,0.05354921302389796,0.05390770448274704,0.03860539389496724,0.06732250059008796,0.4341283000934892,SE,-1,1,-0.02146656927782634,-0.060711258047277526,0.03924468876945118,301781.0,1.22103803590324e-10,0.0460621709141988,0.04762618200137301,0.036082992760362684,0.06117390370606011,0.5156731423833117,SE,-1,1,-0.024092181558106763,-0.039811536055281434,0.01571935449717467,278441.0,0.0006359662841703344,0.03679866048521688,0.03788359623069768,0.027640387676186845,0.047699869974919866,0.42571645459774526,SE,-1,1,-0.04596301922624481,-0.05912411152223748,0.013161092295992674,285888.0,1.1886486621206903e-05,0.01581084754996188,0.016859830797439603,0.012155774587833918,0.022651797807965387,0.39439939963862297,SE,-1,1,0.022868173742912893,0.02182054639173275,0.0010476273511801429,242629.0,0.22275591924009486,0.033220995286949107,0.033582251018278275,0.026272071773436812,0.041454094256782294,0.5870877992191049,SE,-1,1,0.020242561462632477,0.04272026838372884,-0.022477706921096362,210333.0,6.689740453885503e-08,0.05229288544275022,0.0524126926564694,0.04430462109147244,0.060889220214452464,0.8209381723340906,NW,1,1,0.0688311929691577,0.08094465791397022,-0.012113464944812524,205291.0,1.431491895854717e-09,0.01921065835430278,0.019363741282612437,0.015436068091212654,0.02337498866572341,0.5224986120676807,NW,1,1,0.06620558068887729,0.10184437990596631,-0.035638799217089026,186337.0,1.8141073295249913e-17,0.04061242073804501,0.04072729989053018,0.03316387739707035,0.04849922668151971,1.0046242087898796,NW,1,1,-0.002625612280280414,0.020899721991996086,-0.0235253342722765,176351.0,1.152829549791711e-22,0.023562701795678178,0.023641216401010044,0.019638630879440528,0.028276616119206146,0.421185150344505,NW,1,-2,-1,SE
MCG-02-03-015,NW,NW,SE,1,0.08739929201783186,0.10222764898800535,-0.014828356970173484,167552.0,1.2309899805143016e-13,0.014828356970173479,0.014872951809007905,0.011564464700026943,0.01829651193155101,0.21702778256055116,NW,1,1,0.09163065799014876,0.12165445099931886,-0.030023793009170102,138024.0,2.083581592072794e-31,0.030023793009170116,0.0300353772379803,0.02541206110654542,0.03471649148151747,0.41528219380080866,NW,1,1,0.09118943929145627,0.13031815906896937,-0.0391287197775131,126227.0,1.1210153325498932e-40,0.039128719777513095,0.03928217474633755,0.033552917405367234,0.045548216380949004,0.5184344231268331,NW,1,1,0.09177469497765962,0.13950745748329674,-0.047732762505637114,116480.0,2.844752963986883e-49,0.047732762505637114,0.04774445635850819,0.04098235936515837,0.05427006209777218,0.5560953179470782,NW,1,1,0.004231365972316898,0.019426802011313533,-0.015195436038996635,84527.0,2.090094428562276e-83,0.015195436038996635,0.015253470792032021,0.013561102637935476,0.017151254019644915,1.0875940967316653,NW,1,1,0.003790147273624396,0.02809051008096401,-0.024300362807339614,76296.0,1.1157799119137606e-93,0.02430036280733961,0.02435922980288998,0.021357627526398647,0.02760595676765819,1.234727001525351,NW,1,1,0.0043754029598277585,0.037279808495291396,-0.032904405535463636,71574.0,7.595051146767023e-100,0.03290440553546363,0.03291355960884091,0.028822912935453564,0.03694204237708957,1.3902478588153304,NW,1,1,-0.0004412186986925025,0.008663708069650479,-0.009104926768342982,76283.5,1.0752676070635715e-93,0.009104926768342979,0.00908168069270218,0.007882946649180505,0.010318854110843077,1.1586753712395805,NW,1,1,0.00014403698751086038,0.01785300648397786,-0.017708969496466997,70937.0,1.079713252490812e-100,0.017708969496466997,0.017688024383318353,0.015382363739882865,0.020091978847574903,1.2881312960760882,NW,1,1,0.0005852556862033631,0.009189298414327382,-0.008604042728124019,92743.0,9.316258242958905e-74,0.00860404272812402,0.00860681676786166,0.007526194854176215,0.009791693884271232,0.783801171526276,NW,1,10,1,NW
NGC1542,SW,NE,SW,1,0.1671055939228327,0.15812134903117103,0.008984244891661664,50119.0,0.19729738898618254,0.012893310163461413,0.01615472612445248,0.009685724290712886,0.025269734723224125,0.15153243006549905,SW,1,1,0.24978012406037467,0.1972823297961966,0.05249779426417808,62816.0,1.7585931529340786e-12,0.05252537463946248,0.05229587732545843,0.037976472833301494,0.06653496750526265,0.5330639407821346,SW,1,1,0.29938155432495567,0.2175025925264464,0.08187896179850926,69167.0,2.9291696678785206e-23,0.08187896179850916,0.08222651360597073,0.0667866800579598,0.09703727088665923,0.694730545519728,SW,1,1,0.3187220695140359,0.20941253109149993,0.10930953842253599,74111.0,4.014604037779891e-34,0.10930953842253605,0.10937313172565627,0.09429046666337124,0.12534312981566895,1.1688594555948526,SW,1,1,0.08267453013754199,0.03916098076502556,0.043513549372516426,82567.0,9.678395317455888e-58,0.043513549372516426,0.04349966500014955,0.0391854851278985,0.047559964202115466,1.354099071443163,SW,1,1,0.1322759604021229,0.059381243495275446,0.07289471690684744,81083.0,3.902704143202364e-53,0.07289471690684746,0.07282286643475196,0.06572660917790878,0.08064563589803217,1.3154786029162473,SW,1,1,0.15161647559120323,0.05129118206032891,0.10032529353087431,84464.0,6.49619195776982e-64,0.10032529353087435,0.10022585194619155,0.0914279916506461,0.10891308417571925,1.5496083289214033,SW,1,1,0.04960143026458091,0.020220262730249877,0.02938116753433103,78261.0,6.428011603621333e-45,0.029408041016665942,0.029337905998504842,0.02531485253569009,0.033363094961946435,0.9246244914718265,SW,1,1,0.06894194545366127,0.012130201295303344,0.05681174415835792,84826.0,3.964584991831178e-65,0.056811744158357914,0.05694961554088267,0.05147689174073209,0.06222900701277588,1.6495753578682555,SW,1,1,0.01934051518908035,-0.008090061434946536,0.027430576624026887,86020.0,3.233319578816648e-69,0.027430576624026884,0.027412073980557925,0.024576745018241038,0.030673094292149546,1.4603290822212174,SW,1,10,1,SW
NGC3067,NE,NE,SW,1,-0.012293143245691522,-0.028918243726082912,0.01662510048039139,1533842.0,1.8736584897870928e-15,0.01761165143465012,0.017883179612119205,0.013590030328554326,0.02261384991918973,0.09866969243659368,SW,-1,1,0.019361033515633612,0.024430366185129358,-0.005069332669495746,1344336.0,0.38566807156130634,0.010343410239151973,0.011307298725939106,0.008558121631513248,0.01452977770733301,0.08739271927393275,NE,1,1,0.01621387267243322,0.03161827448833165,-0.015404401815898427,1266252.0,0.040315606976115796,0.01540440181589844,0.015912242403270573,0.01024302189407529,0.022468410353237017,0.06431229629609084,NE,1,1,0.015384093535281824,0.041850794030076605,-0.02646670049479478,1185023.0,3.6556143464747163e-07,0.026466700494794784,0.026585239592584027,0.019462011388092167,0.03376833402792908,0.11238554908934667,NE,1,1,0.031654176761325134,0.05334860991121227,-0.021694433149887137,874713.0,1.7568466627765767e-62,0.02169443314988713,0.021698565075775812,0.018132451309626475,0.025226037760803545,0.49252263537695884,NE,1,1,0.02850701591812474,0.060536518214414574,-0.032029502296289834,855998.0,1.1314757719614053e-67,0.03202950229628983,0.03196197439549146,0.027388594867885675,0.03670425745289955,0.8555582850316997,NE,1,1,0.027677236780973342,0.07076903775615952,-0.043091800975186174,815345.0,1.1165682521292977e-79,0.04309180097518617,0.04302124772029496,0.03769208581255546,0.04857335095241772,0.8894174086668274,NE,1,1,-0.003147160843200399,0.007187908303202298,-0.010335069146402698,949331.0,6.88822059926366e-44,0.010335069146402694,0.010364295630177205,0.009052610754564894,0.011743745452534803,0.43602370230490484,NE,1,1,-0.0039769399803517985,0.01742042784494725,-0.02139736782529905,798724.0,7.103280899653922e-85,0.021397367825299045,0.02140057082113067,0.019243951456325147,0.02351507760433709,0.6756437058087701,NE,1,1,-0.0008297791371513991,0.01023251954174495,-0.011062298678896349,856208.0,1.2973845681377938e-67,0.01106229867889635,0.011067110584447943,0.009870875916418454,0.012323716377441576,0.26196657965771425,NE,1,8,1,NE
NGC3079,SW,E,W,1,-0.12169063684835082,-0.06792968967822281,-0.05376094717012801,8584115.0,7.323647844654145e-84,0.05376094717012802,0.05380834608032348,0.049811426051264415,0.05791890102393447,0.30881550077011233,E,-1,1,-0.07265322174790605,-0.0008337561563696363,-0.07181946559153642,6579105.0,2.806183730349991e-261,0.07184645797340525,0.07196193074266048,0.06736910189864494,0.07660992636614058,0.3245251147998566,E,-1,1,0.0413630165653678,0.09368997719138042,-0.05232696062601262,5781657.0,0.0,0.0609483079598588,0.061042911169615306,0.05821160257530082,0.06394499796435958,0.49396256457582066,E,-1,1,0.11973490072882398,0.15305163234928953,-0.033316731620465556,7523556.0,2.4198212961886197e-165,0.05012898159790869,0.05026301455727902,0.04738631610890075,0.053296905762785236,0.2728466640901047,E,-1,1,0.04903741510044478,0.0670959335218532,-0.018058518421408418,8146399.0,3.976689687648259e-114,0.023774798031358988,0.02382893010103474,0.02200420438728032,0.02558624117380943,0.34332465656674094,E,-1,1,0.16305365341371864,0.16161966686960327,0.001433986544115362,10189717.0,3.1344233614867507e-13,0.03916594538031151,0.03926170247559187,0.03720964085389093,0.04132123692307981,0.3947207492678105,W,1,1,0.2414255375771748,0.22098132202751236,0.020444215549662442,11156217.0,0.9970471944714531,0.04659282639323786,0.04664110916456495,0.04340974964925153,0.04968923829328348,0.3001509667910183,W,1,1,0.11401623831327386,0.09452373334775006,0.019492504965523794,12210431.0,1.7526667923150442e-15,0.02209944345085557,0.022221951768454838,0.01993363132532214,0.024649775210100484,0.2461395921419473,W,1,1,0.19238812247673007,0.1538853885056592,0.038502733971070874,12579981.0,6.1928644612072865e-27,0.042947564612653415,0.04302020235918218,0.039030405951338804,0.04697028467251519,0.49921929982487057,W,1,1,0.07837188416345618,0.05936165515790912,0.01901022900554706,13062064.0,6.593958579889165e-47,0.020599340195697226,0.020610593263571935,0.018937672614721145,0.022351491669743716,0.42304104064589976,W,1,0,0,-
NGC3169,SE,NW,SE,1,0.09416587203583619,0.0473596342373926,0.04680623779844359,3914931.0,4.187989122283783e-281,0.046806237798443576,0.04680821998136774,0.04414551769014326,0.04926829230249851,0.8056493073394909,SE,1,1,0.14033538853238467,0.07266049158232638,0.0676748969500583,3915063.0,3.741681992709039e-281,0.06767489695005832,0.06760818799570106,0.06321172494642857,0.07253754892525072,0.8214415906038652,SE,1,1,0.15759825553208398,0.0807826257250423,0.07681562980704168,3922821.0,4.88966819341132e-284,0.07681562980704171,0.07693473411923736,0.07143946119910233,0.08232611926077713,0.8299942686653218,SE,1,1,0.1663253475445094,0.08358463733954336,0.08274071020496604,3932261.0,1.446421641684952e-287,0.08274071020496601,0.08282026413235198,0.07670703675720116,0.08828618865713708,0.8630472767765436,SE,1,1,0.04616951649654851,0.025300857344933765,0.020868659151614746,3743081.0,5.01438029592915e-221,0.021685530758983572,0.02179999001012685,0.02009859396625055,0.02362277671257441,0.704317802773526,SE,1,1,0.0634323834962478,0.033422991487649684,0.030009392008598118,3735726.0,1.2865211262342224e-218,0.03108531621123243,0.031251870007577245,0.028732866092767647,0.033794259223288714,0.7466531721577254,SE,1,1,0.0721594755086732,0.036225003102150766,0.035934472406522436,3749794.0,3.0881490297327804e-223,0.037306539906059755,0.037453974867156715,0.03462806242789428,0.040266656162636,0.7681263702831935,SE,1,1,0.017262866999699297,0.008122134142715924,0.009140732856983374,3717915.0,7.735041026246728e-213,0.009625560704023848,0.009695361979505919,0.008962447686793606,0.010499239715171242,0.6837384952879744,SE,1,1,0.02598995901212469,0.010924145757217004,0.015065813254907686,3744605.0,1.582533069670472e-221,0.015949891507048525,0.015977627817372338,0.014908015937916168,0.01712156226556019,0.7639484328977464,SE,1,1,0.00872709201242539,0.0028020116145010825,0.005925080397924307,3766752.0,7.182082979256458e-229,0.006424937916570424,0.006433678971972254,0.006052837812466493,0.006819354498667543,0.703169471084397,SE,1,10,1,SE
NGC3495,NW,W,E,1,0.10482425615698854,0.11630514858262689,-0.01148089242563835,11669249.0,3.1304508784362256e-06,0.012734094451263483,0.012827934511039219,0.010144964960733006,0.015600083167889425,0.12823904267331115,W,1,1,0.09924002626802823,0.12479048763652487,-0.025550461368496633,10631365.0,8.857805625367117e-33,0.02709324869879803,0.027115442567432056,0.023980198002890585,0.030363676045900765,0.16664452934202173,W,1,1,0.10468010760858908,0.13850755016315316,-0.03382744255456409,10103606.0,5.586439936820969e-55,0.03531454324590589,0.035365658024546276,0.031845051027704754,0.039047891366455124,0.22323676340984888,W,1,1,0.09008305782404788,0.1315519765542667,-0.04146891873021882,9614939.0,8.567673127777332e-81,0.04221580913227826,0.042262458184924724,0.03845099905254673,0.046071217181409066,0.26115115200690764,W,1,1,-0.005584229888960291,0.008485339053897986,-0.014069568942858279,9099352.0,1.6107306231722414e-113,0.014696770318546578,0.014705962217532013,0.013530932144925536,0.01583463518884782,0.27737245405173466,W,1,1,-0.00014414854839945947,0.022202401580526276,-0.022346550128925734,8605184.0,3.5179883417033494e-150,0.02252722180935972,0.022644858984396984,0.02122135403292008,0.02416961928338765,0.49308711659773496,W,1,1,-0.014741198332940663,0.015246827971639834,-0.029988026304580497,8383697.0,2.7061687358622845e-168,0.03011833802698982,0.030166542862005815,0.02808409375868772,0.03219576777000962,0.5882432054690793,W,1,1,0.0054400813405608315,0.013717062526628288,-0.008276981186067456,9227133.0,6.9712863926661436e-105,0.008666659499785682,0.00871653256067231,0.008034205327255397,0.009399693258040584,0.18619459041575387,W,1,1,-0.009156968443980371,0.006761488917741847,-0.01591845736172222,8876772.0,2.1682278105453044e-129,0.01593937197027188,0.015988585686613387,0.014815889081391921,0.01715242013809261,0.2560983764708714,W,1,1,-0.014597049784541205,-0.006955573608886438,-0.007641476175654767,10162201.0,3.182578730910865e-52,0.007663366006452169,0.007679416783890538,0.006715760374138244,0.008640443866754397,0.08505608538395104,W,1,10,1,W
