name,x,y,a,b,theta
IC1151,187.40459457947838,185.58412646234996,58.92924880981445,21.11505889892578,-0.8738976324599641
IC1199,93.61347600123759,93.36634149624885,36.433746337890625,14.273759841918945,1.3823986445862395
IC1256,94.23913342901103,93.49363059919091,32.30579376220703,19.777618408203125,0.1370407263315796
IC1528,157.552472135167,155.8992978605703,51.154144287109375,20.041975021362305,-0.3018703610458717
IC2095,92.5265614073828,86.96884212486576,41.051055908203125,5.945228576660156,-0.7920758520561797
IC2487,125.93042395360366,124.32891333941026,51.99989318847656,13.455636978149414,1.3094586210995705
IC4566,124.8348195221547,124.73465256574839,30.482999801635742,21.777299880981445,1.125246247152652
IC5309,125.72093328167475,125.14238191955539,35.6768913269043,17.092422485351562,-1.2037502164126141
IC674,124.92407217730337,125.14574482239136,34.676937103271484,13.764785766601562,0.5516329376537856
IC776,179.00294452691907,186.85883019474258,43.147335052490234,22.675317764282227,-0.26381671627346104
NGC1,124.31244383835848,125.33805564830028,26.624385833740234,18.249797821044922,0.4201589023071868
NGC1012,189.2322505149522,187.3048860542777,52.623382568359375,19.594470977783203,-1.095489588946285
NGC1042,280.8493301815233,281.06843796599276,15.811957359313965,14.082746505737305,0.19263715775046175
NGC1068,186.91545669885838,188.21656450708812,36.431209564208984,29.43673324584961,-0.89796515355524
NGC1073,285.17826931199755,280.26110691751825,62.922306060791016,24.407711029052734,-0.4870602041610955
NGC1087,246.72439276677562,244.16736122723682,83.5487289428711,36.12018966674805,-1.651590624948178
NGC160,154.53657119971493,156.20192200225992,53.29819869995117,20.000099182128906,-0.7099180089083337
NGC1614,159.47893181329636,152.89382475978562,38.48396682739258,10.525557518005371,-0.8802891577285188
NGC1645,154.76913123722397,155.41719271193955,38.489620208740234,16.801063537597656,-0.24021440570536678
NGC1677,93.88799650493205,94.47409309741649,26.26339340209961,9.671418190002441,0.8150823591283103
NGC171,155.278991163889,156.13635551132296,43.60047149658203,38.09339141845703,0.3599744980532271
NGC177,155.8876366979031,156.326785407753,49.16045379638672,12.014533996582031,-1.5096402401870517
NGC180,187.16634323524326,184.62822117956776,51.10331344604492,30.675975799560547,1.2329521978896516
NGC192,188.24490120909786,185.63294842876826,49.94363784790039,16.609577178955078,1.3145043834608936
NGC214,187.32904035246452,186.77733892544987,43.10390853881836,27.323524475097656,-0.548614124606762
NGC217,188.36769917657062,187.52142827024284,65.337158203125,14.535889625549316,0.35250725316007697
NGC23,124.65709261808485,125.3390613649096,29.618627548217773,17.55328369140625,1.2551727687317473
NGC234,125.09685437149992,125.01843506294632,36.57588577270508,31.879709243774414,-0.474973592650714
NGC237,125.65766227305151,124.33714592536793,32.020687103271484,19.031644821166992,1.7310041581589324
NGC2449,123.74157707665269,125.55863159963631,38.250431060791016,15.731685638427734,0.978557268281613
NGC2486,124.74069100579526,125.36692005725405,33.77762222290039,21.140287399291992,-0.19873971388037925
NGC2487,187.56307368373498,187.59495988317798,42.999324798583984,28.627099990844727,-0.5405641401809114
NGC2500,314.29795035042434,314.5445300045284,54.98338317871094,31.422536849975586,1.7151302491623504
NGC2540,124.99448842007067,124.98712755047552,34.944549560546875,20.330698013305664,0.8083967958885772
NGC2552,402.32635362589144,279.2899989236336,43.63938522338867,20.32087516784668,-0.7491023336845977
NGC2553,249.8425266247541,249.7530385521509,33.494808197021484,16.662193298339844,-0.6183116232353789
NGC257,124.88713566032631,124.67637028049175,37.79312515258789,23.667068481445312,-0.10234628071371143
