name,x,y,a,b,theta
IC750,188.95181634049214,187.2140073592982,50.13045883178711,18.373088836669922,-0.8309506169121055
NGC1309,124.99249595450091,126.03232890835054,33.620513916015625,31.490102767944336,1.4215918762567747
NGC1324,186.8076646708837,187.85962539820605,59.36332321166992,16.48903465270996,0.8237435091269218
NGC2268,156.1542754164004,156.27052129588674,40.493614196777344,22.61124038696289,-0.6057324801880462
NGC2713,187.34514137070582,187.56723164308758,47.269412994384766,21.35970115661621,0.5134941600512031
NGC3003,288.61616723187694,280.5048390800837,62.96405029296875,23.644954681396484,-0.005811950067843741
NGC3185,125.29088402339592,125.43224022595263,51.11265182495117,27.328659057617188,0.6208559129547158
NGC3370,218.63504251480938,218.59295916969054,51.777488708496094,24.83175277709961,0.9914348645030909
NGC3430,219.7502259899165,215.08711878580505,73.85726928710938,25.36916732788086,-1.2346972619492156
NGC3726,479.8317073575239,440.8534554301142,81.9663314819336,32.83427429199219,-1.157243808607425
NGC3813,154.58700346647038,153.46444151641037,53.87646484375,23.390472412109375,-0.2581945975619895
NGC3877,284.21588565214074,283.55035630687206,124.2824478149414,24.5750789642334,-0.893945265668791
NGC3917,336.91230397806925,308.47832815258636,88.23822784423828,23.13150405883789,-0.4430462514359099
NGC4096,370.03758874983356,388.64612055694954,100.96891021728516,32.09941101074219,-1.2972348309725692
NGC4162,185.21418437699717,188.0518626201923,49.89295196533203,26.346616744995117,1.649664560456906
NGC4178,312.8700179124595,311.83989007768855,71.02307891845703,17.390666961669922,-1.053322282317492
NGC4192,449.4163328799912,444.94363846634894,77.0661849975586,25.930522918701172,0.811358651022281
NGC4220,188.6036909475752,186.86366999937925,72.19141387939453,19.279842376708984,0.8094057884349888
NGC4274,185.13897241351972,185.1925677113078,48.59186935424805,34.08211898803711,0.2807153110701186
NGC4579,309.5546331335878,312.1017278794809,45.926422119140625,25.953845977783203,-0.1936128641169923
NGC4586,250.91826232480926,249.5654265516562,88.27828979492188,21.61282730102539,0.4093144098476099
NGC4602,247.9112004750811,254.2890419338342,55.510040283203125,18.94527244567871,0.360022578685857
NGC470,154.19098478058055,157.94773963063648,33.27456283569336,22.093557357788086,-1.2726906145614045
NGC4771,249.54026261784747,248.7065758207558,91.28265380859375,19.021533966064453,0.5689377988379853
NGC4800,62.187098126127154,62.4120073950396,18.479862213134766,12.92934799194336,-0.9174285734694856
NGC4845,219.17341000265367,221.08477919050102,89.56774139404297,23.005659103393555,-0.21293194471529864
NGC5443,188.64598836883465,187.31202859997464,65.36811828613281,19.53616714477539,-0.72189333091196
NGC5522,125.9234162649494,125.09291388994919,43.70147705078125,10.840529441833496,-0.5976776478282361
NGC5533,125.12245698442031,124.74070242280307,33.32661056518555,19.567237854003906,-1.3029197846848113
NGC5559,125.32461118411992,125.56955362377317,39.469600677490234,11.59636116027832,-0.5301399604896487
NGC5587,124.65888230061019,125.06422749163393,44.824241638183594,14.385315895080566,1.2863549383428245
NGC5616,156.7837535428458,155.25078555928513,56.16834259033203,12.451148986816406,1.1919402213560808
NGC5656,125.15080441724743,125.06265066757472,32.37287139892578,21.045888900756836,-0.6505432006843093
NGC5676,190.9657599761229,188.05006656703017,37.778167724609375,23.622882843017578,-0.4539553726714509
NGC5690,187.6991659856397,192.76309455854815,80.36585235595703,13.355874061584473,0.7196526731055635
NGC5750,125.00014117967694,123.9893644477408,49.550384521484375,26.247520446777344,-0.5854106341797454
NGC6118,312.2946295199042,309.7645246375763,38.09671401977539,20.55620574951172,-0.6940219149603968
NGC716,124.25973888879183,124.17825507799549,34.723876953125,14.60339069366455,-0.7232222353417022
NGC7448,124.14644388573058,124.78603596563218,44.52914810180664,20.214670181274414,1.408759112925258
NGC7721,184.21213197855005,187.74289408035452,65.35069274902344,20.663097381591797,-1.550839105744992
NGC779,174.30742853770437,177.31811247840952,60.72060775756836,19.780471801757812,1.170733386649999
NGC787,93.38882553012782,93.55536386732057,27.816057205200195,21.368711471557617,-0.2788910215098006
