name,paper_label,pos_label,neg_label,u-g_pos_mean,u-g_neg_mean,u-g_mean_diff,u-g_mannwhitneyu_stat,u-g_mannwhitneyu_pval,u-g_wasserstein_distance,u-g_mean_wasserstein_distance,u-g_wasserstein_distance_confidence_interval_lower,u-g_wasserstein_distance_confidence_interval_lower,u-g_laplace_smoothed_kld,u-g_label,u-g_score,u-r_pos_mean,u-r_neg_mean,u-r_mean_diff,u-r_mannwhitneyu_stat,u-r_mannwhitneyu_pval,u-r_wasserstein_distance,u-r_mean_wasserstein_distance,u-r_wasserstein_distance_confidence_interval_lower,u-r_wasserstein_distance_confidence_interval_lower,u-r_laplace_smoothed_kld,u-r_label,u-r_score,u-i_pos_mean,u-i_neg_mean,u-i_mean_diff,u-i_mannwhitneyu_stat,u-i_mannwhitneyu_pval,u-i_wasserstein_distance,u-i_mean_wasserstein_distance,u-i_wasserstein_distance_confidence_interval_lower,u-i_wasserstein_distance_confidence_interval_lower,u-i_laplace_smoothed_kld,u-i_label,u-i_score,u-z_pos_mean,u-z_neg_mean,u-z_mean_diff,u-z_mannwhitneyu_stat,u-z_mannwhitneyu_pval,u-z_wasserstein_distance,u-z_mean_wasserstein_distance,u-z_wasserstein_distance_confidence_interval_lower,u-z_wasserstein_distance_confidence_interval_lower,u-z_laplace_smoothed_kld,u-z_label,u-z_score,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_mannwhitneyu_stat,g-r_mannwhitneyu_pval,g-r_wasserstein_distance,g-r_mean_wasserstein_distance,g-r_wasserstein_distance_confidence_interval_lower,g-r_wasserstein_distance_confidence_interval_lower,g-r_laplace_smoothed_kld,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_mannwhitneyu_stat,g-i_mannwhitneyu_pval,g-i_wasserstein_distance,g-i_mean_wasserstein_distance,g-i_wasserstein_distance_confidence_interval_lower,g-i_wasserstein_distance_confidence_interval_lower,g-i_laplace_smoothed_kld,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_mannwhitneyu_stat,g-z_mannwhitneyu_pval,g-z_wasserstein_distance,g-z_mean_wasserstein_distance,g-z_wasserstein_distance_confidence_interval_lower,g-z_wasserstein_distance_confidence_interval_lower,g-z_laplace_smoothed_kld,g-z_label,g-z_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_mannwhitneyu_stat,r-i_mannwhitneyu_pval,r-i_wasserstein_distance,r-i_mean_wasserstein_distance,r-i_wasserstein_distance_confidence_interval_lower,r-i_wasserstein_distance_confidence_interval_lower,r-i_laplace_smoothed_kld,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_mannwhitneyu_stat,r-z_mannwhitneyu_pval,r-z_wasserstein_distance,r-z_mean_wasserstein_distance,r-z_wasserstein_distance_confidence_interval_lower,r-z_wasserstein_distance_confidence_interval_lower,r-z_laplace_smoothed_kld,r-z_label,r-z_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_mannwhitneyu_stat,i-z_mannwhitneyu_pval,i-z_wasserstein_distance,i-z_mean_wasserstein_distance,i-z_wasserstein_distance_confidence_interval_lower,i-z_wasserstein_distance_confidence_interval_lower,i-z_laplace_smoothed_kld,i-z_label,i-z_score,total,score,GOFHER_label
NGC3811,w,W,E,0.015304907263208092,0.017266736180183845,-0.001961828916975753,1181965.0,0.0075511951891182585,0.0019618289169757537,0.0019863350923482953,0.0011360747002497182,0.0028436612501157037,0.10966961492655322,W,1,0.014613773521818956,0.01883966924495687,-0.0042258957231379145,1125464.0,1.1064678901978806e-06,0.004225895723137916,0.004211684832033379,0.003047474530048337,0.005516040053395372,0.14441341142423395,W,1,0.015898553684891785,0.021815505843696025,-0.00591695215880424,1078864.0,2.2884188792413152e-11,0.005916952158804241,0.005896259218851194,0.004551356225117555,0.0073235646234712185,0.17718724931596677,W,1,0.012739130389315853,0.020110514812049316,-0.007371384422733463,1035669.0,5.84213116279234e-17,0.0073713844227334645,0.0073211271455688514,0.005720853868814707,0.008863412298932685,0.24769184438918493,W,1,-0.0006911337413891344,0.0015729330647730275,-0.0022640668061621617,1027453.0,3.678860407604903e-18,0.0022640668061621625,0.0022651282762098015,0.0018232631267183364,0.0027341899449094156,0.21014524050458255,W,1,0.000593646421683695,0.00454876966351218,-0.003955123241828486,949178.0,8.295613563499733e-32,0.003955123241828486,0.0039551900560550685,0.0033050235609293588,0.00466459323388574,0.33959879703503654,W,1,-0.002565776873892238,0.002843778631865472,-0.00540955550575771,893669.0,6.518755745533257e-44,0.005409555505757711,0.005397717693937818,0.004571308524565741,0.006294178207762146,0.4666857894774974,W,1,0.0012847801630728292,0.0029758365987391532,-0.001691056435666324,966454.0,1.8828272557861713e-28,0.0016910564356663242,0.0016982786350831418,0.0012818704348837447,0.002139246858995497,0.22327379293598026,W,1,-0.0018746431325031038,0.0012708455670924444,-0.0031454886995955483,946990.0,3.019220805872621e-32,0.0031454886995955496,0.0031472431962791692,0.0024815847382269034,0.0038012993693015413,0.25808731092423937,W,1,-0.0031594232955759333,-0.0017049910316467084,-0.001454432263929225,1071609.0,3.1956212318245894e-12,0.001454432263929226,0.0014712104245394163,0.001124611099008839,0.0018277153225499763,0.1126938430088124,W,1,10,1,W
NGC3893,sw,E,W,0.06236428153937785,0.06363816266988334,-0.0012738811305054928,4731851.0,0.06932503167482729,0.0018904517590182025,0.002232765183720598,0.001189276742820839,0.0036421729662816666,0.028646932092262375,E,-1,0.07159654787052662,0.07441421529938402,-0.002817667428857404,4667139.0,0.006398045230051931,0.003454167299898555,0.0037475785285653665,0.0021403441714177474,0.005811048045315175,0.03136034697005773,E,-1,0.07460771455508022,0.07642748101681243,-0.0018197664617322085,4751501.0,0.12359373197754168,0.0030583474041617383,0.0034877230086616225,0.001952441194379682,0.005234666441345457,0.02657749758611856,E,-1,0.06954503877499361,0.0699810831160903,-0.0004360443410966891,4818319.0,0.5485863545123469,0.0032379172859935516,0.0037282348913784346,0.002426143018027607,0.0054109180359899,0.03514442045485595,E,-1,0.00923226633114876,0.010776052629500677,-0.0015437862983519162,4416024.0,3.8673014049157454e-10,0.0016604891423502492,0.0016874968638535093,0.0012751253495675752,0.0021074886472612683,0.03019086614957639,E,-1,0.01224343301570238,0.012789318346929077,-0.0005458853312266965,4757338.0,0.1449096739618021,0.0015189285157881515,0.0015776632948241072,0.0011210230337181872,0.00209709818783874,0.029403872973186803,E,-1,0.0071807572356157616,0.006342920446206958,0.0008378367894088037,4930478.0,0.3281048612066495,0.002158579896356951,0.0022544025695717595,0.0016502948169921114,0.0029218379396363033,0.043106452139571094,W,1,0.003011166684553621,0.002013265717428399,0.0009979009671252218,5169640.0,1.409185092133609e-05,0.0010315256392953748,0.0010697489019814049,0.0007600834810239602,0.0014041403020252866,0.02786607339879615,W,1,-0.002051509095533,-0.004433132183293721,0.002381623087760721,5292781.0,1.2418103034554485e-09,0.002415437930707206,0.0024348688995441833,0.0017628698255044814,0.003059934734212186,0.060619654443894166,W,1,-0.00506267578008662,-0.0064463979007221206,0.0013837221206355003,5301693.0,5.641927524918149e-10,0.001396443268062751,0.001405051527553241,0.0010296570425232566,0.0018084953641746338,0.023577786408972224,W,1,-2,-1,E
NGC3898,ne,N,S,0.01788893245630228,0.020609432067034184,-0.0027204996107319038,1535504.0,9.471326067629472e-11,0.002760619893816453,0.0027957718129106965,0.0020905282092789535,0.0035364068547368175,0.08121841082638309,N,1,0.022364038779402517,0.026403108502188927,-0.00403906972278641,1506068.0,1.7539462115744603e-13,0.00411116280950131,0.004135906662401745,0.0031199016131468935,0.005200121014930599,0.0883088137156274,N,1,0.02314493495102678,0.02867363552144863,-0.00552870057042185,1458354.0,1.2419228391899166e-18,0.005577906300512545,0.005597271950524262,0.0043781845907812054,0.006848587556781892,0.09610178608672017,N,1,0.022777914753434443,0.028114971969769646,-0.0053370572163352024,1464502.0,6.4245182608105906e-18,0.005386273090366693,0.00538357697542421,0.00410472713122514,0.0065661341870836935,0.09942332316662626,N,1,0.004475106323100235,0.005793676435154743,-0.0013185701120545078,1442920.0,1.7249757389557875e-20,0.0013215514989086087,0.001361633849792759,0.0010898268745318813,0.0016988858509389484,0.12938988120273107,N,1,0.0052560024947245045,0.008064203454414446,-0.0028082009596899415,1306370.0,5.133493758544069e-41,0.00280823024906195,0.0027993047357539416,0.002293785838750287,0.0033424884796313882,0.18945714026628213,N,1,0.004888982297132163,0.00750553990273546,-0.002616557605603297,1338244.0,1.4490565294013136e-35,0.0026165576056032956,0.0026164277354528646,0.0021851533199316146,0.003103354867599298,0.14615599474790777,N,1,0.0007808961716242695,0.0022705270192597037,-0.001489630847635434,1000196.0,6.823089113131882e-114,0.001489630847635434,0.0014901184035571262,0.0013042652034861758,0.0016737463120623116,0.45140622882727627,N,1,0.0004138759740319287,0.0017118634675807169,-0.0012979874935487882,1169762.0,6.169856032011979e-69,0.0013033332013831131,0.0013079034037041877,0.00114802625380585,0.0014626770379315617,0.21810131336138472,N,1,-0.00036702019759234095,-0.0005586635516789876,0.00019164335408664664,1798374.0,0.13803538817068772,0.00019383068616602697,0.0002201280945086503,0.00014157284826409077,0.00033658862494620034,0.10510147945901707,S,-1,8,1,N
NGC3938,nw,NW,SE,0.08992447460950462,0.0999108902992452,-0.009986415689740583,2493485.0,1.1776152811879922e-06,0.010008810950146075,0.010106726756394971,0.0072887766460582775,0.012837120234674369,0.061488533939864656,NW,1,0.09881575007546119,0.11389645458970916,-0.015080704514247978,2382903.0,3.704268534834229e-13,0.015080704514247997,0.015200280794184234,0.011903217793274053,0.018635156632387136,0.05739512355999803,NW,1,0.10272223577085486,0.11769917153402393,-0.014976935763169066,2411102.0,2.886297485963124e-11,0.014976935763169077,0.014932243289372756,0.011567246564791097,0.018420282755479158,0.053241287751702476,NW,1,0.09114724620633653,0.10780607557212443,-0.0166588293657879,2363968.0,1.6155417841966538e-14,0.016665815638837567,0.016731241895784208,0.013181057718494699,0.0202261398037573,0.07879240501295212,NW,1,0.00889127546595655,0.013985564290463968,-0.005094288824507418,1955620.0,1.2507848392111857e-61,0.005094373176170979,0.005122237845228057,0.004512990063849845,0.005735697415841564,0.1640776200869833,NW,1,0.012797761161350243,0.017788281234778738,-0.004990520073428494,2149209.0,4.763180603650517e-35,0.004990520073428498,0.004960678857413893,0.004286145882566536,0.005767039782758384,0.09709440280022488,NW,1,0.0012227715968319113,0.007895185272879237,-0.006672413676047326,2072437.0,1.1341133159768438e-44,0.006672413676047326,0.006677360258567534,0.0058031787833078465,0.0076257387657985886,0.11328602403511491,NW,1,0.0039064856953936935,0.003802716944314774,0.00010376875107891929,2732664.0,0.729467578779502,0.0003848854576812091,0.00046316663625309886,0.0003199481375518786,0.0006415531749070783,0.014634236598150198,SE,-1,-0.007668503869124638,-0.00609037901758473,-0.0015781248515399082,2421726.0,1.353380797860576e-10,0.0016040659152549794,0.0016679357600556557,0.0011786731349394226,0.0021522154807693105,0.050251665231573775,NW,1,-0.01157498956451833,-0.009893095961899504,-0.0016818936026188266,2388774.0,9.457494418382095e-13,0.0016900459741525692,0.001700127988994983,0.0012552524005304045,0.0021392615583646453,0.03998492498096761,NW,1,8,1,NW
NGC3992,nw,NW,SE,0.05195135373904746,0.04675650142430255,0.0051948523147449105,3992038.0,1.4670634720284004e-15,0.005195674893372574,0.00522542333509635,0.004076145582049954,0.006352964108648743,0.08550958854415319,SE,-1,0.06444696851253394,0.05621523167971605,0.008231736832817887,4069919.0,7.38197330622203e-21,0.008231736832817891,0.008228152872726855,0.006605469916301711,0.009721979893083741,0.06309833263157791,SE,-1,0.06369742125246836,0.05571493336477172,0.007982487887696635,4076849.0,2.273169231902096e-21,0.007982487887696614,0.008003892035369088,0.006492066418829218,0.00954188974112121,0.07458572875926739,SE,-1,0.06536673138599125,0.05574643519434292,0.00962029619164833,4131302.0,1.2845528640135913e-25,0.009620296191648333,0.009651248665639442,0.00815483017457423,0.011192712976322811,0.06961463040537134,SE,-1,0.012495614773486478,0.009458730255413498,0.0030368845180729805,4172340.0,4.3581453961638626e-29,0.0030380598360048037,0.0030365545055629434,0.0024727314854865257,0.0036499837741925858,0.14460401611408208,SE,-1,0.01174606751342089,0.008958431940469185,0.0027876355729517053,4247652.0,4.698405164697508e-36,0.0027876355729517057,0.0028093420752643484,0.002322892393236077,0.0032792101010446786,0.15524506803530605,SE,-1,0.0134153776469438,0.008989933770040376,0.004425443876903424,4326641.0,3.376074150735185e-44,0.004425812661315127,0.004410682645240211,0.003791290171095025,0.005064003955707609,0.22189086977830813,SE,-1,-0.0007495472600655898,-0.0005002983149443136,-0.00024924894512127615,3466087.0,0.16243860003054933,0.0002654270324331717,0.00029083406286281685,0.00017049966740075308,0.0004525865580742885,0.0272330330786402,NW,1,0.0009197628734573196,-0.00046879648537312256,0.001388559358830442,4449676.0,1.3698970866510708e-58,0.001388559358830442,0.0013858496294425246,0.0011934324730564906,0.0015810978295662107,0.1177244644296978,SE,-1,0.0016693101335229091,3.1501829571191027e-05,0.001637808303951718,4443562.0,7.961433583727581e-58,0.0016378083039517177,0.0016387644737337061,0.0014562621098401498,0.0018325371015425092,0.2813269003638877,SE,-1,-8,-1,SE
NGC3994,w,W,E,0.12050468241321839,0.15065851434528638,-0.030153831932067984,48166.0,0.0005230896365374966,0.030153980108811707,0.030605124411137895,0.017218259069950465,0.0454351414423189,0.445230798078585,W,1,0.15050124478712365,0.20320491731379886,-0.05270367252667521,43315.0,7.298071061006274e-08,0.052703672526675197,0.05268339697857823,0.036033031253058,0.07062547124535608,0.4037437014966004,W,1,0.16323268726896517,0.22897697157619756,-0.06574428430723239,41203.0,5.05370818403361e-10,0.06574428430723239,0.06609888565011574,0.048270711412711574,0.08529434292604851,0.491721433664547,W,1,0.164978972847834,0.23426726773558057,-0.06928829488774657,40541.0,9.247617999487183e-11,0.06928829488774657,0.06938515709082861,0.05042530040506937,0.08730328822579615,0.562346968013715,W,1,0.029996562373905244,0.05254640296851246,-0.022549840594607212,33436.0,1.6383903706478338e-20,0.022549840594607216,0.02251358023087625,0.018432819938292627,0.026670287454011215,0.4749511441588949,W,1,0.04272800485574679,0.07831845723091119,-0.035590452375164394,31090.0,1.7935364102411237e-24,0.03559045237516441,0.03570553863795151,0.02977355357790643,0.04174048397063664,0.6998184377522325,W,1,0.04447429043461561,0.08360875339029418,-0.03913446295567857,29836.0,9.666355107770192e-27,0.03913446295567859,0.03928980808315259,0.03274138740065894,0.046291366811614866,0.8311867954005046,W,1,0.01273144248184154,0.02577205426239873,-0.01304061178055719,28936.0,1.959455141111632e-28,0.013040611780557189,0.013032161057604843,0.010623002704179759,0.015686005002922086,0.42044115922174763,W,1,0.014477728060710356,0.031062350421781723,-0.016584622361071368,26523.0,3.049183202712505e-33,0.016584622361071364,0.01669654585600272,0.013796645307484541,0.019780777390637626,0.6235992968464881,W,1,0.0017462855788688161,0.00529029615938299,-0.0035440105805141743,31502.0,9.462026507633601e-24,0.0035506055502507426,0.003561662537458586,0.0028914285351127056,0.004259505757714375,0.29506767340299445,W,1,10,1,W
NGC4030,nw,NW,SE,0.0913570061006235,0.11152552500601433,-0.020168518905390828,1288930.0,5.311289670685275e-45,0.02016851890539084,0.020140546486763177,0.01739981617062725,0.022979939368179644,0.21081101096797852,NW,1,0.11235505612047701,0.1417116305183594,-0.029356574397882376,1223450.0,5.3646159842617026e-58,0.029356574397882366,0.029381840503884708,0.025961919629661052,0.03301071949929219,0.2871802645487584,NW,1,0.11566000256273065,0.1487353581304918,-0.033075355567761144,1188340.0,1.1602839900249423e-65,0.03307535556776112,0.033085854089069215,0.02919418533621945,0.03730121815498545,0.32992420900442876,NW,1,0.1084639906296029,0.1480506227165504,-0.0395866320869475,1083468.0,1.8660040734908625e-91,0.03958663208694753,0.03963388528707242,0.035753274397839735,0.04349929936845047,0.4605542488175257,NW,1,0.020998050019853526,0.03018610551234506,-0.009188055492491534,1136102.0,5.747843101007336e-78,0.009188055492491529,0.00917423834676557,0.008252324833821654,0.01014331308561508,0.2343506493124336,NW,1,0.024302996462107176,0.03720983312447744,-0.012906836662370264,1046196.0,1.1403489481200035e-101,0.012906836662370276,0.01291782347502177,0.011815651157896392,0.014070973795132849,0.36479661441498146,NW,1,0.01710698452897941,0.036525097710536095,-0.019418113181556684,771343.0,5.959520395605958e-194,0.019418113181556687,0.019415667639633254,0.018233103809535828,0.02068882890609266,0.7864047396008674,NW,1,0.0033049464422536443,0.007023727612132392,-0.003718781169878748,945974.0,7.39114696960811e-132,0.00371878146850177,0.0037300570554691464,0.0034595151358834744,0.0040097576313823805,0.4890615702059339,NW,1,-0.0038910654908741156,0.006338992198191042,-0.010230057689065156,737733.0,2.7537501009648032e-207,0.010230057689065158,0.010223858330953935,0.009544929812870737,0.010852495701497026,1.0760146789043685,NW,1,-0.00719601193312776,-0.0006847354139413502,-0.00651127651918641,831559.0,3.540273276284771e-171,0.006511276519186411,0.006512708466069461,0.006068422162446681,0.006998549741778927,0.8808517840572866,NW,1,10,1,NW
NGC4047,ne,N,S,0.12379459992413759,0.14707931146954004,-0.023284711545402445,575176.0,5.3288703947047166e-20,0.02366817405176866,0.023909157696192604,0.01902950319632401,0.02854317610966066,0.14373505954382854,N,1,0.15147979769521777,0.18126228628020372,-0.029782488584985944,563926.0,1.0064776352887596e-22,0.030842455267123474,0.03092266818942805,0.025258287994016276,0.036726009645486,0.17823436802271508,N,1,0.15929704309771112,0.19168311852832837,-0.03238607543061725,567516.0,7.79813116701313e-22,0.03385426791454221,0.033992678026457654,0.027496188042384705,0.04061413072428606,0.1548330399776756,N,1,0.16148508954158433,0.19884877083177602,-0.037363681290191686,556113.0,1.0066171477063705e-24,0.03897932427985372,0.03890737879553653,0.03189320613480825,0.04616568400553621,0.19439709504550967,N,1,0.0276851977710802,0.034182974810663694,-0.0064977770395834925,570554.0,4.26404086504716e-21,0.006497777039583489,0.006537806011687458,0.00513900818416551,0.007858742545253667,0.10183811967455375,N,1,0.035502443173573504,0.044603807058788324,-0.00910136388521482,578077.0,2.5072879680105047e-19,0.00923552090604502,0.009285215326082473,0.007363232526567685,0.011295138980153954,0.12362534134778955,N,1,0.03769048961744674,0.051769459362236,-0.014078969744789262,545892.0,1.7881527889883973e-27,0.014366078140017887,0.01442454312042446,0.012124524081018532,0.016887711545123724,0.1737865770566376,N,1,0.007817245402493301,0.010420832248124632,-0.0026035868456313303,633453.0,8.001716047860372e-09,0.002680312548859404,0.0026855542904340676,0.002004371541303854,0.0034317886961773712,0.05313779526764594,N,1,0.01000529184636654,0.017586484551572305,-0.007581192705205764,576510.0,1.0900030024964226e-19,0.007638432993305874,0.007610644529080439,0.006462872476984276,0.008899718243883536,0.13607408483193287,N,1,0.0021880464438732367,0.007165652303447672,-0.0049776058595744355,527777.0,1.0087055245969243e-32,0.0049776058595744355,0.004985242363779767,0.004226759977587465,0.005717493485324989,0.14037785254571566,N,1,10,1,N
NGC4051,sw,NE,SW,-0.004020930965208156,-0.0029873600005985096,-0.0010335709646096466,396997.0,1.708232563337367e-09,0.0011167035882396004,0.0012565400789649975,0.0007823790612869709,0.0018257001677554601,0.2693208678001883,NE,-1,-0.007632394819029946,-0.0070463371638180205,-0.0005860576552119256,435136.0,0.0033183469169194464,0.0010612895375118727,0.0015760745359262934,0.0008713716899897096,0.0026734883981044356,0.18488751179184587,NE,-1,-0.009581313056566893,-0.008721410384721703,-0.0008599026718451898,453879.0,0.15571349995841324,0.0009545671677242571,0.0012525104998997215,0.0006339831216748115,0.0022404264145632663,0.10960131115152245,NE,-1,-0.009375939011771079,-0.009818031904603144,0.00044209289283206506,483025.0,0.34762410359613094,0.0005900327626508347,0.0010039411944800874,0.0005286431281453122,0.00182357596648168,0.09864927319508579,SW,1,-0.0036114638538217907,-0.004058977163219509,0.00044751330939771846,476399.0,0.6869969015284809,0.0006838985878450802,0.001146881971978499,0.0005959369727425656,0.0019116012146033568,0.12255119853587887,SW,1,-0.005560382091358736,-0.005734050384123193,0.00017366829276445773,493383.0,0.07548104011090524,0.0005882794736104404,0.0008156238901707984,0.000419525414451186,0.0013151576467618322,0.10345623946385113,SW,1,-0.0053550080465629216,-0.006830671904004634,0.0014756638574417126,526818.0,7.339941042471163e-06,0.0015150071948774786,0.0016108963190138246,0.00086889466950187,0.0025232328832643664,0.19766001828992652,SW,1,-0.0019489182375369448,-0.0016750732209036836,-0.00027384501663326117,509960.0,0.00181351325035625,0.0008152939167637963,0.0010887291141673226,0.00066132906408505,0.0017031431881716383,0.12042573880195223,NE,-1,-0.0017435441927411306,-0.0027716947407851237,0.001028150548043993,565886.0,2.0806211542282805e-14,0.001776462534834286,0.001953238066072943,0.0012942823027532427,0.002942754944954919,0.1568395392063991,SW,1,0.00020537404479581422,-0.0010966215198814407,0.0013019955646772548,623507.0,8.093219115505066e-35,0.001435542853465846,0.0015148712435365686,0.001153864475470889,0.0019822452636133366,0.23700126350995887,SW,1,2,1,SW
NGC4064,s,E,W,-0.034052496081031766,-0.03537329114688013,0.001320795065848361,3302960.0,0.00024639678959924907,0.005071997777674028,0.005140338127084241,0.0038456190162289403,0.00650112889508241,0.059323575015658866,W,0,-0.04645097464111331,-0.05217042750329734,0.005719452862184032,3436910.0,3.05210846782303e-10,0.010070676274959549,0.010432961336407387,0.008799397392377431,0.012082288104305798,0.1087867713374637,W,0,-0.04800773954730674,-0.0544020312123313,0.00639429166502456,3444133.0,1.2111114675649253e-10,0.01095531171636786,0.011425964727989676,0.00961275096495156,0.013517292093231941,0.1021477513249993,W,0,-0.06024250745798676,-0.07237574138587355,0.012133233927886788,3536062.0,1.6797967059260363e-16,0.012359041450065267,0.012714114036855363,0.00983205972016671,0.016086284117306268,0.09687026666795259,W,0,-0.012398478560081536,-0.01679713635641722,0.004398657796335683,3455436.0,2.74070291674796e-11,0.00441684362360658,0.0044993003819556775,0.0032067161691499554,0.005991215101150157,0.049307020487190684,W,0,-0.013955243466274971,-0.01902874006545117,0.0050734965991762,3400222.0,2.4648971092258764e-08,0.006271707085482717,0.006380709524213664,0.004746974245951391,0.008111638277538764,0.12871487445291951,W,0,-0.026190011376954984,-0.03700245023899342,0.010812438862038438,3509565.0,1.1388888190390473e-14,0.013591273438212915,0.013659331612411712,0.011704410682495442,0.015701615844946434,0.14878481655035997,W,0,-0.0015567649061934336,-0.0022316037090339535,0.0006748388028405198,3351609.0,3.815118982904069e-06,0.0046570455141304486,0.004678596902139467,0.003964945813621273,0.0053636550723471805,0.11859030509374932,W,0,-0.013791532816873448,-0.020205313882576195,0.006413781065702747,3665775.0,3.841502023543559e-27,0.010373012378600865,0.01042251950836187,0.009243707427328053,0.011630706812868201,0.1581288191177152,W,0,-0.012234767910680015,-0.017973710173542243,0.005738942262862229,3757037.0,2.6570144638623063e-36,0.005900712201239742,0.005944732836544349,0.005181972493143246,0.006767812485373169,0.10724785905948699,W,0,0,0,W
NGC4102,se,NW,SE,0.023983867186430884,0.019489866558035338,0.004494000628395545,2385901.0,3.1452962203873392e-43,0.004655860582001864,0.004695784458293652,0.004039677556336631,0.005362384646720494,0.1628295840987283,SE,1,0.03834107042313716,0.026031496269751105,0.012309574153386058,2707958.0,1.6549719833095025e-116,0.012586782285385133,0.012612829273914461,0.011501488509644687,0.013687622316117849,0.3851285985837922,SE,1,0.034209488554071577,0.01874861375814414,0.015460874795927438,2823071.0,1.6115598156117418e-151,0.01561493752553199,0.01564383984015538,0.014205351404124027,0.01706880136485088,0.5065742204314465,SE,1,0.04694313695822773,0.028183229833002414,0.018759907125225316,2829518.0,1.2851121183719153e-153,0.01891359456262971,0.01894006766978015,0.017460501315855362,0.020410298252947125,0.4681392634518351,SE,1,0.014357203236706275,0.0065416297117157655,0.007815573524990509,2913460.0,2.8659354946811044e-182,0.007815737311635113,0.00781990861417127,0.0072631570515978685,0.008349234279779152,0.5816056301926158,SE,1,0.01022562136764069,-0.0007412527998911989,0.010966874167531889,3084716.0,2.1593133359026515e-248,0.010966874167531889,0.010963327608577135,0.009937278813351567,0.01194377193938208,0.9632713523198552,SE,1,0.02295926977179684,0.008693363274967083,0.014265906496829756,2993932.0,4.6621689465824315e-212,0.01426590649682976,0.014253000404748764,0.013308972703200294,0.015263116675374186,0.7189491645444035,SE,1,-0.004131581869065586,-0.007282882511606965,0.0031513006425413796,2544947.0,7.079483914915965e-75,0.0031513006425413805,0.0031799225223060616,0.002429201636789891,0.0039936454114029105,0.3025942486051882,SE,1,0.008602066535090568,0.002151733563251318,0.006450332971839249,3037477.0,3.996509266975618e-229,0.006459203458965649,0.006465386847149378,0.006079482915713252,0.006883088916418111,0.7324679488051316,SE,1,0.012733648404156151,0.009434616074858283,0.003299032329297869,2327356.0,8.310768961551565e-34,0.004482135204932916,0.004566421349237214,0.0038030967323916718,0.0053199322191859666,0.31549988681691155,SE,1,10,1,SE
NGC4123,ne,NE,SW,0.002471199131272151,0.0023438138400529093,0.0001273852912192417,8565709.0,0.03088106106036807,0.0005577891893967493,0.0006020959267401538,0.0004071711447631143,0.0008045988866933639,0.04633467319589598,SW,-1,0.003490638823142996,0.003643891393055442,-0.00015325256991244622,8791738.0,0.9028146921688951,0.0003027846258615947,0.0004140022697721041,0.00027561434323114493,0.0006176234068907575,0.04054952050501181,NE,1,0.00034216495642559654,0.0008048931396468283,-0.00046272818322123173,8718613.0,0.4348293289510383,0.0004883663927004139,0.0006105101882480215,0.0003791365819923944,0.0009322253591021619,0.033388794198842824,NE,1,-0.003790995750734578,-0.0027436484671115482,-0.0010473472836230297,8640744.0,0.13819529319400542,0.0010820152401913173,0.001146371842853095,0.000770847625428531,0.0015779172247358739,0.023567964311722818,NE,1,0.0010194396918708451,0.0013000775530025326,-0.00028063786113168747,8788658.0,0.8808774963400776,0.00037553580065597243,0.00038260995692159574,0.00029588659392427237,0.0004913596511060526,0.2913242703543469,NE,1,-0.0021290341748465545,-0.001538920700406081,-0.0005901134744404734,8883293.0,0.4821899915431681,0.0008588928234406144,0.0008634562444094199,0.0006655744629367186,0.0010682975887706836,0.13452730222079815,NE,1,-0.0062621948820067285,-0.005087462307164458,-0.0011747325748422705,8422116.0,0.0005557088880184591,0.001274566337862455,0.0012900207914148067,0.0010004373233928898,0.001591868133729665,0.09517321378317092,NE,1,-0.0031484738667173994,-0.0028389982534086132,-0.00030947561330878616,8400892.0,0.00026886753602611596,0.00031567583172918993,0.000335792715102743,0.00022123414544335232,0.0004736473715978951,0.052433475443860365,NE,1,-0.0072816345738775734,-0.00638753986016699,-0.0008940947137105835,8238608.0,3.294944579167897e-07,0.0008942563221475036,0.0008954072890876863,0.0006878403042568337,0.001126443819238829,0.07933807134678622,NE,1,-0.0041331607071601745,-0.0035485416067583754,-0.000584619100401799,8429549.0,0.0007107770759864981,0.0005846191004017975,0.0005878483118861057,0.0004181936909820468,0.0007708586070666633,0.030860747140278,NE,1,8,1,NE
