name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,g-y_pos_mean,g-y_neg_mean,g-y_mean_diff,g-y_ks_stat,g-y_ks_pval,g-y_label,g-y_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,r-y_pos_mean,r-y_neg_mean,r-y_mean_diff,r-y_ks_stat,r-y_ks_pval,r-y_label,r-y_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,i-y_pos_mean,i-y_neg_mean,i-y_mean_diff,i-y_ks_stat,i-y_ks_pval,i-y_label,i-y_score,z-y_pos_mean,z-y_neg_mean,z-y_mean_diff,z-y_ks_stat,z-y_ks_pval,z-y_label,z-y_score,total,score
IC750,SE,NW,SE,0.02611057006068573,0.03033201631481325,-0.004221446254127521,0.20649819494584837,1.0741843941578897e-05,NW,-1,0.041171404394582195,0.047374188620646684,-0.006202784226064489,0.18553378029912326,0.00010968988072963286,NW,-1,0.03743806022138367,0.03042305822957731,0.007015001991806359,0.1435662712738525,0.0055540909486371986,SE,1,0.028531577336646616,0.017868797317312085,0.01066278001933453,0.21491748323878287,3.813272155258086e-06,SE,1,0.01506083433389646,0.017042172305833433,-0.0019813379719369733,0.13327746260959258,0.012413858427092674,NW,-1,0.011327490160697937,9.10419147640566e-05,0.01123644824593388,0.3361913357400722,1.6237806627120188e-14,SE,1,0.002421007275960884,-0.01246321899750117,0.014884226273462054,0.26686436307374933,3.2616394399617593e-09,SE,1,-0.003733344173198521,-0.016951130391069377,0.013217786217870856,0.5425605982465188,3.747463295519417e-38,SE,1,-0.012639827057935574,-0.0295053913033346,0.016865564245399027,0.286397627643115,1.2650338411442564e-10,SE,1,-0.008906482884737053,-0.012554260912265226,0.0036477780275281733,0.1593604951005673,0.0014321436520767774,SE,1,4,1
IC764,E,E,W,0.025624042985399335,0.028559322781335997,-0.0029352797959366628,0.06646109868586478,0.060529058021079475,E,1,0.05049318429492134,0.05689453794829813,-0.006401353653376789,0.11435160065111231,6.73744549293283e-05,E,1,0.045863433115006624,0.054556280849621754,-0.00869284773461513,0.1105931474398846,0.00013127970756598545,E,1,0.037183266927497294,0.051012011581101385,-0.013828744653604091,0.17684084803409075,4.177511701164884e-11,E,1,0.024869141309522003,0.028335215166962132,-0.0034660738574401294,0.07590520492833794,0.021025636109942434,E,1,0.020239390129607286,0.025996958068285756,-0.00575756793867847,0.15292206503182776,2.0195983382758375e-08,E,1,0.011559223942097959,0.022452688799765384,-0.010893464857667425,0.18663400076757142,2.580411515470505e-12,E,1,-0.004629751179914713,-0.002338257098676371,-0.002291494081238342,0.056732461654513455,0.15485262003957356,E,1,-0.013309917367424042,-0.005882526367196745,-0.007427391000227297,0.18427504201791883,5.272414333613155e-12,E,1,-0.008680166187509329,-0.0035442692685203753,-0.0051358969189889535,0.19841059777933645,7.454627310011687e-14,E,1,10,1
NGC1309,SW,NW,SE,0.00908645749629175,0.010703717334878286,-0.0016172598385865364,0.22938879037507576,2.2910662689004153e-07,NW,0,0.023226115262766488,0.026402592019763204,-0.0031764767569967163,0.21286839801575722,1.9202125181448445e-06,NW,0,0.023955382528068,0.026763746093729064,-0.0028083635656610643,0.1860115373392292,5.157847683906464e-05,NW,0,0.01730275699367267,0.020753113119637796,-0.0034503561259651254,0.18291396377185698,6.838067266103669e-05,NW,0,0.014139657766474738,0.015698874684884914,-0.0015592169184101765,0.2225202576822069,6.216633989631854e-07,NW,0,0.01486892503177625,0.016060028758850778,-0.001191103727074528,0.20585396511862808,5.284102522872713e-06,NW,0,0.008216299497380924,0.01004939578475951,-0.0018330962873785855,0.16630378667145518,0.00039674440786818604,NW,0,0.000729267265301514,0.0003611540739658623,0.0003681131913356517,0.11360014365558574,0.037043461233572696,SE,0,-0.005923358269093813,-0.005649478900125404,-0.0002738793689684091,0.15253305200781128,0.0016151900459492224,NW,0,-0.006652625534395327,-0.006010632974091266,-0.000641992560304061,0.09256806805683374,0.13899651993520853,NW,0,0,0
NGC1324,SW,NE,SW,0.017726283738664406,0.004661928717348066,0.01306435502131634,0.6876005753264693,1.1991278944477341e-60,SW,1,0.03260132382733338,0.008792149432399803,0.023809174394933574,0.6954899531479187,3.804581384680091e-62,SW,1,0.04108378986375744,0.011999138142622368,0.029084651721135075,0.7140456558579342,5.858399622440756e-66,SW,1,0.03833840756145971,0.0065906760180136905,0.03174773154344602,0.759388217199983,7.734399398454412e-76,SW,1,0.014875040088668964,0.004130220715051737,0.010744819373617227,0.6614972728955726,1.154484725472123e-55,SW,1,0.02335750612509304,0.007337209425274305,0.016020296699818734,0.6648438501303029,2.563457239554676e-56,SW,1,0.020612123822795297,0.0019287473006656247,0.01868337652212967,0.7972401418379117,6.447560257961456e-85,SW,1,0.008482466036424075,0.0032069887102225665,0.005275477326201508,0.6159838225032398,9.797607490751562e-48,SW,1,0.005737083734126332,-0.002201473414386113,0.007938557148512444,0.653437006023839,3.2418551757469116e-54,SW,1,-0.0027453823022977426,-0.00540846212460868,0.0026630798223109377,0.20404152603921905,2.5197370384221702e-05,SW,1,10,1
NGC1337,NE,NE,SW,0.05775748630849429,0.06672371952615157,-0.008966233217657278,0.1310406001317857,1.2998779259839662e-08,NE,1,0.08158038874474953,0.09506709467594968,-0.013486705931200146,0.10895804822004831,4.33561472584959e-06,NE,1,0.09008913957199048,0.10812535703460857,-0.01803621746261809,0.11903965397806951,3.485689475371931e-07,NE,1,0.06898159548519103,0.09117710875014332,-0.022195513264952282,0.1455910926385862,1.5413288536768542e-10,NE,1,0.02382290243625525,0.02834337514979811,-0.004520472713542858,0.1032169226350381,1.6455762041558362e-05,NE,1,0.03233165326349619,0.041401637508457,-0.009069984244960805,0.11878284082653286,3.7072459465273266e-07,NE,1,0.01122410917669675,0.024453389223991723,-0.013229280047294973,0.12906043556862148,2.2671025642914636e-08,NE,1,0.008508750827240945,0.013058262358658888,-0.0045495115314179435,0.12670856775981212,4.437902062033796e-08,NE,1,-0.012598793259558495,-0.0038899859258063837,-0.008708807333752112,0.1853751668440705,8.226718308169143e-17,NE,1,-0.021107544086799438,-0.01694824828446527,-0.004159295802334168,0.13222667139743524,9.268583655677686e-09,NE,1,10,1
NGC1353,SW,NE,SW,0.002396616280133366,-0.002466954341669373,0.004863570621802739,0.35694980694980694,4.298193345028215e-32,SW,1,0.0066589508428649665,-0.0033124259498080668,0.009971376792673034,0.5380952380952381,1.440480346948195e-74,SW,1,0.012222751280142592,-0.0014983380509270424,0.013721089331069634,0.6171492921492922,8.553526520236966e-100,SW,1,0.011040873565208588,-0.0038270032147664267,0.014867876779975014,0.5762065637065638,4.7971363340157444e-86,SW,1,0.004262334562731602,-0.0008454716081386947,0.0051078061708702965,0.6433075933075934,2.097491256790481e-109,SW,1,0.009826135000009227,0.0009686162907423302,0.008857518709266897,0.6004182754182754,2.9915367347102835e-94,SW,1,0.008644257285075221,-0.0013600488730970543,0.010004306158172275,0.6114864864864865,6.29539919700185e-98,SW,1,0.0055638004372776245,0.001814087898881025,0.0037497125383965995,0.47746138996139,5.067355286030575e-58,SW,1,0.004381922722343622,-0.0005145772649583596,0.004896499987301982,0.4937419562419562,3.55146344053067e-62,SW,1,-0.0011818777149340026,-0.002328665163839385,0.0011467874489053823,0.12493564993564994,0.0002908320828979796,SW,1,10,1
NGC1385,W,W,E,-0.013265272588688934,-0.005329676471898585,-0.00793559611679035,0.3021520222820006,3.9872981358366673e-29,W,1,-0.017973741400401057,-0.0027191285201882387,-0.015254612880212818,0.29990636481221383,1.089501129627338e-28,W,1,-0.017342114662756196,-0.00011833531661881652,-0.01722377934613738,0.2868291792637735,2.9942551388247925e-26,W,1,-0.026590485824848593,-0.005390655799406138,-0.021199830025442457,0.269272581553868,3.674314576728622e-23,W,1,-0.0047084688117121284,0.002610547951710346,-0.007319016763422474,0.3738384872362543,1.0058663701699597e-44,W,1,-0.004076842074067264,0.005211341155279767,-0.009288183229347031,0.309575388228946,1.4516422269477524e-30,W,1,-0.013325213236159662,-6.097932750755242e-05,-0.013264233908652109,0.26693566945191677,9.240743131485801e-23,W,1,0.0006316267376448642,0.002600793203569422,-0.0019691664659245577,0.16970981026971696,2.054273827539275e-09,W,1,-0.008616744424447532,-0.002671527279217897,-0.005945217145229635,0.20572364923306433,1.2048048484170156e-13,W,1,-0.009248371162092395,-0.00527232048278732,-0.003976050679305075,0.2270137516763079,1.542600843505967e-16,W,1,10,1
NGC1415,SW,NE,SW,0.08105386753874831,0.0041327910943412295,0.07692107644440709,0.8504273504273504,2.3303241694279665e-10,SW,1,0.13929419816568941,0.015597062099732002,0.12369713606595742,0.886039886039886,4.145583521332821e-11,SW,1,0.14361617244178565,-0.011542078195137816,0.15515825063692346,0.8504273504273504,2.3303241694279665e-10,SW,1,0.17333017737345963,-0.007219184624168591,0.18054936199762822,0.8490028490028491,4.1670736609071777e-10,SW,1,0.058240330626941124,0.011464271005390771,0.046776059621550355,0.8148148148148148,8.860491380854038e-10,SW,1,0.06256230490303734,-0.01567486928947905,0.07823717419251638,0.8133903133903134,1.7944163819257074e-09,SW,1,0.0922763098347113,-0.01135197571850982,0.10362828555322112,0.8518518518518519,9.609133059582583e-11,SW,1,0.004321974276096207,-0.02713914029486981,0.031461114570966016,0.8076923076923077,5.8957869201189294e-09,SW,1,0.03403597920777017,-0.022816246723900587,0.05685222593167076,0.8518518518518519,9.609133059582583e-11,SW,1,0.029714004931673955,0.004322893570969227,0.025391111360704727,0.5170940170940171,0.0005854514666045975,SW,1,10,1
NGC150,NE,NE,SW,0.00402094003381426,0.007423271970751823,-0.003402331936937563,0.29044481054365734,3.304431832582113e-23,NE,1,-0.00012985814658121548,0.0034192239995149785,-0.003549082146096194,0.1696086639479299,4.074188633632745e-08,NE,1,0.000159767500155069,0.005181530440227039,-0.00502176294007197,0.2362546250033759,1.9294732273730025e-15,NE,1,0.00032023656459129174,0.006911391362422514,-0.006591154797831222,0.3213060739460394,2.6245136981197637e-28,NE,1,-0.004150798180395474,-0.004004047971236845,-0.00014675020915862983,0.05856267048370108,0.2340533317794339,NE,1,-0.0038611725336591897,-0.0022417415305247845,-0.0016194310031344052,0.10910686796121749,0.0012757879551730873,NE,1,-0.003700703469222968,-0.0005118806083293084,-0.0031888228608936593,0.24787587436195208,5.847237727401202e-17,NE,1,0.0002896256467362841,0.0017623064407120603,-0.0014726807939757763,0.4213141761417344,7.349423904739512e-49,NE,1,0.00045009471117250685,0.0034921673629075356,-0.0030420726517350286,0.40800496934669295,8.948412226997012e-46,NE,1,0.00016046906443622274,0.0017298609221954755,-0.0015693918577592528,0.3375617792421746,3.423772323481028e-31,NE,1,10,1
NGC1964,NW,NW,SE,-0.0002472531994524597,-0.0011834987520494525,0.0009362455525969927,0.2642035411637561,3.10952332472683e-17,SE,-1,-0.010327897018953156,-0.009660335366598266,-0.0006675616523548894,0.15325852380808092,4.578020700343594e-06,NW,1,-0.00660143328259386,-0.0023254421058829444,-0.004275991176710916,0.2729133630282034,2.394125592771075e-18,NW,1,-0.005693452073215722,-0.0011512113093981053,-0.004542240763817616,0.32821585005774,1.8013796682202067e-26,NW,1,-0.010080643819500695,-0.008476836614548816,-0.0016038072049518789,0.14202026119365296,2.854605674959313e-05,NW,1,-0.006354180083141402,-0.001141943353833492,-0.0052122367293079095,0.2534096915706297,6.755912207405221e-16,NW,1,-0.0054461988737632624,3.228744265134701e-05,-0.005478486316414609,0.3211321758394188,2.2167378410605664e-25,NW,1,0.003726463736359294,0.007334893260715322,-0.003608429524356028,0.17927351938078454,3.890376716351196e-08,NW,1,0.004634444945737433,0.008509124057200161,-0.0038746791114627277,0.20903572474673507,6.476625645174892e-11,NW,1,0.0009079812093781381,0.0011742307964848393,-0.00026624958710670123,0.3434504630985688,4.261611144623027e-29,NW,1,8,1
