name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,g-y_pos_mean,g-y_neg_mean,g-y_mean_diff,g-y_ks_stat,g-y_ks_pval,g-y_label,g-y_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,r-y_pos_mean,r-y_neg_mean,r-y_mean_diff,r-y_ks_stat,r-y_ks_pval,r-y_label,r-y_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,i-y_pos_mean,i-y_neg_mean,i-y_mean_diff,i-y_ks_stat,i-y_ks_pval,i-y_label,i-y_score,z-y_pos_mean,z-y_neg_mean,z-y_mean_diff,z-y_ks_stat,z-y_ks_pval,z-y_label,z-y_score,total,score,GOFHER_label,
NGC3718,SW,E,W,0.0361004256,0.03255498666,0.003545438941,0.05292726169,0.006478624083,W,1,0.04169123819,0.03753374431,0.004157493889,0.04947143285,0.01332706456,W,1,0.04767801713,0.04272834002,0.004949677109,0.05206780489,0.007786882758,W,1,0.04649605866,0.04145348751,0.00504257115,0.04752701219,0.0195758289,W,1,0.005590812597,0.004978757649,0.0006120549479,0.05168612141,0.00844235748,W,1,0.01157759153,0.01017335336,0.001404238168,0.05098721981,0.009770868415,W,1,0.01039563306,0.008898500853,0.001497132209,0.03724661472,0.1157827908,W,1,0.005986778935,0.005194595714,0.00079218322,0.04991466248,0.01218361292,W,1,0.004804820465,0.003919743204,0.0008850772606,0.04801743532,0.01779288718,W,1,-0.00118195847,-0.001274852511,9.29E-05,0.03170259535,0.2522553971,W,1,10,1,W,46
NGC3815,NW,N,S,0.01748915677,0.03621219534,-0.01872303857,0.4873277994,1.10E-16,N,1,0.006609251572,0.03725692597,-0.0306476744,0.485517485,1.23E-16,N,1,0.01617487593,0.05494722492,-0.038772349,0.5228717768,1.77E-19,N,1,0.00370237097,0.04388949921,-0.04018712824,0.567334864,8.34E-23,N,1,-0.0108799052,0.001044730628,-0.01192463583,0.3769427764,4.11E-10,N,1,-0.001314280846,0.01873502958,-0.02004931043,0.5752384316,1.22E-23,N,1,-0.0137867858,0.007677303866,-0.02146408967,0.5697191805,2.80E-23,N,1,0.009565624353,0.01769029895,-0.008124674597,0.3007329566,1.64E-06,N,1,-0.002906880602,0.006632573238,-0.00953945384,0.5756358177,9.64E-24,N,1,-0.01247250496,-0.01105772571,-0.001414779242,0.1748057224,0.01686511672,N,1,10,1,N,47
NGC3900,E,W,E,0.003023492659,0.00100002736,0.002023465299,0.579437516,1.74E-72,E,1,0.002432960867,-0.0002841829855,0.002717143852,0.5817366869,4.46E-73,E,1,0.004292523908,0.0009130557079,0.0033794682,0.620474233,6.42E-84,E,1,0.00147382374,-0.002389792747,0.003863616487,0.4745163613,5.46E-48,E,1,-0.0005905317915,-0.001284210345,0.0006936785535,0.3537332497,2.05E-26,E,1,0.001269031249,-8.70E-05,0.001356002901,0.4874288767,9.93E-51,E,1,-0.001549668918,-0.003389820107,0.001840151188,0.3707053113,6.64E-29,E,1,0.001859563041,0.001197238693,0.0006623243471,0.2915255812,5.68E-18,E,1,-0.0009591371269,-0.002105609762,0.001146472635,0.305975522,1.13E-19,E,1,-0.002818700167,-0.003302848455,0.0004841482877,0.1244478506,0.001357228875,E,1,10,1,E,48
NGC3949,NE,NE,SW,-0.02897751249,-0.03045349094,0.001475978447,0.1627642825,1.87E-06,SW,-1,0.01318670372,0.02145414385,-0.008267440137,0.2703366322,4.01E-17,NE,1,0.01354744681,0.02409722481,-0.010549778,0.2808779427,1.85E-18,NE,1,0.005773753669,0.02065239419,-0.01487864052,0.2783963113,3.81E-18,NE,1,0.0421642162,0.05190763479,-0.009743418584,0.1682373669,7.22E-07,NE,1,0.0425249593,0.05455071574,-0.01202575645,0.1998725446,1.60E-09,NE,1,0.03475126616,0.05110588513,-0.01635461897,0.2679524666,8.04E-17,NE,1,0.000360743092,0.002643080955,-0.002282337863,0.2497150997,1.19E-14,NE,1,-0.007412950047,-0.0008017496614,-0.006611200386,0.2591580447,9.31E-16,NE,1,-0.007773693139,-0.003444830616,-0.004328862523,0.2447780777,4.34E-14,NE,1,8,1,NE,49
NGC4062,SW,N,S,0.03783882389,0.02075005392,0.01708876997,0.5442923836,7.66E-167,S,1,-0.03051495267,-0.04296533093,0.01245037826,0.4577791116,1.75E-116,S,1,0.05433961976,0.03133996443,0.02299965533,0.443847539,5.49E-109,S,1,0.06000381163,0.02841434666,0.03158946497,0.5761377884,2.98E-188,S,1,-0.06835377657,-0.06371538485,-0.00463839171,0.2797919168,8.02E-43,N,-1,0.01650079587,0.0105899105,0.005910885366,0.2397612378,1.79E-31,S,1,0.02216498774,0.007664292734,0.014500695,0.4372815793,1.32E-105,S,1,0.08485457243,0.07430529536,0.01054927708,0.2308523409,3.52E-29,S,1,0.0905187643,0.07137967759,0.01913908671,0.4316006403,6.78E-103,S,1,0.005664191866,-0.002925617769,0.008589809635,0.3819127651,2.94E-80,S,1,8,1,S,50
NGC4088,SE,NW,SE,0.05897541455,0.03047061834,0.02850479621,0.5214220675,5.87E-210,SE,1,0.08255264818,0.0426337143,0.03991893388,0.5611083986,3.21E-245,SE,1,0.1039316083,0.05388988198,0.05004172634,0.5640582077,5.53E-248,SE,1,0.1047507197,0.05126220587,0.05348851379,0.5824234874,1.52E-265,SE,1,0.02357723362,0.01216309595,0.01141413767,0.5629080978,7.05E-247,SE,1,0.04495619377,0.02341926364,0.02153693013,0.6096483659,5.47E-293,SE,1,0.0457753051,0.02079158753,0.02498371757,0.6173683775,4.69E-301,SE,1,0.02137896015,0.01125616768,0.01012279246,0.5581368431,1.79E-242,SE,1,0.02219807148,0.008628491572,0.01356957991,0.6019669369,4.63E-285,SE,1,0.0008191113324,-0.00262767611,0.003446787442,0.2632685287,5.15E-52,SE,1,10,1,SE,51
NGC4258,W,E,W,0.003688206653,0.0009729551277,0.002715251526,0.4363773098,8.84E-272,W,1,0.003955068473,0.0007366920991,0.003218376374,0.3665620122,9.96E-190,W,1,0.008975282084,0.004095323394,0.00487995869,0.5180631493,0,W,1,0.006951658328,0.002022825551,0.004928832777,0.40671236,4.74E-235,W,1,0.0002668618202,-0.0002362630286,0.0005031248488,0.1569348337,1.73E-34,W,1,0.005287075431,0.003122368267,0.002164707164,0.4527264107,5.31E-293,W,1,0.003263451675,0.001049870423,0.002213581252,0.2814186918,4.44E-111,W,1,0.005020213611,0.003358631295,0.001661582315,0.4073202655,8.55E-236,W,1,0.002996589855,0.001286133452,0.001710456403,0.36721504,1.49E-190,W,1,-0.002023623756,-0.002072497844,4.89E-05,0.2175974835,3.74E-66,W,1,10,1,W,52
NGC4293,SE,N,S,0.03187640929,0.01857671853,0.01329969076,0.3411306043,7.55E-41,S,1,0.05003936892,0.03099826391,0.01904110501,0.3114350684,4.79E-34,S,1,0.05469968494,0.03370103923,0.02099864571,0.3117891917,4.55E-34,S,1,0.05826873719,0.03584718444,0.02242155276,0.3019786641,6.69E-32,S,1,0.01816295963,0.01242154538,0.005741414248,0.2165005074,1.53E-16,S,1,0.02282327565,0.0151243207,0.007698954949,0.2168415151,1.33E-16,S,1,0.0263923279,0.0172704659,0.009121861998,0.2382446631,5.82E-20,S,1,0.004660316019,0.002702775318,0.0019575407,0.1360882816,8.80E-07,S,1,0.008229368272,0.004848920522,0.00338044775,0.2437860374,6.73E-21,S,1,0.003569052253,0.002146145203,0.00142290705,0.2367789861,1.08E-19,S,1,10,1,S,53
NGC4310,SW,E,W,-0.01940290514,-0.03772113192,0.01831822678,0.5327868852,3.36E-16,W,1,-0.007672505845,-0.03137155549,0.02369904965,0.6229508197,1.79E-22,W,1,-0.005176798739,-0.0451306983,0.03995389956,0.6803278689,3.52E-27,W,1,-0.006612557693,-0.06276397117,0.05615141348,0.737704918,1.57E-32,W,1,0.0117303993,0.006349576426,0.005380822871,0.3524590164,4.02E-07,W,1,0.0142261064,-0.007409566375,0.02163567278,0.5655737705,2.47E-18,W,1,0.01279034745,-0.02504283925,0.0378331867,0.6885245902,6.66E-28,W,1,0.002495707106,-0.0137591428,0.01625484991,0.6967213115,1.22E-28,W,1,0.001059948152,-0.03139241567,0.03245236383,0.7540983607,3.41E-34,W,1,-0.001435758954,-0.01763327287,0.01619751392,0.5737704918,6.81E-19,W,1,10,1,W,54
NGC4321,NE,N,S,0.02470229168,0.02886556121,-0.004163269528,0.1221374046,0.0007961778012,N,1,0.0435903212,0.04940853201,-0.005818210806,0.1049618321,0.006189722183,N,1,0.04871821171,0.05589194165,-0.007173729934,0.09732824427,0.013930087,N,1,0.03978238777,0.0481461898,-0.008363802031,0.1049618321,0.006189722183,N,1,0.01888802952,0.0205429708,-0.001654941277,0.0534351145,0.4432852749,N,1,0.02401592003,0.02702638044,-0.003010460406,0.07251908397,0.127121323,N,1,0.01508009609,0.0192806286,-0.004200532502,0.1278625954,0.0003748791379,N,1,0.005127890511,0.00648340964,-0.001355519129,0.07251908397,0.127121323,N,1,-0.003807933429,-0.001262342204,-0.002545591225,0.1583969466,3.74E-06,N,1,-0.00893582394,-0.007745751844,-0.001190072096,0.08396946565,0.04967059227,N,1,10,1,N,55
NGC4414,NE,NE,SW,0.001925933986,0.006500541423,-0.004574607437,0.5665936321,1.96E-108,NE,1,0.0003900872817,0.007289084273,-0.006898996991,0.5954961591,1.47E-120,NE,1,0.001577239199,0.01174375174,-0.01016651254,0.6448959727,2.86E-143,NE,1,-0.0003531655293,0.0104054217,-0.01075858723,0.6189436419,3.08E-131,NE,1,-0.001535846704,0.0007885428504,-0.002324389555,0.308088799,3.60E-31,NE,1,-0.0003486947869,0.005243210313,-0.0055919051,0.6764160942,4.19E-159,NE,1,-0.002279099515,0.00390488028,-0.006183979796,0.5653553013,6.55E-108,NE,1,0.001187151917,0.004454667462,-0.003267515545,0.5775939177,5.91E-113,NE,1,-0.0007432528111,0.00311633743,-0.003859590241,0.6517979285,1.00E-146,NE,1,-0.001930404729,-0.001338330032,-0.0005920746961,0.08413696427,0.01049513043,NE,1,10,1,NE,56
NGC4424,N,N,S,-0.01187745886,-0.01257768306,0.0007002242033,0.08843537415,0.0200890038,S,-1,-0.0148732569,-0.00992694584,-0.004946311063,0.1547619048,1.46E-06,N,1,-0.00382676277,0.005703347778,-0.009530110548,0.2023809524,6.00E-11,N,1,-0.006102095357,0.005151354313,-0.01125344967,0.1955782313,3.01E-10,N,1,-0.002995798042,0.002650737225,-0.005646535267,0.3860544218,1.86E-39,N,1,0.008050696091,0.01828103084,-0.01023033475,0.2585034014,1.14E-17,N,1,0.005775363505,0.01772903738,-0.01195367387,0.2040816327,3.98E-11,N,1,0.01104649413,0.01563029362,-0.004583799484,0.1156462585,0.0007603791619,N,1,0.008771161547,0.01507830015,-0.006307138606,0.1547619048,1.46E-06,N,1,-0.002275332586,-0.0005519934645,-0.001723339122,0.09013605442,0.01679829998,N,1,8,1,N,57
NGC4450,E,E,W,0.005257094258,0.0075508086,-0.002293714341,0.3601974764,1.05E-55,E,1,0.004152117916,0.007328166169,-0.003176048253,0.4887475217,2.83E-104,E,1,0.005758275397,0.008785523343,-0.003027247946,0.3919591392,5.08E-66,E,1,0.002320123285,0.005683563583,-0.003363440298,0.4072928839,1.55E-71,E,1,-0.001104976342,-0.0002226424305,-0.0008823339116,0.2617765873,2.38E-29,E,1,0.0005011811389,0.001234714744,-0.0007335336046,0.2060284573,3.02E-18,E,1,-0.002936970973,-0.001867245016,-0.001069725957,0.1403124084,1.10E-08,E,1,0.001606157481,0.001457357174,0.0001488003069,0.08615739464,0.001516281105,W,-1,-0.001831994631,-0.001644602586,-0.0001873920457,0.1164069099,4.12E-06,E,1,-0.003438152112,-0.00310195976,-0.0003361923526,0.09803136338,0.0001840941058,E,1,8,1,E,58
NGC4451,SW,NE,SW,0.02652173918,0.02694101015,-0.000419270969,0.1363636364,0.5750385722,NE,-1,0.04436542134,0.03137353052,0.01299189082,0.2272727273,0.06590373048,SW,1,0.05295099508,0.02383510098,0.0291158941,0.2575757576,0.02469268953,SW,1,0.08215652442,0.02863630439,0.05352022002,0.303030303,0.004445364035,SW,1,0.01784368216,0.00443252037,0.01341116179,0.3333333333,0.00120192053,SW,1,0.0264292559,-0.003105909167,0.02953516507,0.3333333333,0.00120192053,SW,1,0.05563478524,0.001695294243,0.05393949099,0.4090909091,2.51E-05,SW,1,0.008585573745,-0.007538429538,0.01612400328,0.3787878788,0.0001310304606,SW,1,0.03779110308,-0.002737226128,0.04052832921,0.5606060606,6.77E-10,SW,1,0.02920552933,0.00480120341,0.02440432592,0.4545454545,1.61E-06,SW,1,8,1,SW,59
NGC4501,NE,NE,SW,0.006303121815,0.01044969369,-0.004146571875,0.3137555118,3.31E-66,NE,1,0.01123635552,0.01900371095,-0.007767355435,0.3807502847,3.78E-98,NE,1,0.01229427852,0.0214875277,-0.009193249178,0.3900826656,3.19E-103,NE,1,0.007892875724,0.01755528784,-0.009662412114,0.4095545617,5.71E-114,NE,1,0.004933233704,0.008554017264,-0.003620783561,0.4656031228,1.20E-148,NE,1,0.005991156704,0.01103783401,-0.005046677303,0.4728007998,1.75E-153,NE,1,0.001589753909,0.007105594148,-0.005515840239,0.5230952462,1.24E-189,NE,1,0.001057923,0.002483816743,-0.001425893742,0.3437928134,8.31E-80,NE,1,-0.003343479795,-0.001448423116,-0.001895056679,0.229715936,1.96E-35,NE,1,-0.004401402795,-0.003932239859,-0.0004691629366,0.1230450848,1.94E-10,NE,1,10,1,NE,60
NGC4527,NW,N,S,0.005487678288,0.01951143489,-0.01402375661,0.627972028,1.41E-264,N,1,0.01346805864,0.03564033256,-0.02217227392,0.5671328671,1.78E-212,N,1,0.01975797732,0.04627901491,-0.02652103759,0.5356643357,3.10E-188,N,1,0.01974814939,0.04933937998,-0.02959123058,0.5622377622,1.37E-208,N,1,0.007980380354,0.01612889767,-0.008148517313,0.448951049,3.88E-130,N,1,0.01427029903,0.02676758002,-0.01249728098,0.4426573427,2.16E-126,N,1,0.0142604711,0.02982794508,-0.01556747398,0.5062937063,3.62E-167,N,1,0.006289918678,0.01063868235,-0.004348763671,0.4223776224,9.85E-115,N,1,0.00628009075,0.01369904742,-0.007418956665,0.5356643357,3.10E-188,N,1,-9.83E-06,0.003060365066,-0.003070192994,0.634965035,4.92E-271,N,1,10,1,N,61
NGC4569,W,W,E,-0.001933869239,-0.002364586564,0.0004307173247,0.1509173385,1.65E-18,E,-1,-0.003506402425,-0.003685064954,0.0001786625281,0.07758840067,3.22E-05,E,-1,-0.004080311261,-0.003966829393,-0.0001134818679,0.07372617921,9.37E-05,W,1,-0.004383190156,-0.003495497479,-0.0008876926771,0.1327559483,1.96E-14,W,1,-0.001572533186,-0.00132047839,-0.0002520547965,0.1062789712,2.08E-09,W,1,-0.002146442022,-0.00160224283,-0.0005441991926,0.1355293325,5.03E-15,W,1,-0.002449320917,-0.001130910916,-0.001318410002,0.3236044194,1.39E-84,W,1,-0.000573908836,-0.0002817644399,-0.0002921443961,0.2039540892,1.53E-33,W,1,-0.0008767877309,0.0001895674744,-0.001066355205,0.4952245799,1.26E-202,W,1,-0.0003028788949,0.0004713319143,-0.0007742108092,0.5652154723,2.62E-267,W,1,6,1,W,62
NGC4580,SW,NE,SW,0.06762214802,0.03950501779,0.02811713023,0.4417254902,1.04E-22,SW,1,0.08099512223,0.04577940307,0.03521571916,0.4368627451,3.64E-22,SW,1,0.100742499,0.05560956393,0.04513293504,0.4931764706,1.95E-28,SW,1,0.109267953,0.05721288109,0.05205507195,0.5047058824,8.77E-30,SW,1,0.01337297421,0.006274385279,0.007098588929,0.3196862745,6.01E-12,SW,1,0.03312035094,0.01610454614,0.01701580481,0.5008627451,2.50E-29,SW,1,0.04164580503,0.0177078633,0.02393794172,0.4465882353,2.82E-23,SW,1,0.01974737674,0.009830160858,0.009917215878,0.5323137255,3.03E-33,SW,1,0.02827283082,0.01143347802,0.01683935279,0.4764705882,1.92E-26,SW,1,0.008525454082,0.001603317165,0.006922136917,0.2580392157,6.73E-08,SW,1,10,1,SW,63
NGC4625,SW,NE,SW,0.01863967289,0.02241834973,-0.00377867684,0.1926519197,4.64E-06,NE,-1,0.04364685631,0.05509082199,-0.01144396568,0.2803966438,2.24E-12,NE,-1,0.02785417737,0.04098695963,-0.01313278226,0.2621154335,6.92E-11,NE,-1,0.03597633402,0.04657814735,-0.01060181333,0.259598271,1.15E-10,NE,-1,0.02500718342,0.03267247226,-0.00766528884,0.2862700229,6.91E-13,NE,-1,0.00921450448,0.0185686099,-0.009354105424,0.2942791762,1.26E-13,NE,-1,0.01733666113,0.02415979762,-0.006823136489,0.2426646326,2.30E-09,NE,-1,-0.01579267894,-0.01410386236,-0.001688816584,0.08947368421,0.1175715636,NE,-1,-0.007670522291,-0.008512674641,0.0008421523507,0.05148741419,0.7222371004,SW,1,0.008122156654,0.005591187719,0.002530968935,0.1468344775,0.001040401687,SW,1,-6,-1,NE,64
NGC4632,NW,NW,SE,0.006002857694,0.01349405067,-0.007491192976,0.151126408,1.53E-06,NW,1,0.0212800068,0.0378303684,-0.0165503616,0.2197137447,2.28E-13,NW,1,0.0210882658,0.044203834,-0.0231155682,0.2591059337,1.75E-18,NW,1,0.01068604763,0.04068202977,-0.02999598214,0.2835328348,4.40E-22,NW,1,0.01527714911,0.02433631773,-0.009059168621,0.2114368388,2.04E-12,NW,1,0.01508540811,0.03070978333,-0.01562437522,0.2690408951,5.29E-20,NW,1,0.004683189936,0.0271879791,-0.02250478917,0.3507268701,7.90E-34,NW,1,-0.0001917409996,0.0063734656,-0.0065652066,0.2165687879,5.26E-13,NW,1,-0.01059395917,0.002851661375,-0.01344562055,0.3326567397,2.20E-30,NW,1,-0.01040221817,-0.003521804225,-0.006880413947,0.2690141523,5.67E-20,NW,1,10,1,NW,65
NGC4651,SE,N,S,0.01103810213,0.007499347054,0.003538755075,0.2233885737,1.74E-16,S,1,0.01893296675,0.01535758694,0.003575379813,0.1567539197,2.54E-08,S,1,0.01102792569,0.00556038745,0.005467538243,0.2129993597,4.21E-15,S,1,0.009097014687,0.003819299076,0.00527771561,0.2608582362,1.67E-22,S,1,0.007894864626,0.007858239888,3.66E-05,0.05664001429,0.1800720603,S,1,-1.02E-05,-0.001938959604,0.001928783168,0.1821332321,4.08E-11,S,1,-0.001941087442,-0.003680047977,0.001738960535,0.1575802921,2.00E-08,S,1,-0.007905041062,-0.009797199492,0.00189215843,0.2764401959,3.81E-25,S,1,-0.009835952068,-0.01153828787,0.001702335797,0.1136708804,0.0001324120207,S,1,-0.001930911006,-0.001741088373,-0.000189822633,0.1218824913,3.15E-05,N,-1,8,1,S,66
NGC4666,SE,NW,SE,0.01534230979,-0.0001339294153,0.01547623921,0.6481130256,3.60E-140,SE,1,0.02890483346,0.002947531069,0.02595730239,0.6281603607,5.47E-131,SE,1,0.03593277442,0.001642040783,0.03429073363,0.6763051305,5.18E-154,SE,1,0.03992837151,-0.001195528627,0.04112390014,0.7246126398,1.15E-179,SE,1,0.01356252366,0.003081460484,0.01048106318,0.5801120291,2.55E-110,SE,1,0.02059046462,0.001775970198,0.01881449443,0.7146875402,3.75E-174,SE,1,0.02458606172,-0.001061599212,0.02564766093,0.7600516748,2.03E-200,SE,1,0.007027940961,-0.001305490286,0.008333431247,0.8083712389,1.26E-231,SE,1,0.01102353805,-0.004143059696,0.01516659775,0.8382007844,6.68E-253,SE,1,0.003995597092,-0.00283756941,0.006833166502,0.7447220168,4.46E-191,SE,1,10,1,SE,67
NGC4698,SW,E,W,-0.001293081812,-0.001407052245,0.0001139704336,0.1491674533,6.30E-08,W,1,0.001775701256,0.0009100269295,0.0008656743264,0.2891775715,8.36E-29,W,1,0.006172587914,0.004608680885,0.001563907028,0.2059144093,9.80E-15,W,1,0.00359120663,0.002798138074,0.0007930685556,0.166926979,8.06E-10,W,1,0.003068783068,0.002317079175,0.0007517038928,0.1581312517,7.43E-09,W,1,0.007465669725,0.006015733131,0.001449936595,0.137674098,8.14E-07,W,1,0.004884288442,0.00420519032,0.0006790981221,0.1080103763,0.0002304492373,W,1,0.004396886658,0.003698653956,0.000698232702,0.1034911279,0.0004832719268,W,1,0.001815505374,0.001888111145,-7.26E-05,0.0789289619,0.01552272377,E,-1,-0.002581381284,-0.001810542811,-0.0007708384727,0.1751845388,8.96E-11,E,-1,6,1,W,68
NGC4826,NE,NE,SW,0.002625645833,0.01072859209,-0.008102946259,0.7355378313,0,NE,1,-0.000131632648,0.008728003266,-0.008859635914,0.7402165256,0,NE,1,0.00145140157,0.01423447309,-0.01278307152,0.7649183547,0,NE,1,0.0004751670288,0.01564773079,-0.01517256376,0.7989847073,0,NE,1,-0.002757278481,-0.002000588825,-0.0007566896556,0.07597571645,0.0003138653343,NE,1,-0.001174244262,0.003505880995,-0.004680125258,0.6006476683,1.23E-251,NE,1,-0.002150478804,0.004919138696,-0.0070696175,0.6868075269,0,NE,1,0.001583034219,0.005506469821,-0.003923435602,0.7335418501,0,NE,1,0.0006067996768,0.006919727521,-0.006312927844,0.8069833481,0,NE,1,-0.0009762345417,0.001413257701,-0.002389492242,0.5832537349,2.87E-236,NE,1,10,1,NE,69
NGC5005,NW,N,S,0.002824447395,0.01071561237,-0.007891164973,0.5285298633,1.89E-151,N,1,0.002200760763,0.01430442814,-0.01210366738,0.5724417818,2.02E-179,N,1,-0.002280333436,0.01320650302,-0.01548683646,0.5562663059,7.21E-169,N,1,0.0003434027072,0.01635028147,-0.01600687876,0.5884497697,2.29E-190,N,1,-0.0006236866319,0.003588815771,-0.004212502402,0.5882651034,2.29E-190,N,1,-0.005104780831,0.002490890654,-0.007595671485,0.5620961768,1.04E-172,N,1,-0.002481044688,0.005634669098,-0.008115713786,0.5909470588,3.92E-192,N,1,-0.004481094199,-0.001097925116,-0.003383169083,0.4757110188,1.10E-121,N,1,-0.001857358056,0.002045853327,-0.003903211383,0.5581645033,5.81E-170,N,1,0.002623736143,0.003143778443,-0.0005200423001,0.03966459454,0.2988390947,N,1,10,1,N,70
NGC5033,W,E,W,0.003664782596,-0.00172956236,0.005394344956,0.6294465628,7.92E-163,W,1,0.00547087124,-0.004016153586,0.009487024826,0.6249509642,1.55E-160,W,1,0.01012858121,-0.003783274176,0.01391185538,0.6694715122,2.35E-186,W,1,0.004548827999,-0.01115752456,0.01570635256,0.6008959814,2.35E-147,W,1,0.001806088644,-0.002286591226,0.004092679869,0.575644526,2.49E-134,W,1,0.00646379861,-0.002053711816,0.008517510426,0.6946955075,1.59E-202,W,1,0.0008840454022,-0.009427962204,0.01031200761,0.5563440506,3.88E-125,W,1,0.004657709967,0.0002328794097,0.004424830557,0.7150630011,6.38E-216,W,1,-0.0009220432413,-0.007141370978,0.006219327737,0.5104191185,3.40E-104,W,1,-0.005579753208,-0.007374250388,0.00179449718,0.1182664093,8.56E-06,W,1,10,1,W,71
NGC5055,S,N,S,0.00183738137,0.001593633708,0.0002437476626,0.1143003081,6.01E-11,S,1,0.001955222683,0.00032626039,0.001628962294,0.2422995328,5.95E-48,S,1,0.003711935703,0.0008480266023,0.002863909101,0.2978118849,1.24E-72,S,1,0.002314033752,-0.001383675609,0.003697709361,0.3127597728,4.32E-80,S,1,0.0001178413133,-0.001267373318,0.001385214631,0.3838951642,1.73E-121,S,1,0.001874554333,-0.0007456071052,0.002620161438,0.4562253262,1.62E-173,S,1,0.0004766523821,-0.002977309316,0.003453961698,0.4490552299,9.58E-168,S,1,0.001756713019,0.0005217662124,0.001234946807,0.4522477653,3.12E-170,S,1,0.0003588110688,-0.001709935999,0.002068747067,0.4294896833,5.52E-153,S,1,-0.001397901951,-0.002231702211,0.0008338002603,0.2178158675,9.23E-39,S,1,10,1,S,72
NGC5236,NW,N,S,-0.02619225983,-0.01409296346,-0.01209929637,0.1764961726,1.43E-13,N,1,-0.02361486925,-0.01095602038,-0.01265884887,0.1537143354,2.23E-10,N,1,-0.01105460004,0.001858785795,-0.01291338584,0.2037034621,6.17E-18,N,1,-0.01748155897,-0.001723234842,-0.01575832413,0.191157794,7.63E-16,N,1,0.00257739058,0.00313694308,-0.0005595524994,0.1660577592,4.62E-12,N,1,0.01513765979,0.01595174926,-0.0008140894691,0.1943915275,2.35E-16,N,1,0.008710700863,0.01236972862,-0.00365902776,0.2087987126,7.61E-19,N,1,0.01256026921,0.01281480618,-0.0002545369697,0.07230340988,0.01229248414,N,1,0.006133310282,0.009232785543,-0.00309947526,0.2046472686,4.09E-18,N,1,-0.006426958928,-0.003582020637,-0.002844938291,0.1391853688,1.40E-08,N,1,10,1,N,73
NGC5248,SW,NE,SW,0.0101237425,0.006478458769,0.003645283729,0.2039962595,2.42E-23,SW,1,0.01478093367,0.008353676348,0.006427257323,0.3165832844,4.08E-56,SW,1,0.01007809351,0.00217003645,0.007908057064,0.3279341028,2.41E-60,SW,1,0.00612878925,-0.002253213216,0.008382002466,0.2981924462,1.02E-49,SW,1,0.004657191173,0.001875217579,0.002781973594,0.3832480901,1.12E-82,SW,1,-4.56E-05,-0.004308422319,0.004262773335,0.34607435,3.31E-67,SW,1,-0.003994953248,-0.008731671985,0.004736718737,0.2272707664,6.74E-29,SW,1,-0.004702840157,-0.006183639898,0.001480799741,0.2112583218,5.28E-25,SW,1,-0.00865214442,-0.01060688956,0.001954745144,0.1120706172,2.48E-07,SW,1,-0.003949304263,-0.004423249666,0.0004739454028,0.07118242133,0.003213561407,SW,1,10,1,SW,74
NGC5303,S,N,S,0.01208603097,-0.002643600687,0.01472963166,0.3874125874,7.71E-05,S,1,-0.007223754132,-0.02884061305,0.02161685892,0.3699300699,0.0001806169534,S,1,-0.01465172672,-0.04427512498,0.02962339826,0.3547785548,0.000386836032,S,1,-0.03286265667,-0.06401803254,0.03115537587,0.2783216783,0.01042814908,S,1,-0.0193097851,-0.02619701237,0.006887227265,0.2321678322,0.0506216302,S,1,-0.02673775769,-0.04163152429,0.0148937666,0.2326340326,0.05025111815,S,1,-0.04494868764,-0.06137443185,0.01642574421,0.1286713287,0.5896932649,S,1,-0.007427972587,-0.01543451193,0.008006539339,0.2207459207,0.06878414019,S,1,-0.02563890254,-0.03517741949,0.009538516947,0.134032634,0.5225636343,S,1,-0.01821092995,-0.01974290756,0.001531977608,0.08414918415,0.949905176,S,1,10,1,S,75
NGC5395,W,E,W,0.01660079932,0.005521779587,0.01107901974,0.4461165926,5.23E-67,W,1,0.03779467126,0.01699582999,0.02079884127,0.4987737377,2.00E-84,W,1,0.04598066557,0.02119423062,0.02478643495,0.4866864257,3.25E-80,W,1,0.04308474608,0.01815738795,0.02492735812,0.5028880622,7.04E-86,W,1,0.02119387193,0.0114740504,0.009719821532,0.4512407802,2.75E-68,W,1,0.02937986625,0.01567245103,0.01370741521,0.4149131025,1.19E-57,W,1,0.02648394675,0.01263560837,0.01384833838,0.4947726347,5.11E-83,W,1,0.008185994314,0.004198400634,0.00398759368,0.3431069085,4.64E-39,W,1,0.005290074818,0.001161557967,0.004128516852,0.4378769866,2.27E-64,W,1,-0.002895919495,-0.003036842667,0.000140923172,0.09399031043,0.002639620732,W,1,10,1,W,76
