name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,g-y_pos_mean,g-y_neg_mean,g-y_mean_diff,g-y_ks_stat,g-y_ks_pval,g-y_label,g-y_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,r-y_pos_mean,r-y_neg_mean,r-y_mean_diff,r-y_ks_stat,r-y_ks_pval,r-y_label,r-y_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,i-y_pos_mean,i-y_neg_mean,i-y_mean_diff,i-y_ks_stat,i-y_ks_pval,i-y_label,i-y_score,z-y_pos_mean,z-y_neg_mean,z-y_mean_diff,z-y_ks_stat,z-y_ks_pval,z-y_label,z-y_score,total,score,GOFHER_label,
NGC5426,W,E,W,0.01266416796,0.005784328588,0.006879839369,0.3102442235,8.90E-23,W,1,0.02377504794,0.01275916113,0.01101588681,0.3434849371,7.10E-28,W,1,0.027816271,0.01299811188,0.01481815912,0.3904650483,3.66E-36,W,1,0.02445358283,0.00512696212,0.01932662071,0.4682801989,2.54E-52,W,1,0.01111087998,0.00697483254,0.004136047439,0.3297528517,1.03E-25,W,1,0.01515210304,0.007213783294,0.007938319749,0.4174758701,1.95E-41,W,1,0.01178941487,-0.0006573664685,0.01244678134,0.5233694063,6.35E-66,W,1,0.004041223064,0.0002389507542,0.00380227231,0.4975650775,1.73E-59,W,1,0.0006785348961,-0.007632199008,0.008310733904,0.4386443405,7.86E-46,W,1,-0.003362688168,-0.007871149762,0.004508461595,0.2598201228,5.04E-16,W,1,10,1,W,77
NGC5448,S,N,S,0.01141335755,0.004385133635,0.007028223917,0.413100718,8.57E-44,S,1,0.01575465376,0.005788843933,0.009965809827,0.4431710154,1.43E-50,S,1,0.01810094169,0.005916616012,0.01218432568,0.4624277637,4.04E-55,S,1,0.01487940165,0.001342094478,0.01353730717,0.5152915718,6.22E-69,S,1,0.004341296208,0.001403710298,0.00293758591,0.4405661321,7.19E-50,S,1,0.006687584138,0.001531482378,0.005156101761,0.4414886298,3.35E-50,S,1,0.0034660441,-0.003043039157,0.006509083256,0.5699003077,3.11E-85,S,1,0.00234628793,0.0001277720793,0.002218515851,0.3474595352,8.28E-31,S,1,-0.0008752521086,-0.004446749455,0.003571497346,0.5005034648,5.71E-65,S,1,-0.003221540039,-0.004574521534,0.001352981496,0.1559114903,1.77E-06,S,1,10,1,S,78
NGC5635,SE,NW,SE,0.01005694704,-0.007045491144,0.01710243818,0.7688995595,2.65E-66,SE,1,0.0273853548,-0.0004539346885,0.02783928949,0.7007420929,2.83E-53,SE,1,0.02743204022,-0.00606618282,0.03349822304,0.7907853486,2.04E-70,SE,1,0.02844594707,-0.008022082943,0.03646803001,0.8126711377,8.00E-75,SE,1,0.01732840776,0.006591556456,0.01073685131,0.4026151831,9.33E-17,SE,1,0.01737509319,0.0009793083247,0.01639578486,0.7146712171,1.20E-55,SE,1,0.01838900003,-0.0009765917986,0.01936559183,0.7277074487,6.09E-58,SE,1,4.67E-05,-0.005612248131,0.005658933555,0.4023175523,1.01E-16,SE,1,0.001060592269,-0.007568148254,0.008628740523,0.6251041708,1.67E-41,SE,1,0.001013906845,-0.001955900123,0.002969806968,0.4657526092,1.39E-22,SE,1,10,1,SE,79
NGC5678,W,W,E,0.01420458749,0.0329693417,-0.01876475422,0.5087206747,6.48E-78,W,1,0.02583029227,0.05268886953,-0.02685857727,0.498110135,1.06E-74,W,1,0.02930713786,0.06083712119,-0.03152998332,0.4950659949,9.62E-74,W,1,0.02696040983,0.06162443792,-0.03466402809,0.4844485156,1.28E-70,W,1,0.01162570478,0.01971952783,-0.00809382305,0.3719865096,3.53E-41,W,1,0.01510255038,0.02786777948,-0.01276522911,0.4038875241,1.18E-48,W,1,0.01275582235,0.02865509622,-0.01589927387,0.4388326787,1.33E-57,W,1,0.003476845597,0.008148251654,-0.004671406057,0.4067951867,4.36E-49,W,1,0.001130117567,0.008935568391,-0.007805450824,0.4387494044,2.49E-57,W,1,-0.00234672803,0.0007873167371,-0.003134044767,0.4023978386,2.68E-48,W,1,10,1,W,80
NGC5692,NW,NW,SE,0.01113655568,0.07218081466,-0.06104425898,0.8287878788,1.56E-22,NW,1,0.007713897163,0.09783996167,-0.09012606451,0.8,8.51E-21,NW,1,0.02167809836,0.122429894,-0.1007517956,0.7803030303,1.60E-19,NW,1,0.01098057439,0.1172661319,-0.1062855575,0.8151515152,9.59E-22,NW,1,-0.003422658516,0.02565914701,-0.02908180552,0.6696969697,5.87E-14,NW,1,0.01054154268,0.05024907929,-0.03970753661,0.703030303,1.60E-15,NW,1,-0.0001559812889,0.04508531722,-0.04524129851,0.7348484848,4.09E-17,NW,1,0.0139642012,0.02458993228,-0.01062573108,0.4712121212,7.45E-07,NW,1,0.003266677227,0.01942617021,-0.01615949298,0.65,4.59E-13,NW,1,-0.01069752397,-0.005163762074,-0.005533761899,0.3863636364,0.0001029189586,NW,1,10,1,NW,81
NGC5949,SW,NE,SW,0.03158769612,0.03218684404,-0.0005991479183,0.08274178634,0.1300428088,NE,-1,0.07942032097,0.07349436832,0.00592595265,0.08389768277,0.1270071921,SW,1,0.0680557616,0.06106507081,0.006990690784,0.0935256201,0.06201407855,SW,1,0.05864018543,0.04682634172,0.0118138437,0.1999020888,2.93E-07,SW,1,0.04783262485,0.04130752429,0.006525100569,0.1254623586,0.004303866949,SW,1,0.03646806548,0.02887822677,0.007589838702,0.1367561466,0.001372170406,SW,1,0.02705248931,0.01463949768,0.01241299162,0.2987176349,1.08E-15,SW,1,-0.01136455938,-0.01242929751,0.001064738134,0.07248150566,0.2430299723,SW,1,-0.02078013555,-0.0266680266,0.005887891054,0.1421072672,0.0007474239013,SW,1,-0.00941557617,-0.01423872909,0.00482315292,0.1887102916,2.04E-06,SW,1,8,1,SW,82
NGC5980,NW,W,E,0.01209267655,0.03887071388,-0.02677803734,0.4005762449,1.81E-11,W,1,0.009604949142,0.05167045246,-0.04206550332,0.462372065,2.92E-15,W,1,0.008954310422,0.06102179961,-0.05206748919,0.4806914939,1.94E-16,W,1,-0.003560323238,0.05916229923,-0.06272262247,0.5518620452,7.20E-22,W,1,-0.002487727404,0.01279973858,-0.01528746598,0.5599036725,1.78E-22,W,1,-0.003138366124,0.02215108573,-0.02528945185,0.5593876322,1.96E-22,W,1,-0.01565299978,0.02029158535,-0.03594458513,0.6761417391,1.02E-33,W,1,-0.0006506387194,0.009351347149,-0.01000198587,0.5044723488,2.77E-18,W,1,-0.01316527238,0.007491846773,-0.02065711915,0.644577277,2.80E-30,W,1,-0.01251463366,-0.001859500376,-0.01065513328,0.5919841748,2.88E-25,W,1,10,1,W,83
NGC6015,NW,W,E,0.01908775215,0.02723648965,-0.008148737503,0.239870132,9.54E-29,W,1,0.01685182518,0.03110332394,-0.01425149876,0.2982014562,2.24E-44,W,1,0.02928662461,0.04561267603,-0.01632605142,0.2891725734,9.81E-42,W,1,0.02082916403,0.03991683245,-0.01908766842,0.3160711703,6.71E-50,W,1,-0.002235926967,0.003866834287,-0.006102761253,0.2102544321,4.01E-22,W,1,0.01019887246,0.01837618638,-0.00817731392,0.2730724722,3.27E-37,W,1,0.001741411879,0.01268034279,-0.01093893091,0.2775559734,1.92E-38,W,1,0.01243479943,0.01450935209,-0.002074552666,0.1553554495,3.46E-12,W,1,0.003977338845,0.008813508506,-0.004836169661,0.1770320009,9.81E-16,W,1,-0.008457460581,-0.005695843586,-0.002761616995,0.1358961377,1.73E-09,W,1,10,1,W,84
NGC6106,SW,NE,SW,-0.001765191444,-0.002097642187,0.0003324507426,0.1124930323,0.009448969765,SW,1,-0.002312195305,-0.002069238926,-0.0002429563788,0.1100078967,0.01189317969,NE,-1,-0.00510319332,-0.004237439396,-0.0008657539243,0.1315960609,0.001335035747,NE,-1,-0.01420058833,-0.01326783162,-0.0009327567104,0.09822092159,0.03326654594,NE,-1,-0.0005470038609,2.84E-05,-0.0005754071215,0.09045196953,0.06138133918,NE,-1,-0.003338001876,-0.002139797209,-0.001198204667,0.08362365292,0.1010319848,NE,-1,-0.01243539689,-0.01117018944,-0.001265207453,0.07422891119,0.1882592321,NE,-1,-0.002790998015,-0.00216820047,-0.0006227975454,0.08002369008,0.1300756882,NE,-1,-0.01188839303,-0.0111985927,-0.0006898003316,0.07175538833,0.2189459287,NE,-1,-0.009097395014,-0.009030392228,-6.70E-05,0.09372677443,0.04770626185,NE,-1,-8,-1,NE,85
NGC613,SW,NE,SW,-0.000825810376,-0.001768086067,0.0009422756908,0.1599396417,8.57E-15,SW,1,0.006139685897,0.005738714092,0.0004009718054,0.09472838785,1.82E-05,SW,1,0.01239783438,0.009491979902,0.002905854477,0.1861419393,6.92E-20,SW,1,0.009766514178,0.006624524793,0.003141989385,0.1647780374,1.08E-15,SW,1,0.006965496273,0.007506800158,-0.0005413038854,0.1225540304,7.35E-09,NE,-1,0.01322364475,0.01126006597,0.001963578786,0.2228193146,2.32E-28,SW,1,0.01059232455,0.00839261086,0.002199713695,0.2197770639,1.37E-27,SW,1,0.006258148481,0.00375326581,0.002504882671,0.3972059969,5.58E-91,SW,1,0.003626828281,0.0008858107011,0.00274101758,0.3729677765,5.28E-80,SW,1,-0.0026313202,-0.002867455109,0.0002361349086,0.07015430296,0.003387291769,SW,1,8,1,SW,86
NGC6132,NE,NE,SW,0.01489872745,0.03869381395,-0.0237950865,0.5981308411,4.01E-18,NE,1,0.01577140125,0.05338652564,-0.03761512439,0.6635514019,1.30E-22,NE,1,0.02035797284,0.06463144714,-0.0442734743,0.6448598131,2.91E-21,NE,1,0.003869865543,0.05746064219,-0.05359077665,0.691588785,9.53E-25,NE,1,0.0008726737956,0.01469271169,-0.0138200379,0.5607476636,7.74E-16,NE,1,0.005459245389,0.02593763319,-0.0204783878,0.6074766355,1.00E-18,NE,1,-0.01102886191,0.01876682824,-0.02979569015,0.7009345794,1.73E-25,NE,1,0.004586571594,0.0112449215,-0.006658349904,0.4579439252,1.71E-10,NE,1,-0.0119015357,0.00407411655,-0.01597565225,0.5794392523,5.89E-17,NE,1,-0.0164881073,-0.007170804948,-0.009317302351,0.3831775701,2.16E-07,NE,1,10,1,NE,87
NGC615,NE,E,W,0.001409185364,0.005270130739,-0.003860945375,0.4434527305,2.77E-35,E,1,0.006192520005,0.01294067027,-0.00674815027,0.3893325504,5.87E-27,E,1,0.002474460584,0.01047769409,-0.008003233501,0.5100802505,3.96E-47,E,1,7.94E-05,0.008065441553,-0.007986013385,0.5486200822,7.68E-55,E,1,0.004783334641,0.007670539536,-0.002887204895,0.3326286945,1.16E-19,E,1,0.00106527522,0.005207563347,-0.004142288126,0.5665100803,1.12E-58,E,1,-0.001329757196,0.002795310815,-0.004125068011,0.5691916226,3.08E-59,E,1,-0.003718059421,-0.002462976189,-0.001255083231,0.2509884518,2.60E-11,E,1,-0.006113091837,-0.004875228721,-0.001237863116,0.1623801135,5.42E-05,E,1,-0.002395032416,-0.002412252532,1.72E-05,0.0514777843,0.6504596069,W,-1,8,1,E,88
NGC6181,W,E,W,0.01714711809,0.01185907821,0.005288039882,0.1753442906,7.12E-05,W,1,0.03166647814,0.02373677014,0.007929708,0.1326316184,0.005608853675,W,1,0.02968216967,0.01938091419,0.01030125548,0.2148110623,4.25E-07,W,1,0.02692735457,0.01491099551,0.01201635906,0.2663889827,1.05E-10,W,1,0.01451936005,0.01187769193,0.002641668118,0.1054167136,0.04802245338,W,1,0.01253505159,0.007521835987,0.0050132156,0.2534335247,1.00E-09,W,1,0.009780236481,0.003051917304,0.006728319177,0.3608484371,1.84E-19,W,1,-0.001984308466,-0.004355855948,0.002371547481,0.2977128598,2.81E-13,W,1,-0.004739123572,-0.008825774631,0.004086651059,0.279053623,1.04E-11,W,1,-0.002754815106,-0.004469918683,0.001715103577,0.2279916695,6.09E-08,W,1,10,1,W,89
NGC6186,NW,NW,SE,0.01721371411,0.02582756696,-0.008613852849,0.2373125,0.001238165226,NW,1,0.0285518524,0.04503222892,-0.01648037653,0.2453125,0.0007482181058,NW,1,0.0172949937,0.03893928983,-0.02164429613,0.2990625,1.57E-05,NW,1,0.0168202377,0.04188246918,-0.02506223148,0.3165625,3.93E-06,NW,1,0.01133813829,0.01920466196,-0.007866523676,0.24025,0.001038829987,NW,1,8.13E-05,0.01311172287,-0.01303044328,0.3619375,6.12E-08,NW,1,-0.0003934764126,0.01605490222,-0.01644837863,0.3474375,2.51E-07,NW,1,-0.0112568587,-0.006092939093,-0.005163919607,0.1195625,0.2929018257,NW,1,-0.0117316147,-0.003149759746,-0.008581854952,0.197125,0.01206763601,NW,1,-0.0004747559979,0.002943179347,-0.003417935345,0.2895625,3.34E-05,NW,1,10,1,NW,90
NGC6207,NW,W,E,-0.003897543799,-0.003865162174,-3.24E-05,0.1265513675,0.001183025253,W,1,-0.004865789955,-0.006074167271,0.001208377316,0.2444074159,1.87E-12,E,-1,-0.005980112321,-0.007262447463,0.001282335141,0.2313357083,3.43E-11,E,-1,-0.007959350016,-0.008987755202,0.001028405187,0.1724124722,2.14E-06,E,-1,-0.000968246156,-0.002209005097,0.001240758941,0.3229142726,1.35E-21,E,-1,-0.002082568523,-0.003397285289,0.001314716766,0.3075825481,1.31E-19,E,-1,-0.004061806217,-0.005122593028,0.001060786811,0.2224775914,2.19E-10,E,-1,-0.001114322367,-0.001188280192,7.40E-05,0.1089883552,0.007951637539,E,-1,-0.003093560061,-0.002913587932,-0.0001799721293,0.1429843714,0.0001444909664,W,1,-0.001979237694,-0.00172530774,-0.0002539299549,0.1692235501,3.19E-06,W,1,-4,-1,E,91
NGC6394,NW,NW,SE,0.01609045577,0.02326024066,-0.007169784895,0.2558139535,0.006984210606,NW,1,0.007048935553,0.02161082272,-0.01456188717,0.3372093023,9.90E-05,NW,1,0.01375381682,0.03311451303,-0.01936069621,0.3139534884,0.0003793778799,NW,1,-0.002484402933,0.0241873871,-0.02667179003,0.3604651163,2.33E-05,NW,1,-0.009041520213,-0.001649417939,-0.007392102274,0.3604651163,2.33E-05,NW,1,-0.002336638948,0.009854272366,-0.01219091131,0.4186046512,3.91E-07,NW,1,-0.0185748587,0.0009271464399,-0.01950200514,0.4418604651,6.28E-08,NW,1,0.006704881265,0.0115036903,-0.00479880904,0.2674418605,0.004100820969,NW,1,-0.009533338487,0.002576564379,-0.01210990287,0.2790697674,0.002348652016,NW,1,-0.01623821975,-0.008927125926,-0.007311093826,0.2906976744,0.001311859685,NW,1,10,1,NW,92
NGC6503,SW,NE,SW,0.03827299281,0.01956649118,0.01870650163,0.4126315789,8.93E-73,SW,1,0.05376895374,0.02410825775,0.029660696,0.4505263158,3.28E-87,SW,1,0.06624751975,0.02945453878,0.03679298098,0.4747368421,3.31E-97,SW,1,0.05962222968,0.01838591999,0.04123630968,0.4778947368,1.48E-98,SW,1,0.01549596094,0.004541766569,0.01095419437,0.4431578947,2.73E-84,SW,1,0.02797452695,0.009888047599,0.01808647935,0.4905263158,4.62E-104,SW,1,0.02134923687,-0.001180571187,0.02252980805,0.5021052632,2.93E-109,SW,1,0.01247856601,0.00534628103,0.007132284981,0.5042105263,3.20E-110,SW,1,0.005853275932,-0.005722337756,0.01157561369,0.5094736842,1.21E-112,SW,1,-0.006625290078,-0.01106861879,0.004443328708,0.3231578947,2.86E-44,SW,1,10,1,SW,93
NGC6907,SE,N,S,-0.0005201274023,-0.002005563659,0.001485436256,0.08222213858,0.008046932101,S,1,-0.0116294928,-0.01393032506,0.00230083226,0.1362119316,5.80E-07,S,1,-0.01205000342,-0.01551246592,0.003462462503,0.1062449616,0.0002089702223,S,1,-0.01797579051,-0.02281064695,0.004834856442,0.1262009843,4.86E-06,S,1,-0.0111093654,-0.0119247614,0.0008153960039,0.1149792504,4.37E-05,S,1,-0.01152987602,-0.01350690226,0.001977026247,0.09996047691,0.000592789313,S,1,-0.01745566311,-0.02080508329,0.003349420186,0.1412856296,1.88E-07,S,1,-0.0004205106162,-0.001582140859,0.001161630243,0.1046812902,0.000272463222,S,1,-0.006346297706,-0.008880321888,0.002534024182,0.07749818853,0.01498891771,S,1,-0.00592578709,-0.007298181029,0.001372393939,0.09618068952,0.001075255684,S,1,10,1,S,94
NGC6946,NW,W,E,0.008912699681,0.00763071274,0.001281986941,0.1631183025,2.49E-15,E,-1,0.01064141491,0.0101004738,0.000540941114,0.1372782578,5.63E-11,E,-1,0.01237597762,0.01282543165,-0.0004494540247,0.131027019,4.89E-10,W,1,0.01272211471,0.01346893124,-0.00074681653,0.1466734697,1.80E-12,W,1,0.001728715228,0.002469761056,-0.0007410458272,0.1031264759,2.21E-06,W,1,0.00346327794,0.005194718906,-0.001731440966,0.1190268183,2.34E-08,W,1,0.003809415028,0.005838218499,-0.002028803471,0.1449592428,3.46E-12,W,1,0.001734562712,0.00272495785,-0.0009903951387,0.09219139632,3.45E-05,W,1,0.002080699799,0.003368457443,-0.001287757644,0.1913198447,5.89E-21,W,1,0.0003461370875,0.0006434995929,-0.0002973625053,0.2412441054,3.92E-33,W,1,6,1,W,95
NGC6951,SW,NE,SW,0.009287050008,0.005247820851,0.004039229156,0.474216043,3.15E-98,SW,1,0.008620562429,0.003217440672,0.005403121757,0.4670543139,4.02E-95,SW,1,0.01195317076,0.005121534171,0.006831636593,0.5295651421,1.22E-123,SW,1,0.00688937174,-0.0005253759821,0.007414747722,0.4368286556,7.49E-83,SW,1,-0.0006664875786,-0.002030380179,0.0013638926,0.1322050416,8.45E-08,SW,1,0.002666120757,-0.0001262866798,0.002792407437,0.3465458247,9.34E-52,SW,1,-0.002397678267,-0.005773196833,0.003375518566,0.2019967082,1.08E-17,SW,1,0.003332608336,0.001904093499,0.001428514837,0.4419438669,6.71E-85,SW,1,-0.001731190689,-0.003742816654,0.002011625966,0.2599077443,5.54E-29,SW,1,-0.005063799024,-0.005646910153,0.0005831111291,0.05343251906,0.1223050222,SW,1,10,1,SW,96
NGC6978,SW,NE,SW,0.006893535693,-0.001034905299,0.007928440992,0.5166666667,1.94E-15,SW,1,0.002478004655,-0.007244303799,0.009722308454,0.292,4.03E-05,SW,1,0.01946767066,0.004867679917,0.01459999074,0.5713333333,4.63E-19,SW,1,0.01012517677,-0.006771146518,0.01689632328,0.6016666667,2.87E-21,SW,1,-0.004415531037,-0.0062093985,0.001793867462,0.111,0.3986274374,SW,1,0.01257413497,0.005902585216,0.006671549753,0.5176666667,1.66E-15,SW,1,0.003231641075,-0.005736241219,0.008967882293,0.576,2.37E-19,SW,1,0.01698966601,0.01211198372,0.004877682291,0.3316666667,1.71E-06,SW,1,0.007647172112,0.000473157281,0.007174014831,0.531,2.28E-16,SW,1,-0.009342493895,-0.01163882643,0.00229633254,0.187,0.02318071729,SW,1,10,1,SW,97
NGC7311,SE,W,E,0.00738118125,0.003917663263,0.003463517987,0.5995696401,2.19E-24,E,1,0.01147831804,0.00488838556,0.00658993248,0.6623630673,3.40E-30,E,1,0.01496628652,0.007681871025,0.007284415496,0.6344874804,1.64E-27,E,1,0.0132994162,0.004729617664,0.008569798537,0.6694053208,6.83E-31,E,1,0.004097136791,0.0009707222968,0.003126414494,0.6699921753,6.82E-31,E,1,0.007585105272,0.003764207762,0.00382089751,0.5988849765,2.19E-24,E,1,0.005918234951,0.0008119544014,0.00510628055,0.6560054773,1.65E-29,E,1,0.003487968481,0.002793485465,0.0006944830159,0.5080203443,2.49E-17,E,1,0.001821098161,-0.0001587678954,0.001979866056,0.4304577465,1.90E-12,E,1,-0.00166687032,-0.002952253361,0.00128538304,0.244913928,0.0002824619803,E,1,10,1,E,98
NGC7331,W,E,W,0.006665090837,0.000557391902,0.006107698935,0.7284120881,2.11E-279,W,1,0.00678500926,-0.002870668499,0.009655677759,0.7132943003,2.05E-266,W,1,0.01057794403,-0.001775395363,0.01235333939,0.7607138181,0.00E-02,W,1,0.01246191656,-0.001921755989,0.01438367255,0.7813532546,0,W,1,0.000119918423,-0.003428060401,0.003547978824,0.5505383055,1.37E-151,W,1,0.003912853195,-0.002332787265,0.00624564046,0.7531821328,9.61E-302,W,1,0.005796825728,-0.002479147891,0.008275973619,0.766621489,0.00E-02,W,1,0.003792934772,0.001095273137,0.002697661635,0.5836775507,1.04E-171,W,1,0.005676907305,0.0009489125104,0.004727994795,0.6370276967,1.79E-207,W,1,0.001883972533,-0.0001463606262,0.00203033316,0.6464801403,4.16E-214,W,1,10,1,W,99
NGC7364,SE,NW,SE,0.01133335983,0.001441970533,0.009891389298,0.4982824813,8.30E-12,SE,1,0.01311489965,-0.002288496706,0.01540339636,0.5657708628,3.67E-15,SE,1,0.03395119513,0.01003296217,0.02391823296,0.5301070923,1.84E-13,SE,1,0.03158833517,0.003864679898,0.02772365527,0.6498282481,1.52E-20,SE,1,0.001781539821,-0.003730467239,0.00551200706,0.5366740756,1.28E-13,SE,1,0.0226178353,0.008590991634,0.01402684366,0.4289755506,8.27E-09,SE,1,0.02025497534,0.002422709365,0.01783226597,0.6461911497,5.03E-20,SE,1,0.02083629547,0.01232145887,0.008514836602,0.2846029501,0.0004589570444,SE,1,0.01847343552,0.006153176604,0.01232025891,0.5648615882,3.87E-15,SE,1,-0.002362859957,-0.006168282268,0.003805422311,0.3229945444,4.10E-05,SE,1,10,1,SE,100
NGC7466,SE,W,E,0.009918798726,0.0003647075731,0.009554091153,0.5595963442,2.97E-15,E,1,0.008810520439,-0.006230632138,0.01504115258,0.5494097487,1.09E-14,E,1,0.01350427002,-0.006074917406,0.01957918742,0.6065308454,4.37E-18,E,1,0.007227230078,-0.01604764204,0.02327487212,0.590156131,4.39E-17,E,1,-0.001108278287,-0.006595339711,0.005487061425,0.2727532369,0.0007116004117,E,1,0.003585471291,-0.00643962498,0.01002509627,0.5762566641,2.61E-16,E,1,-0.002691568648,-0.01641234961,0.01372078097,0.4580159939,2.71E-10,E,1,0.004693749578,0.0001557147318,0.004538034846,0.5109482102,1.11E-12,E,1,-0.001583290361,-0.009817009902,0.008233719541,0.6105293222,1.96E-18,E,1,-0.00627703994,-0.009972724634,0.003695684695,0.229531607,0.007160119877,E,1,10,1,E,101
NGC7479,NW,W,E,0.007629356711,0.01327224804,-0.00564289133,0.3811920313,2.89E-81,W,1,0.01204442929,0.02233419663,-0.01028976734,0.4134798114,6.85E-96,W,1,0.01852274228,0.0316424477,-0.01311970542,0.3757912882,7.66E-79,W,1,0.01499825528,0.02893817027,-0.013939915,0.3317183104,3.64E-61,W,1,0.004415072582,0.009061948589,-0.004646876007,0.3516252511,6.68E-69,W,1,0.01089338557,0.01837019966,-0.007476814087,0.3283578337,5.66E-60,W,1,0.007368898564,0.01566592223,-0.008297023666,0.272132217,4.12E-41,W,1,0.006478312988,0.009308251068,-0.00282993808,0.2575950771,7.32E-37,W,1,0.002953825983,0.006603973642,-0.003650147659,0.1691474329,4.58E-16,W,1,-0.003524487005,-0.002704277426,-0.0008202095792,0.07571805774,0.001466306794,W,1,10,1,W,102
NGC7536,NW,NW,SE,0.05727378911,0.0737176303,-0.01644384119,0.2643422079,2.48E-06,NW,1,0.08991205479,0.11942986,-0.02951780525,0.2811351231,4.25E-07,NW,1,0.1112149381,0.1508934237,-0.0396784856,0.26957781,1.43E-06,NW,1,0.1196488583,0.1653751911,-0.04572633278,0.2661802384,2.05E-06,NW,1,0.03263826568,0.04571222974,-0.01307396406,0.2704968252,1.33E-06,NW,1,0.05394114897,0.07717579337,-0.0232346444,0.2493037763,1.13E-05,NW,1,0.0623750692,0.09165756079,-0.02928249159,0.2662637852,2.02E-06,NW,1,0.02130288329,0.03146356363,-0.01016068035,0.2219561101,0.0001358258013,NW,1,0.02973680352,0.04594533105,-0.01620852753,0.2233764064,0.0001210770177,NW,1,0.008433920232,0.01448176742,-0.006047847186,0.1740002228,0.005392927408,NW,1,10,1,NW,103
NGC7541,SW,N,S,0.01804599086,0.05315758631,-0.03511159545,0.1600267681,8.39E-07,N,-1,0.06417599103,0.08999136077,-0.02581536974,0.09981112251,0.006466950966,N,-1,0.1071496071,0.1197105297,-0.0125609226,0.1323205664,8.66E-05,N,-1,0.1192600617,0.1224290305,-0.003168968754,0.176788082,3.29E-08,N,-1,0.04613000017,0.03683377446,0.009296225711,0.225136342,4.69E-13,S,1,0.08910361622,0.06655294337,0.02255067285,0.3265516724,3.04E-27,S,1,0.1012140709,0.06927144417,0.03194262669,0.350558502,2.48E-31,S,1,0.04297361605,0.02971916891,0.01325444714,0.336927426,5.65E-29,S,1,0.0550840707,0.03243766971,0.02264640098,0.3384065494,3.42E-29,S,1,0.01211045464,0.002718500799,0.009391953844,0.344407475,2.52E-30,S,1,2,1,S,104
NGC7591,NE,NE,SW,0.04485967191,0.08295497643,-0.03809530451,0.364433866,1.17E-10,NE,1,0.06307717975,0.114629765,-0.05155258523,0.3240734444,1.65E-08,NE,1,0.07411334238,0.1356734102,-0.06156006782,0.3120027202,6.71E-08,NE,1,0.086966359,0.1527207331,-0.06575437411,0.27966678,1.96E-06,NE,1,0.01821750784,0.03167478856,-0.01345728072,0.2691941516,5.68E-06,NE,1,0.02925367046,0.05271843377,-0.0234647633,0.2853451207,1.10E-06,NE,1,0.04210668708,0.06976575668,-0.0276590696,0.2680040802,6.10E-06,NE,1,0.01103616262,0.02104364521,-0.01000748258,0.3146548793,4.80E-08,NE,1,0.02388917924,0.03809096812,-0.01420178888,0.280482829,1.87E-06,NE,1,0.01285301662,0.01704732291,-0.004194306295,0.1955117307,0.00230342406,NE,1,10,1,NE,105
NGC7608,SE,W,E,0.04868710806,0.0004947916762,0.04819231638,0.6666666667,7.57E-27,E,1,0.07422172585,0.008348073828,0.06587365202,0.6428571429,8.12E-25,E,1,0.08591945426,0.006137147688,0.07978230657,0.626984127,1.60E-23,E,1,0.0809255967,-0.01391034386,0.09483594057,0.6587301587,3.70E-26,E,1,0.02553461779,0.007853282151,0.01768133564,0.5396825397,3.60E-17,E,1,0.0372323462,0.005642356012,0.03158999019,0.5158730159,1.20E-15,E,1,0.03223848865,-0.01440513554,0.04664362419,0.6111111111,2.85E-22,E,1,0.01169772841,-0.002210926139,0.01390865455,0.4761904762,2.70E-13,E,1,0.006703870854,-0.02225841769,0.02896228854,0.6111111111,2.85E-22,E,1,-0.004993857553,-0.02004749155,0.015053634,0.4682539683,7.49E-13,E,1,10,1,E,106
NGC7625,SE,NW,SE,0.04142724791,0.00815444038,0.03327280753,0.6398104265,6.31E-41,SE,1,0.07431988267,0.01308220154,0.06123768113,0.7014218009,4.55E-50,SE,1,0.08649550021,0.01574926053,0.07074623968,0.691943128,1.40E-48,SE,1,0.08929091233,0.007919037211,0.08137187512,0.7109004739,1.37E-51,SE,1,0.03289263477,0.004927761159,0.02796487361,0.7156398104,2.30E-52,SE,1,0.0450682523,0.007594820149,0.03747343215,0.691943128,1.40E-48,SE,1,0.04786366442,-0.0002354031692,0.04809906759,0.6966824645,2.55E-49,SE,1,0.01217561754,0.00266705899,0.009508558546,0.5545023697,3.53E-30,SE,1,0.01497102966,-0.005163164328,0.02013419398,0.5497630332,1.22E-29,SE,1,0.00279541212,-0.007830223318,0.01062563544,0.4028436019,1.09E-15,SE,1,10,1,SE,107
