name,x,y,a,b,theta
IC 4566,49.56650172084616,49.95299222289987,12.999415397644043,9.117757797241211,1.1051287258666413
IC1151,74.50694585382291,74.46892059647246,24.839059829711914,9.537819862365723,-0.9229997143950293
IC1199,37.136308006493365,37.42240987588872,14.690811157226562,5.922101974487305,1.3895018493134124
IC1256,37.435870008164684,37.359147728862816,12.345748901367188,7.4067487716674805,0.23728436057749813
IC1528,62.46749336024413,62.4454506562654,20.83070182800293,9.23798656463623,-0.2924303342176924
IC2095,35.51195329308168,35.98379700782032,17.012033462524414,2.697082042694092,-0.7738114140647064
IC2163,61.10329476451187,62.2188077643064,19.149534225463867,10.538334846496582,0.4820324574905974
IC2487,49.51407765053964,49.40090792180864,20.280458450317383,5.407187461853027,1.484051505227719
IC467,75.51429949881405,75.31376169571854,29.598678588867188,11.829914093017578,-0.15802093040421564
IC5309,49.851590201488186,49.93196069439125,15.457392692565918,7.366772651672363,-1.2944456731278045
IC674,49.53683043870302,49.595281658916875,14.381794929504395,5.8465094566345215,0.6560083197190917
IC776,71.65447721630106,74.10691121579748,20.95876693725586,12.045977592468262,-0.11948916514698094
IRAS03056+2034,29.559223167502914,30.14839335665784,9.340067863464355,6.486247539520264,0.8615764771896941
NGC1,49.479895848508214,49.82160718326982,10.844907760620117,7.630238056182861,0.42171053041997975
NGC1012,72.57130191428534,73.26373748466986,24.103254318237305,11.92347240447998,-1.3827466165024382
NGC1042,112.46148208838395,112.4847300752362,38.806541442871094,27.6442928314209,0.18415015575769966
NGC1058,74.9856492239312,74.98390642405342,22.329830169677734,21.61379051208496,0.25236408238593167
NGC1068,74.65401642855895,74.78248783069826,20.77886199951172,16.970558166503906,-1.0200148428481477
NGC1073,112.76380335897882,112.48964530445632,29.881025314331055,22.30423355102539,-0.5059418275090035
NGC1087,99.08698232465122,99.06475695075372,33.705421447753906,21.326608657836914,-1.6376262103516204
NGC1169,175.25149434963228,174.15862565488612,25.990848541259766,20.1522159576416,-0.8618011270958525
NGC1232,151.03179620906803,150.79915776882456,36.29288864135742,26.93982696533203,-0.5602253283065217
NGC1300,171.49055781533713,176.94728707746535,48.073692321777344,17.167930603027344,0.30641587277237003
NGC1358,74.50930899657138,74.49296166499387,22.571922302246094,15.798202514648438,-1.6281161700684172
NGC160,61.961043008473716,62.429879348002224,16.149320602416992,9.512422561645508,-0.6587044408357121
NGC1614,59.49243436329758,60.83516942687716,13.395195007324219,10.26024055480957,-1.4505333100754363
NGC1645,62.31853122934274,61.97408452359289,17.402997970581055,7.68867301940918,-0.28369528998914784
NGC1677,37.745316730290575,37.844212921885045,12.24422836303711,4.483554840087891,0.821591201706917
NGC171,62.17423353895066,62.464499773443,16.475677490234375,14.200411796569824,0.5174525772530181
NGC1744,153.39822870902353,147.5717547425629,47.78146743774414,18.138608932495117,1.5639243518311126
NGC177,62.24249142559505,62.29696363805483,19.56158447265625,4.956081867218018,-1.5093939265128018
NGC1784,124.57352141961931,125.45959874440466,34.20654296875,19.01093101501465,0.23355486045297558
NGC180,74.923926034801,74.56538865309778,24.00709342956543,15.449576377868652,1.014390786985721
NGC1832,74.89869417733307,74.82700336130881,21.61197853088379,16.115489959716797,-1.5442582761246306
NGC192,75.32973655654962,73.94082406442973,19.267675399780273,7.669076442718506,1.3497044802285445
NGC2139,72.46564862387736,75.60668024673569,21.982013702392578,17.92523193359375,0.15476672897752697
NGC214,74.90551357702823,74.65736167159032,18.034574508666992,13.058968544006348,-0.5647931229529959
NGC217,75.07611545596191,74.39252470201193,27.57337760925293,6.983463287353516,0.2057154978316682
NGC2207,99.58160643975613,99.6748355705402,7.2744221687316895,6.197295188903809,-1.246359387536679
NGC2276,103.08243993545419,98.7902400551816,28.578998565673828,21.596290588378906,-0.6411642039817231
NGC23,49.75696358480126,49.89898979209588,11.72819995880127,6.84544038772583,1.3006318007904631
NGC2336,175.4085236492402,175.64821860922729,52.429595947265625,23.301021575927734,-1.6819390450913054
NGC234,49.98652671117134,49.78038317891444,14.606322288513184,12.790369987487793,-0.4599576388794524
NGC237,50.02012756938018,49.432416895740964,12.715211868286133,8.076188087463379,1.7519805823761565
NGC2449,49.34471212071398,50.039972282105865,15.673807144165039,6.371488571166992,0.994986871381436
NGC2486,49.8409849872669,49.738123162379374,15.138654708862305,8.800018310546875,-0.15339519654694622
NGC2487,74.80853283050003,74.85671848466654,19.16825294494629,17.12510871887207,-0.23915753712240284
NGC2500,126.32206192196199,126.1470694501081,45.33010482788086,27.395709991455078,-1.2389407550293547
NGC2525,85.70024184059844,86.42841261200353,32.1554069519043,22.33900260925293,-0.07605137477334911
NGC2540,49.87979047776442,49.73417278180741,13.734050750732422,8.386797904968262,0.4135933126014131
NGC2552,131.04756872740663,124.67452206044973,37.070858001708984,20.446908950805664,-0.7419562732178313
NGC2553,99.78548915727265,99.71923866585384,14.898584365844727,7.435598373413086,-0.6908685063320739
NGC257,49.800549356640936,49.79942807383598,16.70770835876465,10.353426933288574,0.10596213217772536
NGC2604,77.28526699968364,72.68891755860237,19.496353149414062,18.9119815826416,-0.8388392532866853
NGC2608,74.99778791668577,75.00200324357336,21.214006423950195,14.619646072387695,-0.2716331983607667
NGC2730,73.6912572459,76.62791821893684,19.40393829345703,13.133273124694824,-0.4227170293528182
NGC2776,74.86711112940402,74.85986839755546,20.417695999145508,18.720542907714844,0.4686704074341399
NGC278,49.251029083536196,49.629056700141945,13.295050621032715,12.171550750732422,-1.483639398713742
NGC2805,149.86810027013536,150.56411115035968,24.944181442260742,24.209047317504883,-0.802125891546573
NGC2906,49.81129323790814,49.58883151859521,16.496091842651367,9.174321174621582,0.04727453937116688
NGC2916,74.82826892731741,74.93934394074402,21.496057510375977,14.507568359375,-1.2900078861025537
NGC2964,74.99852874048898,74.0073064007289,25.17565155029297,15.03807544708252,0.293692613144551
NGC2998,74.71659093037096,74.470914416881,21.726530075073242,10.793792724609375,-0.7350658105801335
NGC3057,74.39146363535465,77.2927973055454,24.975019454956055,14.22087574005127,-1.6615344678360564
NGC3106,49.73378490334402,49.64853231270021,11.21056842803955,9.709539413452148,0.8596114908653838
NGC3145,74.55160120397154,74.67290169554234,25.052419662475586,13.321310997009277,-1.0057451332610505
