name,x,y,a,b,theta
IC2247,49.766166623795975,49.88132499559473,19.643667221069336,4.038280487060547,1.1970391665894133
IC540,50.46349266992387,49.93860673651594,15.406994819641113,3.9522225856781006,1.546481328934049
IC944,49.489757664944456,50.09755908369217,17.08439064025879,5.998388290405273,0.3378826291701054
MCG-02-02-040,49.61430927435076,49.87467099333206,15.412503242492676,5.572094440460205,-0.7671685833695296
MCG-02-03-015,49.719117670952556,49.66082446628046,14.990486145019531,4.064769268035889,-1.1810039835406563
NGC1542,24.779685070208345,25.267425713407185,9.734987258911133,3.785491704940796,0.767018341413605
NGC3067,60.65252062806968,61.94916856857497,22.75653839111328,8.488533020019531,0.45212105860296314
NGC3079,145.4979865523545,149.11712418859605,59.253204345703125,12.418916702270508,1.3915303076390173
NGC3169,100.24902685821269,99.97837026016909,24.68578338623047,15.681120872497559,-0.512994130949344
NGC3495,125.20562223506954,124.55215894613333,52.76774597167969,13.209622383117676,-0.9932778681319612
NGC3626,74.60459405386379,74.82945310290393,20.272890090942383,14.004016876220703,1.3951081684639182
NGC4517,224.37414627054866,221.49359531440624,103.81078338623047,15.627330780029297,-0.004845684538173544
NGC4605,97.21876526156035,96.04025708743058,41.13225173950195,16.1802921295166,0.7187891398865325
NGC4772,99.36805231571297,99.51146141959758,30.00232696533203,14.549921989440918,1.1815173422295195
NGC6314,49.61084389775034,49.9309106696761,13.494598388671875,7.365410327911377,1.48162101899365
NGC681,49.87727636659135,49.53529480135237,14.720727920532227,10.009112358093262,-0.40671504455840995
UGC10205,49.37243112297628,50.31730626842478,13.69252872467041,8.672866821289062,0.5956533158820527
UGC10297,50.13767308278067,49.52278723383422,16.928667068481445,3.7669293880462646,-1.4935966220854582
UGC3107,37.52809385003585,37.525372517339804,12.090147018432617,3.0758726596832275,-0.11126737842973644
UGC5111,48.89282589234138,49.402705810994036,15.311511993408203,4.229172706604004,0.7918501292664153
UGC5498,58.06779173131324,81.5928444242811,4.214841842651367,3.5725717544555664,-0.2765707875293153
UGC6036,49.843945008435604,49.55130578276893,15.278238296508789,3.7867591381073,-0.005572209258709604
UGC8267,49.94048070731091,50.54417206923895,14.019488334655762,3.35642409324646,-0.7959594753512823
UGC8778,37.091666855669274,37.48403888363879,13.676523208618164,3.8355069160461426,0.3151820505660432
UGC9665,49.17589195388171,47.68640277400238,17.47896957397461,4.199112415313721,0.7247151936095613
