name,dark_side_label,pos_side_label,neg_side_label,ref_band,encounted_sersic_error,r-i_pos_side_mean,r-i_pos_side_std,r-i_neg_side_mean,r-i_neg_side_std,r-i_D,r-i_P,r-i_label,r-i_score,r-z_pos_side_mean,r-z_pos_side_std,r-z_neg_side_mean,r-z_neg_side_std,r-z_D,r-z_P,r-z_label,r-z_score,r-y_pos_side_mean,r-y_pos_side_std,r-y_neg_side_mean,r-y_neg_side_std,r-y_D,r-y_P,r-y_label,r-y_score,i-z_pos_side_mean,i-z_pos_side_std,i-z_neg_side_mean,i-z_neg_side_std,i-z_D,i-z_P,i-z_label,i-z_score,i-y_pos_side_mean,i-y_pos_side_std,i-y_neg_side_mean,i-y_neg_side_std,i-y_D,i-y_P,i-y_label,i-y_score,z-y_pos_side_mean,z-y_pos_side_std,z-y_neg_side_mean,z-y_neg_side_std,z-y_D,z-y_P,z-y_label,z-y_score,vote_count,vote_score
IC2247,SW,NE,SW,i,False,0.010720849476764964,0.0139006283619953,-0.0050372662046983,0.015613181734236576,0.4277209457531452,1.0085798502356503e-119,SW,1,0.06050266823420815,0.05460199405485928,0.020209430322093845,0.021015103656593287,0.4454886558728479,2.9717420336110735e-130,SW,1,0.06203591776818665,0.06199624271961787,0.011484387982812351,0.025850008514537254,0.4933195116332642,4.988581956244486e-161,SW,1,0.04978181875744318,0.04251440868773106,0.025246696526792147,0.02243168057373847,0.36022402909192947,3.025634033114721e-84,SW,1,0.05131506829142169,0.05007532415890666,0.01652165418751065,0.02391801778179791,0.44318029924265046,6.249863200231377e-129,SW,1,0.0015332495339785053,0.010474151416063867,-0.008725042339281494,0.010519907009322984,0.40497770800568417,5.230178710208823e-107,SW,1,6,1
IC540,SW,E,W,i,False,0.01630104978976552,0.021562726570385892,-0.01153522583573194,0.023772760914926847,0.5609738078866164,1.385110368050268e-172,W,1,0.046985354612027054,0.040958655495398774,-0.003785640039971886,0.040285801394375154,0.5681618637373629,3.05425370544952e-177,W,1,0.04810360494163597,0.052481028616105097,-0.019786509583257263,0.0543311384437438,0.5816706351686944,2.4061585649829446e-186,W,1,0.030684304822261536,0.025654648389799944,0.007749585795760055,0.023523362876681383,0.39474921719166445,4.7109744884832375e-83,W,1,0.03180255515187045,0.03720783285199699,-0.008251283747525323,0.03714855579866076,0.47147437900993927,9.595108969595414e-120,W,1,0.0011182503296089162,0.018908237381678912,-0.01600086954328538,0.021706101528127054,0.3757927532690417,3.727748228062992e-75,W,1,6,1
IC944,SW,N,S,i,False,0.02827937462951363,0.017872749845904947,0.006143109464512849,0.011941847499581982,0.6304286443207409,1.1967849022663325e-301,S,1,0.039327221209044506,0.029497427805538923,0.004067254020044968,0.01971608438388347,0.6744865897590339,0.0,S,1,0.04562167839025312,0.03395015460647148,0.0011187913077657639,0.026217812478680182,0.6748487487483648,0.0,S,1,0.011047846579530873,0.012941890028442742,-0.0020758554444678815,0.010139990093518047,0.5531825104830449,1.1367691572518564e-227,S,1,0.01734230376073949,0.017876341402524785,-0.005024318156747086,0.016927752249327587,0.5987067394565313,9.325532767400116e-270,S,1,0.0062944571812086165,0.008039689811641902,-0.002948462712279204,0.01068445297822571,0.4063090090885026,9.634537668987385e-120,S,1,6,1
MCG-02-02-040,NW,NW,SE,i,False,0.07959253677880992,0.06517206617904281,0.0756450625228232,0.05280398912103713,0.09380455778117912,2.787719877943038e-06,SE,-1,0.11571823452441568,0.09870156717717124,0.1268993255598676,0.07593735301661776,0.15393545088948032,3.7863417289192896e-16,NW,1,0.1319399097775973,0.12298905980043898,0.1617429638615996,0.09699714406690552,0.18225830319794578,1.711083814516554e-22,NW,1,0.03612569774560576,0.04224183977981824,0.05125426303704439,0.035695935481784465,0.2040742552150892,4.182916330137112e-28,NW,1,0.05234737299878737,0.06589342934630352,0.08609790133877637,0.05701978802842975,0.2396092040916139,1.0855129127674074e-38,NW,1,0.01622167525318161,0.03890537293480338,0.03484363830173198,0.04087926079645231,0.18328463500993566,8.188746923388473e-23,NW,1,4,1
MCG-02-03-015,NW,NW,SE,i,False,0.00628410281015583,0.011866861898444079,0.018765742253633626,0.02189250487807366,0.3578057532080521,1.2471274208418102e-69,NW,1,0.0023665354401256446,0.01510654589478655,0.022739185200912296,0.02681535354447422,0.5601633927304426,3.609466240797644e-176,NW,1,-0.0009808568718915982,0.01845851106043007,0.025116038205094345,0.035514598130959245,0.6209248109631251,9.179055553648787e-220,NW,1,-0.003917567370030186,0.011086852723364944,0.003973442947278671,0.008680578854565418,0.4066127430112104,1.25459966510258e-90,NW,1,-0.007264959682047429,0.013845608239187821,0.006350295951460719,0.0167558635939916,0.5068114091102597,7.309721691365996e-143,NW,1,-0.0033473923120172426,0.007507674927181893,0.0023768530041820483,0.010069673371501074,0.3667518092805449,2.946772432985732e-73,NW,1,6,1
NGC1542,SW,NE,SW,i,False,0.053967464169577616,0.023435620345339216,0.019742998532759678,0.02017640987995249,0.6248431893106164,2.757862884089303e-166,SW,1,0.07241359070386524,0.028671764637157204,0.018348118249572623,0.02945040912372774,0.7187569896237516,1.7542877007986922e-226,SW,1,0.0779806232584501,0.03264524897149621,0.006555121231137489,0.03732735546898117,0.7705361223755482,1.028492147501244e-265,SW,1,0.018446126534287625,0.008752862365342633,-0.001394880283187055,0.013736504551675865,0.6800600013614572,3.7279084985839617e-200,SW,1,0.02401315908887247,0.013380040248801009,-0.01318787730162219,0.024145416634581918,0.7441530277834505,4.330390631902234e-245,SW,1,0.005567032554584846,0.011430646631123424,-0.011792997018435135,0.015060111524626357,0.4959982884538709,9.326155855698201e-102,SW,1,6,1
NGC3067,NE,NE,SW,i,False,-0.0031908134748284056,0.023332673602147164,0.007227188873115501,0.022852101066451646,0.16336744121040778,7.681333246977637e-45,NE,1,0.01650621082337537,0.030239232632563583,0.0384620654835011,0.03020964727573337,0.3407360137253208,8.425176738036026e-197,NE,1,0.002352530529781664,0.0369700580657391,0.029955609616797108,0.03713445678944986,0.31942225885633696,2.154838160112079e-172,NE,1,0.019697024298203775,0.01625129747148262,0.031234876610385594,0.018526977390764626,0.2664715955080168,1.263486031035545e-119,NE,1,0.00554334400461007,0.022734663845170564,0.02272842074368161,0.026609174659283204,0.28537169900917314,2.2202564161884497e-137,NE,1,-0.014153680293593707,0.014077719682087115,-0.008506455866703988,0.014335255905827586,0.14973717529332206,1.0034310221796988e-37,NE,1,6,1
NGC3079,SW,E,W,i,False,0.25709777568179315,0.08531100658227467,0.109389947902326,0.09382554457518537,0.5917585416696076,2.456082882796264e-300,W,1,0.33901021204693704,0.12447978208311382,0.1362718974710858,0.14199477732422666,0.5751234018925545,1.874915259373995e-282,W,1,0.3820119336598576,0.14514644114710817,0.15766253095891983,0.16448538102263996,0.5641172235632914,3.9713297417236644e-271,W,1,0.08191243636514388,0.042042979151904074,0.026881949568759805,0.05962696016140531,0.4882256478305265,6.227436064844204e-200,W,1,0.12491415797806442,0.06327289435949325,0.048272583056593814,0.08601569831768638,0.4746432050141871,1.6711966119449376e-188,W,1,0.04300172161292053,0.026303875365693313,0.021390633487834012,0.03599958547018401,0.3247716653255975,1.486327226941879e-86,W,1,6,1
NGC3169,SE,NW,SE,i,False,0.038168791628297685,0.02502557862352064,0.02205354557170647,0.020760723886714353,0.3252235318169041,2.2244926500725952e-104,SE,1,0.06511419787051527,0.04335952514244763,0.043442268375309,0.03850291098774754,0.2873777688719751,2.800207295682369e-81,SE,1,0.06542464209332581,0.04084076190321782,0.03687421586596132,0.0358988116613808,0.3941449124633058,1.8829386895040262e-154,SE,1,0.026945406242217584,0.01851615256449258,0.021388722803602527,0.018596089448607432,0.22330162263635106,4.883836670666219e-49,SE,1,0.027255850465028125,0.016033017768228637,0.014820670294254844,0.016489680240674695,0.4485206519750668,1.0560412400648306e-201,SE,1,0.00031044422281054323,0.003386631054279462,-0.006568052509347683,0.009335739183512102,0.45270795669021613,1.6895927251540158e-205,SE,1,6,1
NGC3495,NW,W,E,i,False,0.02984398219069971,0.037325883984512025,0.04011414537573451,0.03106922704408122,0.12200212753704276,7.17212995748321e-42,W,1,0.02755318316011645,0.0442561875637251,0.04631653497219133,0.034654300973989687,0.20378568444571288,1.725942947531742e-116,W,1,-0.01833847504880699,0.0580286207875942,-0.0003793113489919268,0.053099037736057536,0.1439320001180274,3.7547570150283504e-58,W,1,-0.0022907990305832604,0.025423272771294456,0.0062023895964568145,0.02450283256529895,0.13937017264157434,1.5607134670278464e-54,W,1,-0.0481824572395067,0.04699900762165943,-0.040493456724726436,0.047008296536723046,0.07777801453082173,3.2142127105487033e-17,W,1,-0.04589165820892344,0.045058338647311263,-0.04669584632118325,0.04445309718217504,0.010957473659982817,0.8311947594756541,E,-1,4,1
