name,dark_side_label,pos_side_label,neg_side_label,ref_band,encounted_sersic_error,r-i_pos_side_mean,r-i_pos_side_std,r-i_neg_side_mean,r-i_neg_side_std,r-i_D,r-i_P,r-i_label,r-i_score,r-z_pos_side_mean,r-z_pos_side_std,r-z_neg_side_mean,r-z_neg_side_std,r-z_D,r-z_P,r-z_label,r-z_score,r-y_pos_side_mean,r-y_pos_side_std,r-y_neg_side_mean,r-y_neg_side_std,r-y_D,r-y_P,r-y_label,r-y_score,i-z_pos_side_mean,i-z_pos_side_std,i-z_neg_side_mean,i-z_neg_side_std,i-z_D,i-z_P,i-z_label,i-z_score,i-y_pos_side_mean,i-y_pos_side_std,i-y_neg_side_mean,i-y_neg_side_std,i-y_D,i-y_P,i-y_label,i-y_score,z-y_pos_side_mean,z-y_pos_side_std,z-y_neg_side_mean,z-y_neg_side_std,z-y_D,z-y_P,z-y_label,z-y_score,vote_count,vote_score
IC1683,W,E,W,i,FALSE,0.0004872987491,0.004713026049,-0.002903901077,0.006918480615,0.2267048371,4.96E-20,W,1,-0.008709455262,0.009517740905,-0.0181292856,0.01760608612,0.2650222393,2.73E-27,W,1,-0.006930576137,0.01393450153,-0.01799643632,0.01347402415,0.340144128,5.58E-45,W,1,-0.009196754011,0.008207889071,-0.01522538452,0.01284728152,0.2427936019,6.92E-23,W,1,-0.007417874886,0.01184995223,-0.01509253524,0.01029165119,0.3100702463,2.42E-37,W,1,0.001778879125,0.01300928056,0.0001328492784,0.01162004587,0.08947320588,1.77E-03,W,1,6,1
IC1755,SW,E,W,i,FALSE,-0.007293237356,0.01421887604,-0.009312114028,0.01697405575,0.06033171288,0.05248801689,W,1,-0.005676996893,0.01312771975,-0.006924557519,0.01415151718,0.05190411124,0.1342313778,W,1,-0.02204867055,0.01643057713,-0.02415818981,0.01805658235,0.06840609886,0.01871150682,W,1,0.001616240463,0.005833698101,0.002387556509,0.006371812585,0.07474848876,0.007601942793,E,-1,-0.01475543319,0.009847630158,-0.01484607578,0.009373591422,0.0291371933,0.7809800187,W,1,-0.01637167366,0.01005149934,-0.01723363229,0.009868110021,0.06485845037,0.02990317684,W,1,4,1
IC5376,W,W,E,i,FALSE,0.0120937008,0.01145891426,0.02080618039,0.01957351573,0.2774725275,2.10E-37,W,1,0.00915627026,0.01283298462,0.02145735422,0.02403311095,0.3315018315,1.62E-53,W,1,0.003135683673,0.01343430783,0.01971098874,0.02765108639,0.4056776557,9.89E-81,W,1,-0.002937430544,0.004482466474,0.0006511738279,0.00693317205,0.3406593407,1.49E-56,W,1,-0.00895801713,0.006713299677,-0.001095191648,0.01002502205,0.4413919414,4.89E-96,W,1,-0.006020586587,0.005691621734,-0.001746365476,0.006424289967,0.3205128205,5.43E-50,W,1,6,1
MCG-02-02-030,SW,E,W,i,FALSE,0.04150651903,0.02462607356,0.02960373322,0.02325053993,0.2947470875,2.29E-63,W,1,0.05758379378,0.03477160566,0.03735683279,0.03060886674,0.3507374055,4.06E-90,W,1,0.06508839827,0.04494661578,0.04066662325,0.04106750768,0.3543503887,4.90E-92,W,1,0.01607727475,0.01300059347,0.007753099571,0.01054872042,0.3367689808,5.25E-83,W,1,0.02358187923,0.02284882582,0.01106289003,0.02058295848,0.3093148993,7.26E-70,W,1,0.007504604486,0.01469633201,0.003309790458,0.01442640169,0.1481778481,3.12E-16,W,1,6,1
MCG-02-51-004,NE,NE,SW,i,FALSE,0.009891779531,0.01263327955,0.01404449604,0.009446989635,0.157530642,1.58E-20,NE,1,-0.001893248933,0.01916241705,0.006695892856,0.01238954394,0.2152941296,4.43E-38,NE,1,-0.003425272758,0.01766061378,0.00842021623,0.01442417768,0.3019657182,4.59E-75,NE,1,-0.01178502846,0.01108427834,-0.007348603185,0.009184887609,0.1676104269,3.39E-23,NE,1,-0.01331705229,0.01323419134,-0.00562427981,0.01617839546,0.2123322281,4.46E-37,NE,1,-0.001532023826,0.01482417939,0.001724323374,0.01723199459,0.09430176156,1.25E-07,NE,1,6,1
NGC1035,NE,E,W,i,FALSE,-0.0007689895936,0.03095080388,0.003910328885,0.02671152105,0.09939202188,2.49E-18,E,1,0.01324355229,0.04358792478,0.03377853873,0.03286271276,0.2514664493,6.01E-116,E,1,-0.01396764541,0.06521559578,0.01422166781,0.05503873288,0.2182850584,2.91E-87,E,1,0.01401254188,0.02763210527,0.02986820984,0.02219942739,0.2650898558,7.65E-129,E,1,-0.01319865581,0.05320459058,0.01031133893,0.04778939819,0.2041689565,2.85E-76,E,1,-0.02721119769,0.0455267599,-0.01955687091,0.04474605399,0.06445985406,5.90E-08,E,1,6,1
NGC1056,SW,NE,SW,i,FALSE,0.03704476909,0.02643830351,0.02168145232,0.02180320756,0.4473282443,2.33E-118,SW,1,0.05311395013,0.03807721542,0.02439090012,0.03066734817,0.6015267176,7.54E-221,SW,1,0.06029275498,0.04271733734,0.02160779805,0.03419959548,0.6740458015,3.92E-283,SW,1,0.01606918104,0.0122359356,0.002709447805,0.01110281253,0.6687022901,3.43E-278,SW,1,0.02324798589,0.01705270276,-7.37E-05,0.01646742127,0.7580152672,0.00E+00,SW,1,0.00717880485,0.006363885559,-0.002783102075,0.008081979518,0.6190839695,5.15E-235,SW,1,6,1
NGC1084,SE,NW,SE,i,FALSE,0.006688253621,0.008682478816,0.004176036637,0.01154095884,0.1682612479,1.18E-28,SE,1,0.01210058389,0.01190304455,0.005041533121,0.01646985098,0.2410544029,1.25E-58,SE,1,0.02723527928,0.01987783812,0.01699868484,0.02895747794,0.3091177241,1.09E-96,SE,1,0.005412330268,0.006626748908,0.0008654964845,0.008579266167,0.2581146127,2.81E-67,SE,1,0.02054702566,0.01581746427,0.0128226482,0.02126331712,0.3042434884,1.16E-93,SE,1,0.0151346954,0.01265785644,0.01195715172,0.01740095953,0.2665161037,1.03E-71,SE,1,6,1
NGC1093,N,NE,SW,i,FALSE,0.004171123619,0.007858980192,0.007582748756,0.008395374365,0.1755183022,7.45E-15,NE,1,0.01314930278,0.01132361101,0.01572110462,0.01111416082,0.117619777,6.66E-07,NE,1,0.006159582745,0.01456063705,0.01122670866,0.01427970469,0.1417719987,7.81E-10,NE,1,0.008978179166,0.0105189189,0.008138355862,0.009141626417,0.06902250484,0.01153093182,SW,-1,0.001988459127,0.01354672232,0.003643959899,0.01252088562,0.06395762227,0.02380031258,NE,1,-0.006989720039,0.01081557007,-0.004494395963,0.01027028851,0.1042627602,1.62E-05,NE,1,4,1
NGC1097,SW,NE,SW,i,FALSE,0.06240328076,0.04198036832,0.01824165273,0.02904410959,0.6363444387,0.00E+00,SW,1,0.09637325456,0.05150909617,0.03663769624,0.03769210595,0.6023763151,3.63E-303,SW,1,0.08200685972,0.05946640221,0.008290673693,0.05057207393,0.6079089475,0.00E-02,SW,1,0.0339699738,0.01716804428,0.01839604351,0.01630485291,0.4168679629,8.91E-140,SW,1,0.01960357896,0.0217973718,-0.009950979036,0.0285647146,0.5219705118,1.63E-223,SW,1,-0.01436639484,0.02139261291,-0.02834702254,0.03294342544,0.2106383629,3.05E-35,SW,1,6,1
