name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,g-y_pos_mean,g-y_neg_mean,g-y_mean_diff,g-y_ks_stat,g-y_ks_pval,g-y_label,g-y_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,r-y_pos_mean,r-y_neg_mean,r-y_mean_diff,r-y_ks_stat,r-y_ks_pval,r-y_label,r-y_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,i-y_pos_mean,i-y_neg_mean,i-y_mean_diff,i-y_ks_stat,i-y_ks_pval,i-y_label,i-y_score,z-y_pos_mean,z-y_neg_mean,z-y_mean_diff,z-y_ks_stat,z-y_ks_pval,z-y_label,z-y_score,total,score
IC 4566,sw,NE,SW,0.008716628040099624,0.005002697425415521,0.003713930614684103,0.4855072463768116,1.202932365491954e-20,SW,1,0.013066667364563843,0.008033370223908393,0.00503329714065545,0.44633152173913043,2.126419693773271e-17,SW,1,0.018177385023963235,0.01131858040400096,0.0068588046199622756,0.44519927536231885,2.6066349548259436e-17,SW,1,0.016842851853957296,0.010120698436250864,0.006722153417706432,0.4051177536231884,2.4647400969197328e-14,SW,1,0.00435003932446422,0.0030306727984928733,0.001319366525971347,0.2701539855072464,1.5184166816165853e-06,SW,1,0.009460756983863611,0.006315882978585439,0.0031448740052781718,0.31929347826086957,5.391386630212612e-09,SW,1,0.00812622381385767,0.005118001010835345,0.0030082228030223254,0.25905797101449274,4.735414430374456e-06,SW,1,0.005110717659399391,0.003285210180092566,0.0018255074793068248,0.19995471014492755,0.0008859047322989738,SW,1,0.00377618448939345,0.0020873282123424716,0.0016888562770509784,0.1741394927536232,0.0056611135320893055,SW,1,-0.0013345331700059411,-0.0011978819677500945,-0.00013665120225584662,0.07246376811594203,0.6705808688504875,NE,-1,8,1
IC1151,nw,NW,SE,0.017899356545611117,0.010555934137836584,0.007343422407774533,0.21344862896802821,5.4597960103850015e-08,SE,-1,0.020066742685503697,0.01596209430792759,0.004104648377576108,0.12582489475480715,0.0045706895360605035,SE,-1,0.021202137548681627,0.016303085524953517,0.004899052023728111,0.14412902491751053,0.0007040271471104845,SE,-1,0.01928950193341622,0.016837899516524767,0.0024516024168914526,0.12397599271817045,0.005515358831784943,SE,-1,0.002167386139892581,0.0054061601700910004,-0.0032387740301984195,0.12959381044487428,0.00324923950973652,NW,1,0.003302781003070509,0.00574715138711693,-0.0024443703840464214,0.14043122084423712,0.0010799963034245836,NW,1,0.0013901453878050994,0.006281965378688181,-0.004891819990883082,0.14569348048697237,0.0006087723389432557,NW,1,0.001135394863177927,0.00034099121702592866,0.0007944036461519984,0.14027477528729093,0.0010903291246610722,SE,-1,-0.0007772407520874819,0.0008758052085971789,-0.0016530459606846609,0.0758334281488224,0.21550824980073321,NW,1,-0.0019126356152654096,0.0005348139915712502,-0.00244744960683666,0.13323472522471272,0.002249903564719076,NW,1,0,0
IC1199,ne,E,W,0.008602595376348218,0.01583478612019459,-0.007232190743846373,0.2608442657638595,0.0001234887527955109,E,1,0.010584894620447058,0.024605481663082778,-0.01402058704263572,0.38743123148539993,1.0467603413336367e-09,E,1,0.021630341545716907,0.03897602762888843,-0.017345686083171524,0.4328184511214558,4.124533525979665e-12,E,1,0.009591854449747514,0.02925486569111702,-0.019663011241369505,0.3916102412187897,5.23913092948519e-10,E,1,0.0019822992440988387,0.008770695542888193,-0.006788396298789355,0.49227676682183663,8.874579443527085e-16,E,1,0.013027746169368692,0.02314124150869384,-0.010113495339325148,0.34876216673719845,5.63436678251626e-08,E,1,0.0009892590733992966,0.013420079570922434,-0.012430820497523138,0.4924354633939907,8.533646705671391e-16,E,1,0.011045446925269852,0.01437054596580565,-0.0033250990405357967,0.24307024968260685,0.00045165106202347556,E,1,-0.0009930401706995421,0.004649384028034243,-0.005642424198733785,0.3573846804909014,2.555776303358223e-08,E,1,-0.012038487095969394,-0.009721161937771405,-0.0023173251581979897,0.12415361828184511,0.21377878561003932,E,1,10,1
IC1256,n,N,S,-0.001967001504959222,0.0011211977613868327,-0.0030881992663460544,0.1993006993006993,0.0051177802277865185,N,1,-0.03590986474494271,-0.02931985707153941,-0.0065900076734033,0.21338383838383837,0.0021192976064247603,N,1,-0.013904946231632862,-0.007779271539148606,-0.006125674692484256,0.1558857808857809,0.05504430440082261,N,1,-0.03141189553032058,-0.022252859601596207,-0.009159035928724375,0.18463480963480963,0.012589403123912348,N,1,-0.033942863239983495,-0.030441054832926244,-0.003501808407057251,0.22659285159285159,0.000977530498560774,N,1,-0.01193794472667364,-0.008900469300535438,-0.0030374754261382024,0.09518259518259518,0.48556222084294515,N,1,-0.02944489402536136,-0.023374057362983036,-0.006070836662378325,0.18453768453768454,0.012756791422515765,N,1,0.022004918513309858,0.021540585532390806,0.0004643329809190522,0.2010003885003885,0.004556028507654948,S,-1,0.004497969214622139,0.0070669974699432035,-0.0025690282553210647,0.14515345765345766,0.08027096536652657,N,1,-0.017506949298687718,-0.014473588062447605,-0.0030333612362401126,0.17822455322455322,0.01696654073239469,N,1,8,1
IC1528,se,N,S,-0.03138038672899265,0.0406080272641936,-0.07198841399318626,0.46271929824561403,9.714929542560279e-30,N,-1,0.03597777506788543,0.047141651275823884,-0.011163876207938454,0.25848966475594926,2.2341344801839134e-09,N,-1,0.04314476761575372,0.049949948779590254,-0.006805181163836535,0.14038344623936078,0.004166425641719729,N,-1,0.05587786150689944,0.06753610687603999,-0.011658245369140549,0.21609562272016675,9.390855530790241e-07,N,-1,0.06735816179687806,0.006533624011630274,0.06082453778524779,0.37059232239013373,5.082366121365202e-19,S,1,0.07452515434474635,0.00934192151539665,0.06518323282934971,0.38705054715997916,9.70786887886766e-21,S,1,0.08725824823589211,0.026928079611846383,0.06033016862404572,0.3576189855827688,7.702327373660751e-18,S,1,0.007166992547868291,0.002808297503766377,0.004358695044101914,0.21203534827166928,2.020343338721891e-06,S,1,0.01990008643901402,0.020394455600216105,-0.0004943691612020844,0.07668924787215564,0.31599947910241094,N,-1,0.012733093891145724,0.017586158096449728,-0.004853064205304004,0.21535739100225812,1.3045103380434996e-06,N,-1,-2,-1
IC2095,se,NW,SE,-0.01036599502582082,-0.02056880537409565,0.010202810348274829,0.2328767123287671,0.03783215808236792,SE,1,-0.08853710259231294,-0.12011189590411947,0.03157479331180653,0.2876712328767123,0.00455662482534053,SE,1,-0.0899460205895504,-0.11832311616140133,0.028377095571850933,0.2328767123287671,0.03783215808236792,SE,1,-0.1009984183330243,-0.12276612301855358,0.021767704685529285,0.2054794520547945,0.0916560140894893,SE,1,-0.07817110756649212,-0.09954309053002383,0.02137198296353171,0.2191780821917808,0.059734133940186146,SE,1,-0.07958002556372958,-0.09775431078730568,0.0181742852235761,0.2054794520547945,0.0916560140894893,SE,1,-0.09063242330720349,-0.10219731764445794,0.011564894337254453,0.1506849315068493,0.3806724213902509,SE,1,-0.0014089179972374606,0.0017887797427181631,-0.003197697739955624,0.136986301369863,0.5028133139923099,NW,-1,-0.01246131574071136,-0.002654227114434096,-0.009807088626277263,0.1643835616438356,0.2788029160571654,NW,-1,-0.0110523977434739,-0.004443006857152258,-0.0066093908863216425,0.1643835616438356,0.2788029160571654,NW,-1,4,1
IC2163,s,NE,SW,0.06759655348729289,0.05037766994010695,0.01721888354718594,0.17350157728706625,0.00013877790901548794,SW,1,0.10164052288922779,0.07453137994523033,0.027109142943997452,0.1861198738170347,3.248895208951891e-05,SW,1,0.1241138115601136,0.09330144525888213,0.030812366301231464,0.19242902208201892,1.5116643911467898e-05,SW,1,0.11399036055856623,0.08252018008823245,0.031470180470333786,0.17665615141955837,9.747938917442967e-05,SW,1,0.0340439694019349,0.02415371000512339,0.009890259396811513,0.2113564668769716,1.301136575452585e-06,SW,1,0.05651725807282071,0.042923775318775184,0.013593482754045524,0.22082018927444794,3.492648839076217e-07,SW,1,0.04639380707127332,0.03214251014812549,0.014251296923147833,0.20504731861198738,3.02537087246194e-06,SW,1,0.022473288670885803,0.01877006531365179,0.0037032233572340117,0.2302839116719243,8.832977687725485e-08,SW,1,0.012349837669338429,0.0079888001430021,0.004361037526336329,0.15772870662460567,0.0007364014767052726,SW,1,-0.010123451001547377,-0.01078126517064969,0.0006578141691023134,0.0694006309148265,0.43056102842546656,SW,1,10,1
IC2487,ne,E,W,0.013569647319169776,0.02202912226244137,-0.008459474943271593,0.206843853820598,0.0009495895091210627,E,1,-0.0027512372544067467,0.018282778954402237,-0.021034016208808983,0.3995348837209302,7.261229564549538e-13,E,1,0.013330161423224011,0.043388835855833835,-0.030058674432609823,0.40162790697674416,4.10783404819378e-13,E,1,-0.014556763976764621,0.018146860424721512,-0.03270362440148614,0.42900332225913623,7.715440614191563e-15,E,1,-0.01632088457357652,-0.0037463433080391286,-0.012574541265537392,0.33578073089701,3.638733075252371e-09,E,1,-0.00023948589594576512,0.021359713593392463,-0.02159919948933823,0.5216279069767442,4.281085509168705e-22,E,1,-0.028126411295934396,-0.0038822618377198567,-0.02424414945821454,0.5057807308970099,6.869099764445818e-21,E,1,0.016081398677630757,0.025106056901431594,-0.009024658223800837,0.2777408637873754,2.1368320932362594e-06,E,1,-0.011805526722357875,-0.0001359185296807282,-0.011669608192677147,0.40435215946843855,3.3902594890502154e-13,E,1,-0.027886925399988625,-0.02524197543111232,-0.002644949968876306,0.15219269102990032,0.030889920211364334,E,1,10,1
IC467,se,N,S,0.18523244458608845,0.1854971959893272,-0.00026475140323875546,0.11012987012987013,0.0023209347007109855,N,-1,0.20553713688864336,0.19985194812115673,0.0056851887674866375,0.13035631035631035,0.0001565727267875186,S,1,0.14590656504734015,0.15632649377003113,-0.010419928722690985,0.0742990342990343,0.09046572425521117,N,-1,0.2042574254371858,0.19612860861872652,0.008128816818459283,0.11802863802863803,0.0008530831280450533,S,1,0.020304692302554894,0.014354752131829518,0.005949940170725376,0.15930735930735931,1.4857135398207346e-06,S,1,-0.039325879538748325,-0.02917070221929606,-0.010155177319452265,0.13084915084915086,0.00014559859799967458,N,-1,0.019024980851097346,0.0106314126293993,0.008393568221698046,0.14187812187812188,2.7504905700490798e-05,S,1,-0.05963057184130321,-0.04352545435112557,-0.016105117490177637,0.15232101232101233,4.996921266666247e-06,N,-1,-0.0012797114514575473,-0.0037233395024302207,0.0024436280509726733,0.03884781884781885,0.7815646915424477,S,1,0.05835086038984567,0.03980211484869535,0.018548745541150317,0.1942990342990343,1.5267706473239935e-09,S,1,2,1
IC5309,se,W,E,0.015641761336631855,0.013360067566284214,0.002281693770347641,0.23294206264515724,8.621849756986718e-05,E,1,-0.031900954341073796,-0.037788444109106416,0.005887489768032619,0.2104073818341598,0.0005580552737245125,E,1,0.028315031287076544,0.02213995789258165,0.006175073394494895,0.28287615341158745,8.504732227475648e-07,E,1,0.033082147794601835,0.02436388195428336,0.008718265840318474,0.33980917707614083,8.731462848425018e-10,E,1,-0.04754271567770565,-0.051148511675390626,0.003605795997684978,0.14729144435377567,0.038111656536416974,E,1,0.012673269950444689,0.00877989032629743,0.003893379624147259,0.2166844516979474,0.000314783597428213,E,1,0.017440386457969973,0.011003814387999144,0.006436572069970829,0.28871382838490994,4.21202261185219e-07,E,1,0.060215985628150344,0.059928402001688065,0.00028758362646227886,0.1138032766304689,0.1829969989862816,E,1,0.06498310213567562,0.06215232606338977,0.002830776072285851,0.11879354717218002,0.14902824060364592,E,1,0.004767116507525284,0.002223924061701716,0.002543192445823568,0.14195593496955622,0.05004629531401281,E,1,10,1
