name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_pos_std,g-r_neg_mean,g-r_neg_std,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_pos_std,g-i_neg_mean,g-i_neg_std,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_pos_std,g-z_neg_mean,g-z_neg_std,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,r-i_pos_mean,r-i_pos_std,r-i_neg_mean,r-i_neg_std,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_pos_std,r-z_neg_mean,r-z_neg_std,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,i-z_pos_mean,i-z_pos_std,i-z_neg_mean,i-z_neg_std,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,total,score
IC1683,W,E,W,-0.0025904066093037884,0.009020295856507345,-0.005737779854608018,0.010188545345161903,0.16019959782527743,1.2121090506421722e-05,W,1,-0.0020526300383408792,0.012216719598874309,-0.006785161169596967,0.00976483687016613,0.17738046473523497,7.884098464787671e-07,W,1,-0.0034254952062126036,0.01800611314493006,-0.013861158682310528,0.012738156632953579,0.3351688761450808,1.679139270166455e-23,W,1,0.0005377765709629088,0.00814096936505262,-0.0010473813149889505,0.007533886513929561,0.1562476725999851,2.1624672539604148e-05,W,1,-0.000835088596908815,0.01435061846587885,-0.00812337882770251,0.009026245200576304,0.3266785208907425,2.583263876917227e-22,W,1,-0.0013728651678717241,0.008165978242997475,-0.00707599751271356,0.006756504650812087,0.3290617785059954,8.949526151776166e-23,W,1,6,1
IC1755,SW,NE,SW,0.011973470835157526,0.008103069290081628,0.01078162038638307,0.005569183321186565,0.12249733082515633,0.002266851706865458,SW,1,0.01783821505826091,0.012266320579851959,0.018865801449840024,0.011111879639222833,0.07403528394936194,0.1638338189003868,NE,-1,0.0186827203025562,0.01633492812323375,0.01891109238892638,0.01494224587464982,0.07592150083888352,0.1443162375185493,NE,-1,0.005864744223103382,0.0075298604536837505,0.008084181063456956,0.007820737488704679,0.16881895368346128,5.1766168961407125e-06,NE,-1,0.006709249467398668,0.012747953388386432,0.008129472002543317,0.011718660683588877,0.1141542528852509,0.005510474072303415,NE,-1,0.0008445052442952875,0.007230658742733029,4.529093908635907e-05,0.006137143441815462,0.04415069398545935,0.7546133212273438,SW,1,-2,-1
IC2101,NE,NE,SW,0.05930972740742756,0.09768327863144638,0.052980664509527285,0.04895219560233208,0.1875,5.739816371472182e-12,SW,-1,0.11364054324722016,0.14378827496694968,0.09957159160594622,0.0680221042510283,0.19680851063829788,3.7728284734841445e-13,SW,-1,0.12522689539629148,0.16705470663228453,0.12041910197677212,0.08002685405002902,0.22340425531914893,7.479469938543455e-17,SW,-1,0.05433081583979259,0.056762098297229634,0.046590927096418946,0.028458055367907804,0.11702127659574468,6.629031376712862e-05,SW,-1,0.06591716798886395,0.08307384872060143,0.06743843746724482,0.04464749031829136,0.1595744680851064,9.009329147957615e-09,NE,1,0.01158635214907134,0.03420513722555247,0.02084751037082587,0.022140243526954498,0.19414893617021275,8.326093112664053e-13,NE,1,-2,-1
IC5376,W,W,E,0.0011490956872815584,0.00844834396450562,0.013248866748572927,0.008451701800816808,0.706243543294484,1.3881494394577153e-178,W,1,0.00794628728195563,0.010909675643854554,0.0275384194451737,0.022780943411454195,0.6484842201754769,9.610495197254785e-148,W,1,0.00719374133713955,0.01478826312517121,0.032678460182969125,0.02899105278244101,0.6768373419471241,2.6260270985779866e-162,W,1,0.0067971915946740714,0.008729298768667966,0.014289552696600774,0.014900575349303594,0.4470441020268599,3.122594648666361e-67,W,1,0.006044645649857992,0.011424339432075117,0.019429593434396198,0.021101988912826268,0.5488581634583206,3.300156631388501e-103,W,1,-0.000752545944816081,0.005138654648936318,0.005140040737795426,0.006701355978412593,0.5995514863154219,1.2819254027578124e-124,W,1,6,1
MCG-02-02-030,SW,E,W,0.04456158095663035,0.022843201617853835,0.02031274402626602,0.021213199121901487,0.52382302128781,2.164703725738447e-116,W,1,0.06497337353886043,0.03089396555229586,0.02672470530271933,0.026762173152615386,0.5962226581944892,5.52688167500195e-153,W,1,0.0672125476761318,0.03529707604844207,0.014306410264071432,0.030623061846876805,0.6449860911832743,2.1412794965723562e-181,W,1,0.020411792582230092,0.010086482233101943,0.006411961276453309,0.00880751914464986,0.6103212204620655,7.189059812396246e-161,W,1,0.022650966719501446,0.016086707278441838,-0.006006333762194589,0.01792958474930596,0.6818834001932593,1.2061238667665914e-205,W,1,0.002239174137271356,0.01108610104423037,-0.012418295038647898,0.014743144261880137,0.47820913004011595,4.6257340316706985e-96,W,1,6,1
MCG-02-51-004,NE,NE,SW,0.019645209778243224,0.016008833990249424,0.0343135566884073,0.01389034769411071,0.43428912783751494,1.5269154653265582e-71,NE,1,0.01450740323782824,0.029078078232948196,0.03717878377240073,0.017304893014266024,0.4382701826250213,6.671036001938287e-73,NE,1,0.01086023973709625,0.02198108459856153,0.03613510538941844,0.021817661574806527,0.518079023724185,4.357394715793987e-103,NE,1,-0.005137806540414984,0.0165517632078418,0.002865227083993425,0.009114854246551934,0.2694401775046936,2.5952089341227935e-27,NE,1,-0.008784970041146976,0.012043468581796524,0.0018215487010111485,0.014470540936413628,0.35336234852363885,6.222850308579786e-47,NE,1,-0.0036471635007319903,0.0180246793110509,-0.0010436783829822773,0.017567284912981245,0.11521164021164021,2.561301232621097e-05,NE,1,6,1
NGC1035,NE,NE,SW,0.04607915366664373,0.04166051111972574,0.06352831859905742,0.03552790096701757,0.2545182050603897,3.582973317027985e-57,NE,1,0.038150982577128296,0.0620341569391405,0.06894731564821116,0.04858190131046478,0.35284946033425274,1.2497234785654447e-110,NE,1,0.02792489007045894,0.07836362956595931,0.08089292694289717,0.06126723742389837,0.4050528330877445,1.1090655349398512e-146,NE,1,-0.007928171089515443,0.027793431050198106,0.005418997049153735,0.02292635693489773,0.28760217125728893,4.0538924756208435e-73,NE,1,-0.018154263596184796,0.04630614847672707,0.017364608343839755,0.03850822872583165,0.3859271293812421,7.202098929271323e-133,NE,1,-0.010226092506669348,0.03273540848883597,0.01194561129468602,0.03225357823546688,0.2830845959118903,8.007366046103984e-71,NE,1,6,1
NGC1056,SW,E,W,0.04306162225758654,0.03948041871641429,0.017200798394877457,0.028814352630928162,0.6872829200945374,4.1267951012496617e-175,W,1,0.06809818613336459,0.06516273386575769,0.03035262256973234,0.04925524845870139,0.6571031720827302,2.4622026871625124e-158,W,1,0.08030460906718309,0.073862618095361,0.02866937349546938,0.056549451974000624,0.7141398203522753,1.713856528661205e-190,W,1,0.025036563875778045,0.02641284646225436,0.013151824174854887,0.022172352939548626,0.5121815464947967,5.618871321558018e-93,W,1,0.03724298680959655,0.035063361322043796,0.011468575100591925,0.029149253791193656,0.6973250072708188,1.4145060182181063e-180,W,1,0.012206422933818501,0.009298124909653515,-0.0016832490742629644,0.010933874261184733,0.7536629883566612,1.172569833982031e-215,W,1,6,1
NGC1084,SE,NW,SE,0.02526995305159521,0.015422006398100319,0.026284216600277587,0.01979867722570998,0.1592370496638121,1.5624250236100028e-19,NW,-1,0.01615697973326629,0.02559517770692494,0.02743915045151827,0.027791342058584655,0.2068532949118606,9.48202435530106e-33,NW,-1,0.03091446514806066,0.027778902110331898,0.03442218937398337,0.03269706533749416,0.12718217730697945,1.266554399331469e-12,NW,-1,-0.009112973318328922,0.01584311259275402,0.0011549338512406812,0.01107352219951632,0.3410575375082863,4.7539609410174784e-89,NW,-1,0.005644512096465451,0.01676400095237517,0.00813797277370578,0.014943615136952398,0.09001582856447096,1.539307171012036e-06,NW,-1,0.014757485414794371,0.007475968481943288,0.0069830389224651,0.006963757992817217,0.4032962647293586,2.1271150876983615e-125,SE,1,-4,-1
NGC1093,N,N,S,0.018377641068572734,0.01565059717742878,0.022755942691172513,0.01787783833544773,0.13388931529939394,8.046080556852349e-06,N,1,0.013051606433002369,0.0169596909367756,0.019624495465148654,0.01550112236612962,0.2267013241658658,7.57951404111892e-16,N,1,0.011042997863463072,0.020018459051617386,0.019111886442319714,0.017985888839804974,0.21206003573248366,6.610882303578596e-14,N,1,-0.005326034635570367,0.010933240958784857,-0.003131447226023854,0.008494765240413493,0.1140365021725436,0.0002550765880382748,N,1,-0.007334643205109663,0.012698494697853467,-0.003644056248852798,0.011130384507801303,0.15236184837129105,2.2628233540719948e-07,N,1,-0.0020086085695392975,0.009429933204157283,-0.0005126090228289437,0.009421245846987496,0.09693134934200201,0.0029597015461538534,N,1,6,1
