name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_pos_std,g-r_neg_mean,g-r_neg_std,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_pos_std,g-i_neg_mean,g-i_neg_std,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_pos_std,g-z_neg_mean,g-z_neg_std,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,r-i_pos_mean,r-i_pos_std,r-i_neg_mean,r-i_neg_std,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_pos_std,r-z_neg_mean,r-z_neg_std,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,i-z_pos_mean,i-z_pos_std,i-z_neg_mean,i-z_neg_std,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,total,score
NGC4586,NE,NE,SW,0.017913885222688882,0.019298595600125187,0.05022301313340777,0.053403026402233635,0.33662653262835335,4.0033564820516254e-151,NE,1,0.026408315102318138,0.028369356860492675,0.06822815323210904,0.07410579881075809,0.3138763331947869,3.526440336910486e-131,NE,1,0.02743616953288037,0.03240784835552671,0.073195858667667,0.08216840856812264,0.3025312234879981,9.151252699990454e-122,NE,1,0.008494429879629258,0.010301262408276555,0.018005140098701272,0.021224785682038477,0.2531667784442471,4.9563959667199265e-85,NE,1,0.009522284310191488,0.014337661956733716,0.022972845534259215,0.029244246117439573,0.24052887715847543,1.0282961740955046e-76,NE,1,0.001027854430562231,0.005479348863789279,0.004967705435557946,0.008550793208384552,0.20081199618171636,2.0023632710505997e-53,NE,1,6,1
NGC4602,S,NE,SW,0.003313644243649107,0.009809374310989074,-0.008390798801026238,0.012216929838592112,0.4568146387177483,8.969507273730792e-156,SW,1,-0.0008246024568683944,0.01785069759307066,-0.019873983110946517,0.025695883131532163,0.4265116306354796,3.5419378416335955e-135,SW,1,0.0014915578709062793,0.020884286028854608,-0.02646036303522817,0.031277519797313566,0.48466480803328527,3.45096897834732e-176,SW,1,-0.004138246700517501,0.011708815120709575,-0.01148318430992028,0.015304854432901537,0.28601016626507086,6.048098953023934e-60,SW,1,-0.001822086372742828,0.014471811668464013,-0.018069564234201932,0.02134189521082469,0.4217001802414855,4.944465967691968e-132,SW,1,0.0023161603277746744,0.009696886693548106,-0.00658637992428165,0.010896268588302945,0.3406688733660574,1.3361625007812396e-85,SW,1,6,1
NGC470,SW,W,E,-0.00380802442145007,0.010891742697687123,-0.004721197554646305,0.01780242535740674,0.07056798623063683,0.0061227459997040086,E,-1,-0.007391227246534238,0.020786313702371988,-0.004064962858161936,0.03107144237058881,0.15748709122203097,5.467589982752161e-13,W,1,-0.011245524271498079,0.027948335424180817,-0.0035297948428616405,0.0384686065280714,0.22719449225473323,1.0838837062691884e-26,W,1,-0.0035832028250841683,0.010512789513354555,0.00065623469648437,0.017226422699515527,0.21686746987951808,2.440041747717756e-24,W,1,-0.007437499850048011,0.017858213467818903,0.0011914027117846645,0.026901863936067808,0.33304647160068845,1.8498130504384422e-57,W,1,-0.003854297024963843,0.008289673266244845,0.0005351680153002949,0.011743132001424171,0.2495697074010327,3.532890784833304e-32,W,1,4,1
NGC4771,NE,NE,SW,0.016678136319009492,0.04560701185671671,0.05851152925414697,0.05036562365413665,0.43333333333333335,1.4510726162351684e-230,NE,1,0.02512502441607626,0.05340732169683821,0.08680758222205974,0.0486593676047203,0.4575091575091575,5.099509840241144e-258,NE,1,0.009931856508932631,0.06901125345386667,0.08732575366296594,0.06626975502875965,0.4611721611721612,2.4895310449746046e-262,NE,1,0.00844688809706677,0.03278257738145803,0.028296052967912766,0.03345627419933543,0.3395604395604396,7.36896424860372e-140,NE,1,-0.006746279810076861,0.04547007503523303,0.02881422440881897,0.04233134377550595,0.3663003663003663,3.066640378501732e-163,NE,1,-0.015193167907143632,0.034003193642996005,0.0005181714409062073,0.032370185744727796,0.21831501831501832,2.2152234852535535e-57,NE,1,6,1
NGC4800,W,NW,SE,0.0017500377985561406,0.009847369993323763,0.013268176198991292,0.010516401663780088,0.5500625782227785,7.367694071481159e-53,NW,1,0.010965813171275767,0.018024177110869434,0.035979351662261655,0.027548324747989093,0.5048924792354079,3.5962436966011834e-44,NW,1,0.016581310063448953,0.02372039631418577,0.04499165298542428,0.03423478311406219,0.45933837751735124,2.212560095244986e-36,NW,1,0.009215775372719627,0.010624153124290393,0.022711175463270363,0.018038809681039093,0.401097963363295,1.47896152630481e-27,NW,1,0.014831272264892812,0.01763944356146658,0.03172347678643298,0.024671229697066466,0.4089060188872454,1.1142027627837416e-28,NW,1,0.005615496892173186,0.00998627976471443,0.009012301323162619,0.008457253285697294,0.37364887928091933,6.02719419906334e-24,NW,1,6,1
NGC4845,SE,N,S,0.07304690584989654,0.041164851280373276,0.03473940138497185,0.029692542493983738,0.4741453294699136,0.0,S,1,0.09833743159113079,0.05870000363628204,0.049768969090152035,0.04592465374571658,0.45460912753019805,1.6049898005701559e-301,S,1,0.10696652602617056,0.06509116801736799,0.052343225427267624,0.05127820345782064,0.4570858185950919,6.106013660491819e-305,S,1,0.025290525741234242,0.018057527775096983,0.015029567705180179,0.0186505498492276,0.3898711829529956,1.091197194775402e-219,S,1,0.03391962017627404,0.02452328565994678,0.017603824042295768,0.024566791985648588,0.3989291133727528,3.3348363163105523e-230,S,1,0.008629094435039796,0.007008748422106959,0.002574256337115587,0.010138286090700697,0.33685804307410383,5.819428223526018e-163,S,1,6,1
NGC5443,SE,NW,SE,0.013276439485766296,0.009959817790909558,0.006709797032122154,0.0074176592608973125,0.32826227606362807,3.249785680880314e-96,SE,1,0.021116398239538106,0.017186149604235895,0.011708093459361342,0.011798806724189946,0.3359525243736475,5.163038590349083e-101,SE,1,0.024418262149338985,0.02335620718005414,0.013971681474911802,0.017019932204568603,0.29560790962972877,5.537048347713696e-78,SE,1,0.007839958753771812,0.008615902393734783,0.004998296427239186,0.0062729764067651,0.24879712052592048,3.7856620349681166e-55,SE,1,0.01114182266357269,0.015047683559763724,0.007261884442789652,0.012502664817567054,0.2149350407900706,3.577629734873074e-41,SE,1,0.0033018639098008787,0.007468150636831396,0.0022635880155504637,0.007610536389728912,0.11877086912225122,8.226805985902904e-13,SE,1,6,1
NGC5522,SE,NW,SE,0.032638306343541985,0.020386017924511918,0.020041037923112515,0.020501377475384823,0.23988493754166304,2.53171114513936e-19,SE,1,0.05852509190534342,0.036720530599570374,0.037321330454262155,0.02842138653451532,0.21173158855751673,4.058659722912614e-15,SE,1,0.06707230635042573,0.04519306700317686,0.03865403454547673,0.03390401710616181,0.23466437701069473,1.7538342731668304e-18,SE,1,0.025886785561801445,0.017843815575494075,0.01728029253114964,0.010611189484790551,0.21728183056545808,7.051284863381945e-16,SE,1,0.034434000006883736,0.026494746147557768,0.018612996622364222,0.015519260932323656,0.2633357968872272,3.931670291314618e-23,SE,1,0.008547214445082295,0.009653055573754586,0.0013327040912145792,0.007800168670865046,0.3025026809262963,1.8258554156810087e-30,SE,1,6,1
NGC5533,SE,W,E,0.009150364419571016,0.011086951169907077,0.0010772200877685349,0.005275256841544586,0.672124681303521,1.490574586778718e-220,E,1,0.007877703150131669,0.007271435593455544,-0.0015600194757377647,0.006502442042957527,0.7023937011474979,2.6005431076435587e-243,E,1,0.004274123571697169,0.005424397865601583,-0.0063242130577713775,0.010590584526619729,0.6052174758095558,2.3629091045541546e-175,E,1,-0.0012726612694393463,0.005071573589612633,-0.0026372395635062993,0.004811405809864945,0.2672267594522803,1.0633159957178666e-32,E,1,-0.0048762408478738445,0.009307820460828824,-0.007401433145539913,0.008833523692358672,0.24002942106807623,2.0941852214782865e-26,E,1,-0.003603579578434498,0.0054029946653869985,-0.004764193582033615,0.0054989104484403,0.1557058579175829,2.5720388894392948e-11,E,1,6,1
NGC5559,SE,NW,SE,0.038165476097344664,0.021202384632589843,-0.0003561380788632201,0.022170364399217983,0.7128083200273501,6.977692098140192e-176,SE,1,0.0664901469602536,0.032146554774266194,0.010864136413010378,0.028374010680320347,0.7239484388293843,3.679447859184781e-182,SE,1,0.07984250354466081,0.042440733613428004,0.01135457653008108,0.03390436917605232,0.7002288240618796,5.2321334260287184e-169,SE,1,0.02832467086290894,0.013471626226104063,0.011220274491873598,0.009994087057279763,0.576156843548832,1.7117625685426274e-110,SE,1,0.041677027447316155,0.02434362059966555,0.011710714608944297,0.016782466064072972,0.5875106350741833,1.1208998779690204e-115,SE,1,0.01335235658440721,0.013408044603841814,0.0004904401170706995,0.0103614310343325,0.42996585121385533,4.597354899309546e-60,SE,1,6,1
NGC5587,SW,E,W,0.012047787722003206,0.00820224662326438,0.006080086440499582,0.010074923208930869,0.5611876333785067,1.0938134349667447e-147,W,1,0.017860767176310816,0.011831793883717615,0.008395573680821198,0.014200191287174872,0.6356673598454756,8.027212592868291e-193,W,1,0.014258679276036437,0.009784803351998812,0.002812970337950259,0.012644584479203178,0.6287014969546864,2.797211093531061e-188,W,1,0.005812979454307608,0.004631528064682406,0.0023154872403216165,0.005014999816358518,0.500111960060439,7.670392724186298e-116,W,1,0.00221089155403323,0.006040334322601038,-0.003267116102549324,0.00655436917277887,0.48480263875258967,1.8232624788397094e-108,W,1,-0.0036020879002743793,0.0063344819376482085,-0.005582603342870941,0.005789069913518523,0.224228741218437,7.936013739111917e-23,W,1,6,1
NGC5616,NE,E,W,0.02200660166109702,0.0193241593725697,0.02873496400944827,0.019758034600115014,0.16712328767123288,9.170153906553874e-14,E,1,0.02676579455942821,0.026957648282876372,0.040772777040386156,0.028097863870990187,0.2493150684931507,2.763544948076598e-30,E,1,0.02798845618106931,0.03311624971439237,0.04914293508777506,0.04206843301429721,0.28949771689497716,7.730964807398669e-41,E,1,0.004759192898331184,0.00982813245578672,0.012037813030937893,0.009514603541940794,0.33059360730593607,2.2977083134509873e-53,E,1,0.005981854519972286,0.01842776242611563,0.020407971078326786,0.023669922015390407,0.3634703196347032,1.1070557391080282e-64,E,1,0.001222661621641101,0.013160786863545187,0.008370158047388894,0.015554561597122046,0.28036529680365296,2.7061250648061003e-38,E,1,6,1
