name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_pos_std,g-r_neg_mean,g-r_neg_std,g-r_ks_stat,g-r_ks_pval,g-r_label,g-r_score,g-i_pos_mean,g-i_pos_std,g-i_neg_mean,g-i_neg_std,g-i_ks_stat,g-i_ks_pval,g-i_label,g-i_score,g-z_pos_mean,g-z_pos_std,g-z_neg_mean,g-z_neg_std,g-z_ks_stat,g-z_ks_pval,g-z_label,g-z_score,r-i_pos_mean,r-i_pos_std,r-i_neg_mean,r-i_neg_std,r-i_ks_stat,r-i_ks_pval,r-i_label,r-i_score,r-z_pos_mean,r-z_pos_std,r-z_neg_mean,r-z_neg_std,r-z_ks_stat,r-z_ks_pval,r-z_label,r-z_score,i-z_pos_mean,i-z_pos_std,i-z_neg_mean,i-z_neg_std,i-z_ks_stat,i-z_ks_pval,i-z_label,i-z_score,total,score
IC1151,nw,NW,SE,0.016575007791538574,0.026681466899737355,0.018131143383367694,0.0195867252394858,0.10160701761359506,2.9373595499196218e-09,NW,1,0.022747228539781502,0.040071374908087105,0.027157797282961013,0.028945196490952823,0.11028829140753425,7.847356883698046e-11,NW,1,0.0003169626525662996,0.04817288734789642,0.008621107669518721,0.033585722657453035,0.12655904401123647,4.1124869016215787e-14,NW,1,0.006172220748242928,0.017730023074389787,0.00902665389959332,0.014561773064394849,0.09794695471574366,1.2569807028999155e-08,NW,1,-0.016258045138972277,0.02853679960983982,-0.009510035713848973,0.022927486318684555,0.1279617717465948,2.1054059286452962e-14,NW,1,-0.022430265887215202,0.019806305713880642,-0.018536689613442296,0.018496169055405,0.09817002085263044,1.1520804783385154e-08,NW,1,6,1
IC1199,ne,E,W,0.012110136667835301,0.012242556228696602,0.020302134673815763,0.010729693922989959,0.29645524015169056,3.3956428920629096e-32,E,1,0.014886523376949446,0.015267206904134245,0.02726812743160093,0.014300689220279302,0.35132729257576256,3.3635985398473525e-45,E,1,0.007787396247865446,0.021118793256670296,0.023439314356999003,0.015566170563084807,0.3374438753875718,1.2628898080602492e-41,E,1,0.0027763867091141438,0.006226146294683539,0.006965992757785168,0.008210038243222903,0.24251396160820884,1.3415257537977551e-21,E,1,-0.004322740419969856,0.01244044946997723,0.0031371796831832378,0.010012857405722239,0.258308547782232,1.8117906376356917e-24,E,1,-0.007099127129084,0.010705724991968316,-0.0038288130746019296,0.007746268748827754,0.15232813764025516,1.0118410660055879e-08,E,1,6,1
IC1256,n,N,S,0.006577600604155831,0.010553439230211148,0.009136735632800092,0.009045512688785583,0.10159225294413789,5.514759327520208e-05,N,1,0.003841114423894876,0.015559625836522067,0.007508152099639564,0.013480093649946137,0.11864505493420728,1.2214901963737513e-06,N,1,-0.00011835160675559036,0.016590532582320964,0.0047160227599720205,0.014246758593146629,0.10943308687797992,1.0292843112635072e-05,N,1,-0.002736486180260954,0.006688670858575835,-0.0016285835331605253,0.00621534807265212,0.09663978361943872,0.00014926024483939454,N,1,-0.00669595221091142,0.008551966820605984,-0.00442071287282807,0.007984859546825901,0.1098703888334995,9.340489385920067e-06,N,1,-0.003959466030650466,0.006606428138450943,-0.0027921293396675445,0.007128507629759176,0.07212224712002606,0.009913996098446305,N,1,6,1
IC1528,se,N,S,0.04129863532474323,0.029498051796685677,0.047966718357381415,0.031679894503479994,0.12027278363298202,1.400431256850802e-10,N,-1,0.04708651365012007,0.037550058054867004,0.05350253071676352,0.04227928169651565,0.09237445753254804,2.0740555293606163e-06,N,-1,0.04458812572010409,0.046083209724980936,0.05138564981881059,0.05124117054198455,0.08059516429014259,5.587805612775143e-05,N,-1,0.005787878325376844,0.011693345573980494,0.00553581235938212,0.013976394284271528,0.05579665220086795,0.01317278982784735,S,1,0.0032894903953608686,0.02195481437601116,0.0034189314614291783,0.024288302104841,0.0347179169249845,0.2854276584767367,N,-1,-0.002498387930015976,0.017777874824309408,-0.0021168808979529405,0.017386663636598153,0.022938623682579044,0.7899580694207974,N,-1,-4,-1
IC2095,se,NW,SE,-0.04445023864193966,0.02761831994468314,-0.043124346365033844,0.02647813369747496,0.04326339154835197,0.8486329514090725,NW,-1,-0.13025337778468335,0.07070685975159456,-0.1329578767113349,0.07496400293941163,0.10709748572545406,0.023202310996509615,SE,1,-0.2065987170735083,0.09366811454807716,-0.22539465926135824,0.08752718127633323,0.10237885831553378,0.032746502641160906,SE,1,-0.08580313914274372,0.049855698020505816,-0.08983353034630107,0.054078269664643915,0.11532716282056651,0.011072689834228388,SE,1,-0.16214847843156863,0.0838094960026519,-0.18227031289632437,0.07907716356609332,0.10641342435537686,0.025846706938058635,SE,1,-0.07634533928882492,0.07871010370298422,-0.09243678255002333,0.07886103061128473,0.09655735645181555,0.052894101726877016,SE,1,4,1
IC2487,ne,E,W,0.01793549546588668,0.020044856654353727,0.039016899574016994,0.02325470542382751,0.3884067798300306,2.272288673747617e-74,E,1,0.03019581942440822,0.026102505592344775,0.06124739252617373,0.03102526606315019,0.43546621926502815,5.968780012132501e-94,E,1,0.008428311477355586,0.034505425912219466,0.05063433432140488,0.03756499235655843,0.4671424879486585,1.0012445771298617e-108,E,1,0.012260323958521545,0.01202496595830784,0.022230492952156736,0.012407154098722256,0.3668876252396349,3.2667780377712753e-66,E,1,-0.009507183988531086,0.020736238922477238,0.011617434747387885,0.019505369357338855,0.4237825880655779,7.776816647842334e-89,E,1,-0.021767507947052633,0.016155532693130623,-0.010613058204768848,0.013912059480243285,0.3036256650986004,3.6896865256152104e-45,E,1,6,1
IC4566,sw,NE,SW,0.018146769827124428,0.01495378561682819,0.013992235993082495,0.014519940159678009,0.25861181528671184,3.4675289655363622e-31,SW,1,0.024648083922928696,0.02058488261578464,0.01921158176442896,0.02026228397785674,0.3053736626397915,1.8439821204952623e-43,SW,1,0.02049007640745634,0.024426228655521433,0.014737423396119335,0.02639647353209227,0.267915190650383,1.911581343168065e-33,SW,1,0.006501314095804264,0.006668479167574831,0.005219345771346466,0.006878623354214444,0.19483690192095435,7.972493233061573e-18,SW,1,0.002343306580331909,0.011204840735406162,0.000745187403036838,0.013294888842725085,0.1602767891794588,3.4720489160214736e-12,SW,1,-0.004158007515472354,0.007290900842828985,-0.004474158368309628,0.00862216181753348,0.08924634402120508,0.00044581226441996495,SW,1,6,1
IC5309,se,W,E,0.008577384034738143,0.01494278306098371,0.008571367143820613,0.020814539389120167,0.04884937238493724,0.19390856131026482,E,1,0.007186708563466749,0.01804016655407408,0.005765636275804903,0.02763798922900294,0.08998430962343096,0.0007795530439018186,E,1,0.0031420951649147287,0.022468127066231525,-0.004672824289613609,0.03577847240806208,0.16579062064156205,5.734423782244577e-12,E,1,-0.0013906754712713948,0.010308772963257756,-0.002805730868015709,0.01175347544273979,0.10930090655509066,1.8947592819192495e-05,E,1,-0.0054352888698234155,0.016429028794792324,-0.013244191433434223,0.020418403967480195,0.20709989539748955,1.7131583067556074e-18,E,1,-0.00404461339855202,0.01413059226726709,-0.010438460565418512,0.015626657130574068,0.17653852859135286,1.5483296388116214e-13,E,1,6,1
IC674,sw,NE,SW,0.0030868129550943027,0.004853255476726926,-0.0014909874912864731,0.008332665516398009,0.2819618447228489,8.803456466175548e-27,SW,1,0.005310085309711231,0.004857071633805523,0.0014455231135076328,0.005614703534794725,0.34530685824306523,3.5299636753642017e-40,SW,1,0.00542481173394017,0.007627300035935846,-0.0020974682943444255,0.008942398284630478,0.3807954260601503,5.62977318207315e-49,SW,1,0.002223272354616928,0.004445015276531772,0.002936510604794105,0.005856209643175763,0.05956895310324965,0.1319298695393401,NE,-1,0.002337998778845867,0.006533697013951464,-0.0006064808030579523,0.005478930424215155,0.2237155794492712,6.083652862447585e-17,SW,1,0.00011472642422893949,0.006971949985546135,-0.0035429914078520582,0.006524829098353371,0.20046187405665158,1.1102068933595531e-13,SW,1,4,1
IC776,sw,N,S,0.004079040798011855,0.0387402943941333,-0.0034130583808812667,0.03231674637484003,0.10005553749458171,3.8198578238134206e-07,S,1,-0.17911159918369032,0.10099255825790779,-0.2119855015043274,0.10676438036612984,0.13157560549414823,4.285956523590912e-12,S,1,-0.166546723689495,0.10985931333349636,-0.197101642906341,0.10043730083857853,0.10233376002384048,1.7436603763210812e-07,S,1,-0.18319063998170215,0.08099683792853811,-0.20857244312344614,0.08966838254910638,0.12182098640008669,1.9868649839700065e-10,S,1,-0.17062576448750688,0.09318834088271062,-0.1936885845254597,0.08979519915153851,0.09134055320762896,4.77475727653571e-06,S,1,0.01256487549419528,0.08676262401065431,0.014883858597986436,0.10246370843274814,0.05687005580840919,0.013065842534986447,N,-1,4,1
NGC1,sw,NE,SW,0.010739579868806194,0.010456045010673954,0.008015818894160908,0.010604957638450253,0.263219508865339,8.27359077976292e-24,SW,1,0.014617990240033372,0.015095614828660411,0.009428654363322133,0.014128285186141213,0.33111827846891584,1.32738205299716e-37,SW,1,0.011511642059615622,0.012771785774475585,0.0029288061843637755,0.008851966152486178,0.45267154729602893,2.5372828552679288e-71,SW,1,0.0038784103712271784,0.00489871124875772,0.001412835469161224,0.004004340364486287,0.3859588047577604,2.973048244591992e-51,SW,1,0.0007720621908094273,0.00419265016603028,-0.0050870127097971335,0.006062081188101697,0.5467021621529378,1.4658741043194188e-105,SW,1,-0.003106348180417751,0.00453109323891611,-0.006499848178958358,0.008354572171406227,0.28792982815406404,2.179529338095554e-28,SW,1,6,1
NGC1012,se,NW,SE,0.012390019705555902,0.027101766818088867,0.001654351425794124,0.028318298090654254,0.1838322552608267,1.9202860666442287e-24,SE,1,0.013475534735444264,0.04707235488694206,0.010346768792055459,0.047294853216366915,0.08612462183890755,1.0805995888719153e-05,SE,1,-0.0033585400047574238,0.057392826836613446,-0.011999671634769577,0.05410263205116656,0.0964958464958465,4.914063451776345e-07,SE,1,0.0010855150298883637,0.032677508266762065,0.008692417366261336,0.035754354484448844,0.12379448093733808,2.6695515761126907e-11,NW,-1,-0.015748559710313324,0.04324859343433535,-0.013654023060563698,0.042082143320921535,0.05820337963195106,0.007746289746812768,NW,-1,-0.01683407474020169,0.029177212124503974,-0.02234644042682504,0.025964466741723504,0.09538434538434538,6.959881042985677e-07,SE,1,2,1
NGC1042,s,N,S,0.0023423782558356534,0.012510177048945902,0.0017119044424345514,0.01397701883014161,0.08842860149256147,0.11770101695949906,S,1,0.008809901335666748,0.027299520707908816,0.00010861894162689234,0.020372379900714888,0.2873099898013695,2.619495739234986e-13,S,1,-0.007549322650100656,0.024828343377932553,-0.01590112208214195,0.019184422407664284,0.16011040422190925,0.00020446292072762273,S,1,0.006467523079831094,0.017598487891906368,-0.001603285500807659,0.009061400875453957,0.3200022663623266,1.9441947288667177e-16,S,1,-0.009891700905936308,0.01731562507416649,-0.0176130265245765,0.013694704719304817,0.19595130558658314,2.1344077335312437e-06,S,1,-0.016359223985767404,0.013413237026969574,-0.016009741023768842,0.013773992405545976,0.0611675003642368,0.4986954631400331,N,-1,4,1
NGC1068,w,NW,SE,-0.05278411145186414,0.04968595064464927,-0.05461221830606954,0.055560304329712304,0.05546672235734713,0.010477987996699785,SE,-1,-0.06464617856682456,0.05812234916641991,-0.06695456816330476,0.05897044224264101,0.10087677663466563,6.376373548232254e-08,SE,-1,0.05387906484619453,0.06267094637126654,0.04318754782393037,0.05647173028815366,0.22344936261594314,2.0062896319055436e-37,SE,-1,-0.01186206711496042,0.026886910767824842,-0.012342349857235216,0.024854647099064632,0.15247960645252476,1.460741466536175e-17,SE,-1,0.10666317629805867,0.08841419159268428,0.09779976612999992,0.10288734886700182,0.21751781293134786,1.7881824637237774e-35,SE,-1,0.11852524341301908,0.09602069803871213,0.11014211598723513,0.10113243210937095,0.16475300269101306,1.746153319246525e-20,SE,-1,-6,-1
