name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_label,g-z_score,g-y_pos_mean,g-y_neg_mean,g-y_mean_diff,g-y_label,g-y_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_label,r-z_score,r-y_pos_mean,r-y_neg_mean,r-y_mean_diff,r-y_label,r-y_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_label,i-z_score,i-y_pos_mean,i-y_neg_mean,i-y_mean_diff,i-y_label,i-y_score,z-y_pos_mean,z-y_neg_mean,z-y_mean_diff,z-y_label,z-y_score,total,score,GOFHER_label
IC750,SE,NW,SE,0.047951809444008495,0.047371098734062124,0.0005807107099463707,SE,1,0.0768311655366787,0.07556490525948228,0.0012662602771964099,SE,1,0.0775152449002772,0.061559220239745846,0.01595602466053135,SE,1,0.06476856984737801,0.04301354511223909,0.02175502473513892,SE,1,0.028879356092670203,0.02819380652542016,0.0006855495672500427,SE,1,0.029563435456268692,0.01418812150568372,0.015375313950584972,SE,1,0.01681676040336952,-0.004357553621823037,0.021174314025192556,SE,1,0.0006840793635984906,-0.014005685019736439,0.014689764383334929,SE,1,-0.012062595689300685,-0.0325513601472432,0.020488764457942513,SE,1,-0.012746675052899175,-0.018545675127506756,0.005799000074607581,SE,1,10,1,SE
IC764,E,E,W,0.029870234791043237,0.0383821439122769,-0.008511909121233664,E,1,0.08358325691813373,0.09912654819800915,-0.015543291279875415,E,1,0.05340755191485269,0.0747222956470853,-0.021314743732232605,E,1,0.04922417757852561,0.07350644414736189,-0.02428226656883628,E,1,0.0537130221270905,0.060744404285732245,-0.007031382158641748,E,1,0.02353731712380945,0.036340151734808396,-0.012802834610998945,E,1,0.019353942787482373,0.035124300235085,-0.015770357447602624,E,1,-0.03017570500328105,-0.024404252550923843,-0.005771452452357207,E,1,-0.03435907933960813,-0.025620104050647248,-0.008738975288960879,E,1,-0.004183374336327078,-0.0012158514997234044,-0.0029675228366036737,E,1,10,1,E
NGC1309,SW,W,E,0.0053360021656184775,0.007318306747205266,-0.001982304581586788,W,1,0.011786894478255839,0.016842950155580447,-0.005056055677324608,W,1,0.013549410806937641,0.018935359416410332,-0.005385948609472691,W,1,-0.00496359192582918,-0.00011980702788292963,-0.00484378489794625,W,1,0.006450892312637362,0.00952464340837518,-0.0030737510957378183,W,1,0.008213408641319165,0.011617052669205067,-0.0034036440278859027,W,1,-0.010299594091447657,-0.0074381137750881956,-0.0028614803163594616,W,1,0.001762516328681803,0.0020924092608298867,-0.0003298929321480838,W,1,-0.016750486404085017,-0.016962757183463375,0.0002122707793783575,E,-1,-0.01851300273276682,-0.019055166444293264,0.0005421637115264437,E,-1,6,1,W
NGC1324,SW,NE,SW,0.02810481766895182,0.014535998937330482,0.01356881873162134,SW,1,0.04514415238977148,0.02175474176266011,0.02338941062711137,SW,1,0.05261138205100781,0.024563944113132338,0.02804743793787547,SW,1,0.04646406317524465,0.015906088137443875,0.030557975037800778,SW,1,0.01703933472081966,0.0072187428253296295,0.009820591895490031,SW,1,0.024506564382055986,0.010027945175801857,0.014478619206254128,SW,1,0.01835924550629283,0.001370089200113393,0.016989156306179438,SW,1,0.0074672296612363276,0.0028092023504722274,0.0046580273107641006,SW,1,0.0013199107854731695,-0.005848653625216236,0.007168564410689406,SW,1,-0.006147318875763158,-0.008657855975688463,0.002510537099925305,SW,1,10,1,SW
NGC1337,NE,NE,SW,0.0613527655584303,0.1035200658226404,-0.042167300264210096,NE,1,0.11142210444609026,0.18687736425464244,-0.07545525980855218,NE,1,0.1262848722339604,0.21697515680912113,-0.09069028457516073,NE,1,0.10103376391075372,0.20351346259225347,-0.10247969868149975,NE,1,0.05006933888765995,0.08335729843200206,-0.033287959544342105,NE,1,0.06493210667553011,0.11345509098648072,-0.04852298431095062,NE,1,0.03968099835232342,0.09999339676961307,-0.060312398417289644,NE,1,0.014862767787870159,0.03009779255447868,-0.015235024766608521,NE,1,-0.010388340535336531,0.016636098337611017,-0.02702443887294755,NE,1,-0.025251108323206692,-0.01346169421686766,-0.011789414106339031,NE,1,10,1,NE
NGC1353,SW,NE,SW,-0.00033582832975356623,-0.0068329873822222,0.006497159052468633,SW,1,0.006129783676514045,-0.003046143749793837,0.009175927426307882,SW,1,0.011517678464889844,0.0025378962592343185,0.008979782205655526,SW,1,0.003795332102998858,-0.007295011801598237,0.011090343904597094,SW,1,0.006465612006267611,0.003786843632428363,0.0026787683738392484,SW,1,0.01185350679464341,0.009370883641456518,0.0024826231531868918,SW,1,0.004131160432752424,-0.00046202441937603743,0.004593184852128462,SW,1,0.005387894788375798,0.005584040009028156,-0.00019614522065235836,NE,-1,-0.0023344515735151876,-0.0042488680518044004,0.0019144164782892129,SW,1,-0.007722346361890986,-0.009832908060832556,0.00211056169894157,SW,1,8,1,SW
NGC1385,W,NE,SW,-0.0026049518940941254,0.0142952683941111,-0.016900220288205224,NE,-1,0.004648352126984859,0.016412484658629215,-0.011764132531644357,NE,-1,0.004964813432106149,0.024968018716087857,-0.02000320528398171,NE,-1,-0.009016010378529163,0.02317376597239614,-0.032189776350925306,NE,-1,0.007253304021078984,0.0021172162645181143,0.0051360877565608705,SW,1,0.007569765326200274,0.01067275032197676,-0.003102984995776485,NE,-1,-0.006411058484435038,0.008878497578285042,-0.01528955606272008,NE,-1,0.0003164613051212903,0.008555534057458646,-0.008239072752337356,NE,-1,-0.013664362505514022,0.006761281313766927,-0.02042564381928095,NE,-1,-0.013980823810635312,-0.0017942527436917175,-0.012186571066943595,NE,-1,-8,-1,NE
NGC1415,SW,NE,SW,0.05285980364320097,-0.0021587753416512346,0.055018578984852205,SW,1,0.0971289208707776,0.008521888723795409,0.08860703214698219,SW,1,0.10856477112897875,-0.0020904072945876445,0.1106551784235664,SW,1,0.15253132231857716,0.02128403116758058,0.1312472911509966,SW,1,0.04426911722757662,0.010680664065446644,0.03358845316212998,SW,1,0.05570496748577779,6.836804706359008e-05,0.0556365994387142,SW,1,0.0996715186753762,0.023442806509231813,0.07622871216614438,SW,1,0.011435850258201163,-0.010612296018383054,0.02204814627658422,SW,1,0.05540240144779958,0.012762142443785169,0.042640259004014414,SW,1,0.04396655118959842,0.02337443846216822,0.0205921127274302,SW,1,10,1,SW
NGC150,NE,N,S,0.014773502528755708,0.014190978115200188,0.0005825244135555206,S,-1,0.0020273699459408203,0.007956214916581909,-0.005928844970641089,N,1,0.0012430854025339464,0.008274741013306853,-0.007031655610772906,N,1,0.002029829583343076,0.009368013711125254,-0.007338184127782178,N,1,-0.012746132582814889,-0.00623476319861828,-0.006511369384196609,N,1,-0.013530417126221763,-0.005916237101893336,-0.007614180024328427,N,1,-0.012743672945412633,-0.004822964404074935,-0.007920708541337699,N,1,-0.000784284543406874,0.00031852609672494334,-0.0011028106401318174,N,1,2.4596374022559374e-06,0.001411798794543345,-0.001409339157141089,N,1,0.0007867441808091298,0.0010932726978184018,-0.0003065285170092719,N,1,8,1,N
NGC1964,NW,NW,SE,0.0022343684502307403,-0.0007098516155472141,0.0029442200657779543,SE,-1,-0.03205586856748282,-0.037096122229955314,0.005040253662472495,SE,-1,-0.01629409471174349,-0.0063588945451008815,-0.009935200166642608,NW,1,-0.0031156106204533367,0.006843860147520014,-0.00995947076797335,NW,1,-0.03429023701771356,-0.0363862706144081,0.002096033596694538,SE,-1,-0.01852846316197423,-0.0056490429295536675,-0.012879420232420564,NW,1,-0.005349979070684077,0.007553711763067228,-0.012903690833751305,NW,1,0.01576177385573933,0.030737227684854432,-0.014975453829115103,NW,1,0.028940257947029483,0.043939982377475324,-0.014999724430445841,NW,1,0.013178484091290153,0.013202754692620895,-2.4270601330741992e-05,NW,1,4,1,NW
