name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_mannwhitneyu_stat,g-r_mannwhitneyu_pval,g-r_wasserstein_distance,g-r_mean_wasserstein_distance,g-r_wasserstein_distance_confidence_interval_lower,g-r_wasserstein_distance_confidence_interval_lower.1,g-r_laplace_smoothed_kld,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_mannwhitneyu_stat,g-i_mannwhitneyu_pval,g-i_wasserstein_distance,g-i_mean_wasserstein_distance,g-i_wasserstein_distance_confidence_interval_lower,g-i_wasserstein_distance_confidence_interval_lower.1,g-i_laplace_smoothed_kld,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_mannwhitneyu_stat,g-z_mannwhitneyu_pval,g-z_wasserstein_distance,g-z_mean_wasserstein_distance,g-z_wasserstein_distance_confidence_interval_lower,g-z_wasserstein_distance_confidence_interval_lower.1,g-z_laplace_smoothed_kld,g-z_label,g-z_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_mannwhitneyu_stat,r-i_mannwhitneyu_pval,r-i_wasserstein_distance,r-i_mean_wasserstein_distance,r-i_wasserstein_distance_confidence_interval_lower,r-i_wasserstein_distance_confidence_interval_lower.1,r-i_laplace_smoothed_kld,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_mannwhitneyu_stat,r-z_mannwhitneyu_pval,r-z_wasserstein_distance,r-z_mean_wasserstein_distance,r-z_wasserstein_distance_confidence_interval_lower,r-z_wasserstein_distance_confidence_interval_lower.1,r-z_laplace_smoothed_kld,r-z_label,r-z_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_mannwhitneyu_stat,i-z_mannwhitneyu_pval,i-z_wasserstein_distance,i-z_mean_wasserstein_distance,i-z_wasserstein_distance_confidence_interval_lower,i-z_wasserstein_distance_confidence_interval_lower.1,i-z_laplace_smoothed_kld,i-z_label,i-z_score,total,score,GOFHER_label,g-r_is_valid,g-i_is_valid,g-z_is_valid,r-i_is_valid,r-z_is_valid,i-z_is_valid
IC1151,nw,NW,SE,0.0185574593116908,0.022066231015291,-0.0035087717036002,63618654.0,1.1187238123988868e-113,0.0039330542502964,0.0039380569031476,0.0036112901406676,0.0042944694042747,inf,NW,1,0.017515630684002,0.0231468909893684,-0.0056312603053663,62171449.0,1.4222212060818192e-140,0.0059217815414654,0.0059447824197327,0.0054723161201047,0.0064430617982506,inf,NW,1,-0.0001949699601053,0.0064950385454575,-0.0066900085055629,64535933.0,3.9859065250267806e-98,0.0070135134288504,0.0070252827487668,0.0064217019500222,0.007644854040047,inf,NW,1,-0.0010418286276887,0.0010806599740774,-0.0021224886017661,66571889.0,9.441569592622754e-68,0.0021228923028623,0.0021357093353761,0.001885826041771,0.0024080305874111,inf,NW,1,-0.0187524292717961,-0.0155711924698334,-0.0031812368019626,68478355.0,1.7478548267395017e-44,0.0032029274452715,0.0032154172540911,0.0027880749514495,0.0036695893336802,inf,NW,1,-0.0177106006441074,-0.0166518524439108,-0.0010587482001965,73308499.0,7.586024602925012e-08,0.0010609717989603,0.0010722591390872,0.0007087292507976,0.0014040806898681,inf,NW,1,6,1,NW,,,,,,
IC1199,ne,E,W,0.0194761791403369,0.0190942579708978,0.0003819211694391,21450260.0,9.172157904852784e-06,0.0013170216098334,0.0013263307229123,0.0010668074876522,0.0015979559273275,inf,W,-1,0.0251877718046908,0.0253840376181422,-0.0001962658134513,21116246.0,0.0045065562838488,0.0017538929018649,0.0017864493192828,0.0014779552505139,0.0021282124011858,inf,E,1,0.0159243356444552,0.0165128281441201,-0.0005884924996649,20767906.0,0.2394247952129191,0.0017713105234002,0.0018638310413923,0.0015600947072874,0.0022420306433887,inf,E,1,0.0057115926643538,0.0062897796472444,-0.0005781869828905,20002875.0,0.0132162404775883,0.0005924318374409,0.0006199324500595,0.0004788276683421,0.0007931060462051,inf,E,1,-0.0035518434958817,-0.0025814298267777,-0.000970413669104,19688762.0,6.940674845708618e-05,0.0009705021799588,0.000996687996472,0.000744677147979,0.0012899469018494,inf,E,1,-0.0092634361602356,-0.0088712094740221,-0.0003922266862135,19952207.0,0.0065298870670104,0.0004183937594134,0.0004423700417525,0.0002610476848381,0.0006423548024584,inf,E,1,4,1,E,,,,,,
IC1256,n,N,S,0.0061960558767692,0.006425297738634,-0.0002292418618648,20279051.0,0.359807102775625,0.0004361189697267,0.0004535568163063,0.000321813280334,0.000611947901247,inf,N,1,0.0086557364798833,0.0090275763727505,-0.0003718398928672,20310464.0,0.4440328399908722,0.0007257620921999,0.0007504402897659,0.0005717820455566,0.0009510063042961,inf,N,1,0.0038303626529465,0.0042870110053937,-0.0004566483524471,20102022.0,0.0779118829391289,0.0006892312385517,0.0007244807997616,0.0004789479222751,0.0010368075535667,inf,N,1,0.0024596806031141,0.0026022786341165,-0.0001425980310024,20223637.0,0.237632516754328,0.0002527094098589,0.000279357290389,0.0002030411468861,0.000367837202642,inf,N,1,-0.0023656932238226,-0.0021382867332403,-0.0002274064905822,20061738.0,0.0504984087590166,0.0002982106180158,0.0003359040427947,0.0001910196705218,0.0005079144564728,inf,N,1,-0.0048253738269367,-0.0047405653673568,-8.480845957989196e-05,20383819.0,0.6786183881780405,0.0001283654756476,0.0001948870794269,0.0001178732045204,0.0003113863155104,inf,N,1,6,1,N,,,,,,
IC1528,se,N,S,0.0272024458849227,0.0300222718195041,-0.0028198259345813,38512827.0,7.678170692586044e-09,0.0029005433584887,0.0029117096361394,0.0022140531096109,0.0036186345077184,inf,N,-1,0.052583194739333,0.05563296366728,-0.0030497689279469,38787293.0,6.088717562011715e-07,0.0035147648152665,0.00367406410789,0.0027639217433868,0.0047287766780508,inf,N,-1,0.0617001979211879,0.0638567762148077,-0.0021565782936198,39379600.0,0.0010017938385483,0.0040593214222403,0.0042561459038615,0.0034424921536397,0.0053010481942058,inf,N,-1,0.0253807488544102,0.0256106918477758,-0.0002299429933655,39515332.0,0.0037217627817719,0.00197634191533,0.0020222719910489,0.0015876073995994,0.0025079395401946,inf,N,-1,0.0344977520362651,0.0338345043953036,0.0006632476409615,40190925.0,0.3352168699484701,0.003139395211,0.0032123626877115,0.0024975719028386,0.0039594705367927,inf,S,1,0.0091170031818548,0.0082238125475277,0.000893190634327,41330652.0,0.0212030495602351,0.0011461066825565,0.0011701350898468,0.0007321625523234,0.0016754095094626,inf,S,1,-2,-1,N,,,,,,
IC2095,se,NW,SE,-0.0249453855507442,-0.0214059875468875,-0.0035393980038566,1348822.0,0.0010535163620664,0.0035393980038566,0.0035579832858683,0.0022234580571956,0.0048407981511143,inf,NW,-1,-0.0803713344439757,-0.0721667519031908,-0.0082045825407848,1347288.0,0.0008700152064354,0.0082524174904112,0.0083640771731123,0.0050900539191876,0.0120620412183402,inf,NW,-1,-0.2324933201759154,-0.2363556921901117,0.0038623720141963,1497873.0,0.0524937979325725,0.0051519706082259,0.0057726764374963,0.0029424143305542,0.009788693346919,inf,SE,1,-0.0554259488932314,-0.0507607643563032,-0.0046651845369281,1365270.0,0.0069265355829398,0.0048259916016974,0.0050524937489666,0.003040166364396,0.0074677814287294,inf,NW,-1,-0.2075479346251711,-0.2149497046432241,0.007401770018053,1531614.0,0.0018111122372591,0.0074222415694229,0.0075995994969274,0.0037078592923142,0.0118435778252264,inf,SE,1,-0.1521219857319396,-0.1641889402869209,0.0120669545549812,1573329.0,4.670217265110163e-06,0.0120760009352849,0.0121169314088747,0.0073503417726429,0.0169518623003423,inf,SE,1,0,0,-,,,,,,
IC2487,ne,E,W,0.0239919652141761,0.0247670497590288,-0.0007750845448527,22511378.0,1.2637427761406206e-05,0.0032643703138869,0.0032737600340835,0.0029627763908517,0.0035779412919917,inf,E,1,0.0316714666056505,0.0332016835583964,-0.0015302169527458,22426423.0,7.029889941213854e-05,0.0052762957982114,0.005288835137652,0.0048407301711699,0.0057756040261849,inf,E,1,0.0164151219922885,0.020122999863987,-0.0037078778716984,21322672.0,0.2691978313712974,0.0059708129547014,0.0060045703040583,0.0053921771476543,0.0065674099653122,inf,E,1,0.0076795013914744,0.0084346337993675,-0.0007551324078931,21622904.0,0.7818193988099441,0.0015566834623559,0.001568125907377,0.0013759611305628,0.0017547005619449,inf,E,1,-0.0075768432218875,-0.0046440498950418,-0.0029327933268456,19803686.0,5.666316151575204e-16,0.0029327933268456,0.0029434731444801,0.0024602466532622,0.0034701292051275,inf,E,1,-0.0152563446133619,-0.0130786836944093,-0.0021776609189525,19287539.0,1.1624507629136828e-25,0.0021781003196457,0.0021789245419865,0.0017996693613301,0.0025273666365691,inf,E,1,6,1,E,,,,,,
IC4566,sw,NE,SW,0.0092616595615816,0.0092394215548827,2.2238006698900928e-05,35232798.0,0.3219929736833721,0.0004752636313704,0.0005061548671614,0.000405554674918,0.0006158753303833,inf,SW,1,0.0113787141528904,0.0112486186879591,0.0001300954649312,35617359.0,0.0262003053565363,0.0006856653764454,0.0007361184831208,0.0005981225016481,0.000899378761788,inf,SW,1,0.0018486167070152,0.0014956543925317,0.0003529623144835,36391926.0,2.521243333251116e-06,0.0010321310660109,0.0010849007295616,0.0008737461514942,0.0013301238565062,inf,SW,1,0.0021170545913087,0.0020091971330763,0.0001078574582323,36490127.0,5.134282190462744e-07,0.0002385343518671,0.0002523522019797,0.0001861441990873,0.0003241291608347,inf,SW,1,-0.0074130428545663,-0.007743767162351,0.0003307243077847,36823185.0,1.136380398946433e-09,0.0006852949111023,0.0006948723942087,0.0005346725592839,0.0008535943216933,inf,SW,1,-0.0095300974458751,-0.0097529642954274,0.0002228668495523,36251523.0,2.0784887395245867e-05,0.0004255776276689,0.0004361139378384,0.0002984165705283,0.0005726839081092,inf,SW,1,6,1,SW,,,,,,
IC5309,se,W,E,-0.0002981119348901,8.722506847474353e-05,-0.0003853370033649,19804361.0,0.1520909329006191,0.0004250312128558,0.0004361122737534,0.0002127908516768,0.0007056094876663,inf,W,-1,-0.0066663036432683,-0.007562891275383,0.0008965876321147,20391497.0,1.3959656248035736e-05,0.0016303059539534,0.0016188360414989,0.0010732639452651,0.0021992550287001,inf,E,1,-0.0012978055006308,-0.0010824213733751,-0.0002153841272557,19909139.0,0.0509495677239819,0.0002887579772026,0.0002971654538657,0.0002108945741428,0.0003978140424779,inf,W,-1,-0.0063681917083781,-0.0076501163438577,0.0012819246354796,20390400.0,1.4309772255864752e-05,0.0014369618008922,0.0014386752134716,0.0009625807781521,0.0019898576672599,inf,E,1,-0.0009996935657406,-0.0011696464418498,0.0001699528761092,20119196.0,0.0027550093237331,0.0004492382803155,0.0004480643804595,0.0002599066756707,0.0006729440114105,inf,E,1,0.0053684981426374,0.0064804699020078,-0.0011119717593704,18761713.0,0.000184350556717,0.0017250907828072,0.0017174421431596,0.0011627851893564,0.0023191566034483,inf,W,-1,0,0,-,,,,,,
IC674,sw,NE,SW,0.001690891267486,0.000775046021547,0.0009158452459389,13045278.0,9.176291222950612e-30,0.0009163361463019,0.0009188749398042,0.000791806636779,0.0010545720413892,inf,SW,1,0.0033252965366425,0.0025462915740432,0.0007790049625992,12980441.0,1.920426118230333e-27,0.0007790049625992,0.0007818400347174,0.0006542061010826,0.0009100461237589,inf,SW,1,-0.0011657215158906,-0.0025355711451813,0.0013698496292906,12901306.0,9.606737742548058e-25,0.0013698496292906,0.0013649786784944,0.0011518313146196,0.0015648694224375,inf,SW,1,0.0016344052691564,0.0017712455524961,-0.0001368402833396,11393824.0,0.4000060906977104,0.0001597713725199,0.0001824587286405,0.0001208219444691,0.0002585827854031,inf,NE,-1,-0.0028566127833766,-0.0033106171667283,0.0004540043833517,12030683.0,0.0001168155175952,0.0004659366224598,0.0004831176725198,0.0003552358497139,0.0006273229282281,inf,SW,1,-0.0044910180525331,-0.0050818627192245,0.0005908446666914,12217230.0,1.7157081504808533e-07,0.0005908446666914,0.0005913612410236,0.0004340097646947,0.0007447966283671,inf,SW,1,4,1,SW,,,,,,
IC776,sw,N,S,-0.0245402020438088,-0.0293364656888933,0.0047962636450845,7856955.0,9.860077304521183e-12,0.0054756974147754,0.0055419670439998,0.0045454886928923,0.0065358569506288,inf,S,1,-0.1483023249667207,-0.1681091779193263,0.0198068529526055,8289376.0,8.679166398788587e-30,0.019806861049206,0.0199182538801709,0.0160963023833128,0.0240043127023789,inf,S,1,-0.2568889195541464,-0.274320821987942,0.0174319024337955,7984433.0,3.846384295603892e-16,0.0174353012240218,0.0174083083951022,0.0138068827354361,0.0210350327927529,inf,S,1,-0.1237621229229119,-0.138772712230433,0.015010589307521,8118357.0,1.3536249941241944e-21,0.015012177902803,0.0150806753172362,0.0115871668508898,0.0187518055663007,inf,S,1,-0.2323487175103376,-0.2449843562990487,0.0126356387887111,7800502.0,5.053538797354046e-10,0.0126356398221969,0.0126829967188634,0.0094287702982624,0.016077096140643,inf,S,1,-0.1085865945874257,-0.1062116440686157,-0.00237495051881,7102826.0,0.2767494710981157,0.0102328225493366,0.0104549619655428,0.0080513885467557,0.0131581123402549,inf,N,-1,4,1,S,,,,,,
