name,x,y,a,b,theta
IC2247,124.5119777,124.8494579,16.3672409984375,3.28223421129425,1.004434595
IC540,123.8727119,123.9521817,17.10514292375,4.954777254615983,1.398564321
IC944,124.0973386,125.5343244,17.896595296875,5.726259788500258,0.3155951453
NGC1542,61.96809589,63.21422701,11.41852051375,4.400243087677494,0.6371564574
NGC3067,157.4139237,154.6183019,20.51318687625,8.032714427458483,0.2997800259
NGC3079,362.7641709,373.9848316,41.162111839999994,11.172396672465982,1.44913309
NGC3169,251.7769472,250.7991301,23.819015375625,15.382671726107544,-0.6549876074
NGC3495,311.1081865,312.1339198,21.007101022500002,8.310430889583435,-1.151203335
NGC3626,186.8023558,187.36809,21.239728220625004,11.733537311651547,1.350783062
NGC4605,247.8000215,243.6538963,54.131822921250006,22.611431464568067,0.6481787581
NGC4772,249.6035397,249.3292726,18.841061474375,12.476008817998174,0.9840669936
NGC6314,123.6776214,124.8720238,14.381991575625001,8.042446483463168,1.472309535
NGC681,124.0549725,123.9380259,15.547328009999998,10.291265942104657,-0.3762620007
UGC10205,123.6735507,124.9283682,14.002712312500002,10.324817803356101,0.7529837518
UGC10297,123.0197766,121.6547249,35.331027830625004,7.142255304757266,-1.557565254
UGC3107,92.707451,95.03471806,13.71929944075,3.324857441794279,-0.3108894118
UGC5111,121.4277981,124.8300006,15.925196334375002,4.1475705718161615,0.5269091823
UGC5498,233.5731181,168.413711,18.26295775125,3.752180940357355,-0.5212772574
UGC6036,124.899053,124.0852373,15.529034471625002,4.186552862914985,0.1718956932
UGC8267,125.5158475,124.4456971,15.499386333125,3.5362124942693254,-0.8727761097
UGC8778,93.38082396,92.75113333,15.761963890937501,4.003298377874419,0.5049532358
UGC9665,124.0937537,123.6202168,18.037822673125,4.02606120558242,0.9329212101
