name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_mannwhitneyu_stat,g-r_mannwhitneyu_pval,g-r_wasserstein_distance,g-r_mean_wasserstein_distance,g-r_wasserstein_distance_confidence_interval_lower,g-r_wasserstein_distance_confidence_interval_lower.1,g-r_laplace_smoothed_kld,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_mannwhitneyu_stat,g-i_mannwhitneyu_pval,g-i_wasserstein_distance,g-i_mean_wasserstein_distance,g-i_wasserstein_distance_confidence_interval_lower,g-i_wasserstein_distance_confidence_interval_lower.1,g-i_laplace_smoothed_kld,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_mannwhitneyu_stat,g-z_mannwhitneyu_pval,g-z_wasserstein_distance,g-z_mean_wasserstein_distance,g-z_wasserstein_distance_confidence_interval_lower,g-z_wasserstein_distance_confidence_interval_lower.1,g-z_laplace_smoothed_kld,g-z_label,g-z_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_mannwhitneyu_stat,r-i_mannwhitneyu_pval,r-i_wasserstein_distance,r-i_mean_wasserstein_distance,r-i_wasserstein_distance_confidence_interval_lower,r-i_wasserstein_distance_confidence_interval_lower.1,r-i_laplace_smoothed_kld,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_mannwhitneyu_stat,r-z_mannwhitneyu_pval,r-z_wasserstein_distance,r-z_mean_wasserstein_distance,r-z_wasserstein_distance_confidence_interval_lower,r-z_wasserstein_distance_confidence_interval_lower.1,r-z_laplace_smoothed_kld,r-z_label,r-z_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_mannwhitneyu_stat,i-z_mannwhitneyu_pval,i-z_wasserstein_distance,i-z_mean_wasserstein_distance,i-z_wasserstein_distance_confidence_interval_lower,i-z_wasserstein_distance_confidence_interval_lower.1,i-z_laplace_smoothed_kld,i-z_label,i-z_score,total,score,GOFHER_label,g-r_is_valid,g-i_is_valid,g-z_is_valid,r-i_is_valid,r-z_is_valid,i-z_is_valid
IC1151,nw,NW,SE,0.018016374539604,0.0286372123693917,-0.0106208378297877,49944.0,6.442736181016662e-14,0.0125924738335325,0.0126475053737487,0.0102783890306965,0.0150742509365302,inf,NW,1,0.0116082083046417,0.0270825128069896,-0.0154743045023478,49139.0,8.280949279265327e-15,0.0172046425685567,0.0174007137238412,0.0145871215755889,0.0202952835290332,inf,NW,1,-0.0166176762855736,0.0110788249574616,-0.0276965012430352,41922.0,3.900744173480648e-24,0.0277923573853234,0.0280671210886646,0.0235724658536,0.0331032617563789,inf,NW,1,-0.0064081662349622,-0.0015546995624021,-0.00485346667256,58073.0,1.377112493393394e-06,0.0059021547067584,0.0060361515137378,0.0044870783757975,0.0076671424602111,inf,NW,1,-0.0346340508251776,-0.0175583874119301,-0.0170756634132475,46874.0,1.7805758031202296e-17,0.0171072307368522,0.0172925821067805,0.013861289514388,0.0208121711609974,inf,NW,1,-0.0282258845902153,-0.0160036878495279,-0.0122221967406874,51622.0,3.717828297907547e-12,0.0122231427015977,0.0123027749210361,0.0092892109002306,0.0154962714074625,inf,NW,1,6,1,NW,,,,,,
IC1199,ne,E,W,-0.008270385007487,0.0114460087250674,-0.0197163937325545,4339.0,3.7389824631535045e-32,0.0197163937325545,0.0197551190228569,0.016955351109751,0.0229427640422135,inf,E,1,-0.0079496396930496,0.0243299165310292,-0.0322795562240789,2601.0,3.9234577569238365e-42,0.0322795562240789,0.0322911690762534,0.0283035174219579,0.0361624259457029,inf,E,1,-0.024831328292296,0.013996730983176,-0.0388280592754721,3238.0,2.589038301009447e-38,0.0388280592754721,0.0388034286838822,0.0337350500115878,0.0437608617895654,inf,E,1,0.0003207453144374,0.0128839078059618,-0.0125631624915243,5722.0,3.2914168632108205e-25,0.0125631624915243,0.012564085542819,0.0103732259402885,0.014780196719516,inf,E,1,-0.0165609432848089,0.0025507222581086,-0.0191116655429176,5920.0,2.7509290553912163e-24,0.0192308758116519,0.0193091228892249,0.0157359217979647,0.0227929646880573,inf,E,1,-0.0168816885992464,-0.0103331855478532,-0.0065485030513932,11194.0,2.447608035713715e-06,0.0083999370766027,0.0084949662388768,0.0061306567781165,0.0111352807426781,inf,E,1,6,1,E,,,,,,
IC1256,n,N,S,-0.0098203171648173,-0.0011912494209504,-0.0086290677438669,9905.0,1.0925661839737771e-13,0.0087820519856284,0.0089605650668591,0.0070589078532545,0.0110277027505144,inf,N,1,-0.0207101104398366,-0.0091763237803893,-0.0115337866594472,10542.0,8.666343285857648e-12,0.0117989449861444,0.0119044599766792,0.0090242063272096,0.0147364416704817,inf,N,1,-0.0234920947026829,-0.0086884386385994,-0.0148036560640834,9183.0,4.992834698307863e-16,0.0148489667021542,0.0150594875168433,0.0118373761340299,0.0181771395918734,inf,N,1,-0.0108897932750192,-0.0079850743594388,-0.0029047189155803,14175.0,0.0006913712493161,0.0030511056053204,0.0031304592466315,0.0018498740334241,0.0043885063427953,inf,N,1,-0.0136717775378655,-0.0074971892176489,-0.0061745883202165,11493.0,3.0638282982869574e-09,0.0061745883202165,0.0061358603434435,0.0042066176624988,0.0082872742661767,inf,N,1,-0.0027819842628463,0.0004878851417899,-0.0032698694046362,14085.0,0.0005050741097287,0.0032698694046362,0.0033515739953657,0.0017008106311331,0.0052604044732305,inf,N,1,6,1,N,,,,,,
IC1528,se,N,S,0.0448116325795834,0.0506722112057924,-0.005860578626209,29148.0,0.7491585865311944,0.0156299806413273,0.0161066342550794,0.0113206300638709,0.0217991843030464,inf,N,-1,0.047628177540516,0.0537693515639681,-0.006141174023452,30391.0,0.6311516281313221,0.0258548617480823,0.0260900800828302,0.0187137082544507,0.0340197814535318,inf,N,-1,0.0514512359391345,0.0517348998473004,-0.0002836639081659,32087.0,0.1158715091733794,0.0272250999863415,0.0282050332438529,0.0208839656080531,0.0364518616141548,inf,N,-1,0.0028165449609326,0.0030971403581756,-0.000280595397243,30323.0,0.6626088251056068,0.0076147175277889,0.0077302921078155,0.004941223561283,0.0103669234206121,inf,N,-1,0.0066396033595511,0.0010626886415079,0.0055769147180431,34435.0,0.0020391705425437,0.0121699528598222,0.0125814890067103,0.0090323867435325,0.0161941081258092,inf,S,1,0.0038230583986184,-0.0020344517166676,0.0058575101152861,34310.0,0.0026648460242299,0.0059712781929374,0.0063414145521627,0.0031786882388853,0.0097721860342389,inf,S,1,-2,-1,N,,,,,,
IC2095,se,NW,SE,-0.0356748573567233,-0.0207837838377192,-0.014891073519004,32566.0,2.1046139686274027e-10,0.014891073519004,0.0149894193760908,0.0111307797598008,0.0191922206109543,inf,NW,-1,-0.1280962886672315,-0.094008580529349,-0.0340877081378825,36076.0,2.1717883905809597e-06,0.0344743371055121,0.0349223605513362,0.0235539949668168,0.04689180111015,inf,NW,-1,-0.2243634853045027,-0.2060272465917397,-0.018336238712763,41504.0,0.0253176726772883,0.0242319957034078,0.025736497591072,0.0154131665930056,0.037274025092673,inf,NW,-1,-0.0924214313105082,-0.0732247966916297,-0.0191966346188784,38669.0,0.0003965531285231,0.0203843535624348,0.0210672487228206,0.0137124805350229,0.0284473282917635,inf,NW,-1,-0.1886886279477794,-0.1852434627540204,-0.003445165193759,45327.0,0.6343693569665473,0.0128926623749301,0.0151673180278249,0.0083812835589652,0.022972616906018,inf,NW,-1,-0.0962671966372712,-0.1120186660623906,0.0157514694251194,51444.0,0.0192043011747557,0.0164316211337797,0.0179602488789025,0.0089301369061185,0.0296462891854825,inf,SE,1,-4,-1,NW,,,,,,
IC2487,ne,E,W,-0.0012471217607122,0.0644810117155064,-0.0657281334762187,859.0,3.39247699668839e-47,0.0657281334762187,0.0657269930481833,0.0593990439801544,0.0717898787160192,inf,E,1,-0.004361317592346,0.0894342185870116,-0.0937955361793577,530.0,9.842897262578303e-50,0.0937955361793577,0.0936741868598342,0.0858073535247575,0.1010570945841898,inf,E,1,-0.0165195502694084,0.1075555308961839,-0.1240750811655923,639.0,6.939967194510018e-49,0.1240750811655923,0.1239136587011369,0.112259896345773,0.1358354804433679,inf,E,1,-0.0031141958316338,0.0249532068715051,-0.0280674027031389,2766.0,7.815603229052624e-34,0.0281176669753211,0.0281502167800358,0.0247326659465928,0.031684566824264,inf,E,1,-0.0152724285086961,0.0430745191806774,-0.0583469476893736,2010.0,7.41351816483105e-39,0.0583469476893736,0.0585115118665183,0.051342787951176,0.0653238831989917,inf,E,1,-0.0121582326770623,0.0181213123091723,-0.0302795449862346,4971.0,3.0758778318372404e-21,0.0302795449862346,0.0301121820266807,0.024634655705286,0.0356125477902432,inf,E,1,6,1,E,,,,,,
IC4566,sw,NE,SW,0.0298058622034681,0.0237307613747812,0.0060751008286868,43672.0,6.67587244799864e-06,0.0062176299520599,0.0065875542572189,0.0040002101781226,0.0095962164817873,inf,SW,1,0.0398653930367336,0.032657222980401,0.0072081700563325,42920.0,4.466058171480732e-05,0.0074272610382471,0.0078901458264816,0.0044268262451004,0.0124441586330963,inf,SW,1,0.0421682124982905,0.0375727544367787,0.0045954580615118,41340.0,0.0013951031094184,0.00773003276479,0.0084527500046168,0.0054573527676831,0.0118652911545152,inf,SW,1,0.0100595308332654,0.0089264616056197,0.0011330692276457,39042.0,0.0565688602069424,0.001556905686769,0.0019776406572349,0.0012589515327562,0.0031943066210936,inf,SW,1,0.0123623502948224,0.0138419930619974,-0.0014796427671749,36313.0,0.7070445612473544,0.0036547897709049,0.0040668534947099,0.0025356594807761,0.0059579601277463,inf,NE,-1,0.0023028194615569,0.0049155314563777,-0.0026127119948207,33883.0,0.3237948925624347,0.0029409017479998,0.0031790703261608,0.0018764637057501,0.0047761572380942,inf,NE,-1,2,1,SW,,,,,,
IC5309,se,W,E,-0.010019821823421,-0.0104105027762733,0.0003906809528522,34731.0,0.3921901633490681,0.0074005218738394,0.0077946044859667,0.0052861954498658,0.0108807554096076,inf,E,1,0.0023720842022502,-0.0032312326104364,0.0056033168126867,37804.0,0.0075784322452835,0.012470990960323,0.0130757345677154,0.0089739390531059,0.017628649513892,inf,E,1,0.0057233366011654,-0.0174318134643943,0.0231551500655597,42915.0,1.2823182248167874e-08,0.0258756455855154,0.026117620676912,0.0194957344403071,0.0332141282946603,inf,E,1,0.0123919060256713,0.0071792701658368,0.0052126358598345,39937.0,8.499569133354471e-05,0.0055206039147294,0.0058599474851705,0.0034062960950547,0.0083779810691458,inf,E,1,0.0157431584245865,-0.007021310688121,0.0227644691127075,48083.5,2.3214839893441648e-18,0.0228195637959169,0.0228949262400692,0.0182163730363398,0.0274556503659219,inf,E,1,0.0033512523989151,-0.0142005808539578,0.0175518332528729,48090.0,2.2439190559713946e-18,0.0175518332528729,0.0175424355529227,0.0140622372754604,0.0208954244801815,inf,E,1,6,1,E,,,,,,
IC674,sw,NE,SW,0.010601968599128,-0.0062987492149882,0.0169007178141162,20175.0,3.099935913506701e-34,0.0169007178141162,0.0168861577793675,0.0141409063953288,0.0198545924022286,inf,SW,1,0.009833580167454,-0.0012690716661119,0.011102651833566,18797.0,4.29728697016754e-25,0.011102651833566,0.0111503298068823,0.0090799600113412,0.0132219907349424,inf,SW,1,0.0166430523520645,-0.0072961340096994,0.023939186361764,20628.0,1.454667142343581e-37,0.023939186361764,0.0239583177113651,0.0209025988011976,0.027041597405597,inf,SW,1,-0.0007683884316739,0.0050296775488762,-0.0057980659805502,8197.0,9.494686087441508e-05,0.0057980659805502,0.0057671983332397,0.00341927222129,0.0082813228890718,inf,NE,-1,0.0060410837529365,-0.0009973847947111,0.0070384685476477,16590.0,1.5817584038225305e-13,0.0074241260495458,0.0075783545878994,0.0056859847803834,0.0096237026868551,inf,SW,1,0.0068094721846105,-0.0060270623435874,0.0128365345281979,18154.0,2.4723617989929775e-21,0.0128365345281979,0.0127993865466655,0.0100676876107602,0.0157494573502509,inf,SW,1,4,1,SW,,,,,,
IC776,sw,N,S,0.0598595077233469,0.0504099205874037,0.0094495871359432,43315.0,0.1467164739386832,0.0103944340659707,0.0127196612541875,0.0061763231543294,0.0224494726142491,inf,S,1,-0.0102673930797896,-0.0552639129514335,0.0449965198716438,50914.0,9.997010572240324e-08,0.0461004294250259,0.0469503752522356,0.0318315157710121,0.0626883994451883,inf,S,1,-0.0455956674347747,-0.0738126391937176,0.0282169717589429,44765.0,0.0284706688715891,0.0308298347701808,0.0328892089286893,0.0166429473525567,0.0515269611124287,inf,S,1,-0.0701269008031366,-0.1056738335388372,0.0355469327357006,47772.0,0.0001958321529426,0.0357637799069803,0.0363489850246092,0.0207631777099178,0.0529112119020393,inf,S,1,-0.1054551751581217,-0.1242225597811214,0.0187673846229997,42897.0,0.2156996199086474,0.0247599849908808,0.0290093619560106,0.0180119768604804,0.044633341577891,inf,S,1,-0.035328274354985,-0.0185487262422841,-0.0167795481127008,36612.0,0.0492009990769744,0.0297617710659422,0.0318929914260388,0.0174477553197631,0.0497551751883684,inf,N,-1,4,1,S,,,,,,
