name,paper_label,pos_label,neg_label,g-r_pos_mean,g-r_neg_mean,g-r_mean_diff,g-r_mannwhitneyu_stat,g-r_mannwhitneyu_pval,g-r_wasserstein_distance,g-r_mean_wasserstein_distance,g-r_wasserstein_distance_confidence_interval_lower,g-r_wasserstein_distance_confidence_interval_lower,g-r_laplace_smoothed_kld,g-r_label,g-r_score,g-i_pos_mean,g-i_neg_mean,g-i_mean_diff,g-i_mannwhitneyu_stat,g-i_mannwhitneyu_pval,g-i_wasserstein_distance,g-i_mean_wasserstein_distance,g-i_wasserstein_distance_confidence_interval_lower,g-i_wasserstein_distance_confidence_interval_lower,g-i_laplace_smoothed_kld,g-i_label,g-i_score,g-z_pos_mean,g-z_neg_mean,g-z_mean_diff,g-z_mannwhitneyu_stat,g-z_mannwhitneyu_pval,g-z_wasserstein_distance,g-z_mean_wasserstein_distance,g-z_wasserstein_distance_confidence_interval_lower,g-z_wasserstein_distance_confidence_interval_lower,g-z_laplace_smoothed_kld,g-z_label,g-z_score,r-i_pos_mean,r-i_neg_mean,r-i_mean_diff,r-i_mannwhitneyu_stat,r-i_mannwhitneyu_pval,r-i_wasserstein_distance,r-i_mean_wasserstein_distance,r-i_wasserstein_distance_confidence_interval_lower,r-i_wasserstein_distance_confidence_interval_lower,r-i_laplace_smoothed_kld,r-i_label,r-i_score,r-z_pos_mean,r-z_neg_mean,r-z_mean_diff,r-z_mannwhitneyu_stat,r-z_mannwhitneyu_pval,r-z_wasserstein_distance,r-z_mean_wasserstein_distance,r-z_wasserstein_distance_confidence_interval_lower,r-z_wasserstein_distance_confidence_interval_lower,r-z_laplace_smoothed_kld,r-z_label,r-z_score,i-z_pos_mean,i-z_neg_mean,i-z_mean_diff,i-z_mannwhitneyu_stat,i-z_mannwhitneyu_pval,i-z_wasserstein_distance,i-z_mean_wasserstein_distance,i-z_wasserstein_distance_confidence_interval_lower,i-z_wasserstein_distance_confidence_interval_lower,i-z_laplace_smoothed_kld,i-z_label,i-z_score,total,score,GOFHER_label
IC2247,SW,NE,SW,0.02951519104357634,0.015297178541920493,0.014218012501655847,278419.5,2.747632959939931e-07,0.014480006069820184,0.014570438654049405,0.012203200467274309,0.017311329043740317,0.7861421195153637,SW,1,0.05231192554576951,0.02353027571280119,0.02878164983296832,295780.0,8.0120460432164e-14,0.028781649832968326,0.028910474735826298,0.024153096616761436,0.0336740118634877,0.6637938021027664,SW,1,0.06401201183316205,0.020714533502305954,0.04329747833085609,320023.0,7.850191063223392e-27,0.04329747833085608,0.043338643240531244,0.037152419663418056,0.04959452253620333,0.771263142859626,SW,1,0.02279673450219316,0.008233097170880692,0.01456363733131247,329594.0,3.199802638898376e-33,0.014563637331312471,0.014564289323494248,0.012435412125457256,0.01656338378541356,0.7928076861650691,SW,1,0.034496820789585686,0.005417354960385461,0.029079465829200225,361222.0,2.099545516203296e-59,0.029079465829200228,0.029181800013393287,0.02568676686655132,0.032903704111807784,1.2680845969427106,SW,1,0.011700086287392528,-0.0028157422104952297,0.014515828497887759,386263.0,1.1555258901096231e-85,0.014515830571746328,0.014566152100568894,0.012987754770866855,0.016209801001456914,0.8946483019638127,SW,1,6,1,SW
IC540,SW,E,W,0.0398034826924582,0.0035559429754735057,0.036247539716984696,231388.0,1.0244743479641794e-54,0.0362475397169847,0.03623424096898564,0.0320452761698507,0.04040618964730413,1.3931759367934313,W,1,0.06213469045841159,-0.001025135724466401,0.06315982618287799,248284.0,6.579508402389823e-79,0.06315982618287799,0.0632014755828315,0.05697185180839954,0.06912945384834683,1.8513212603090636,W,1,0.07447517697461437,-0.013585316197649794,0.08806049317226416,249558.0,6.4714307446220385e-81,0.08806049317226416,0.08797667925546644,0.08007481952500717,0.09665059115525493,1.3894765074573943,W,1,0.022331207765953393,-0.004581078699939908,0.0269122864658933,252443.0,1.4816833386297527e-85,0.0269122864658933,0.026954090456983208,0.02463552450116782,0.029431168224945604,1.9567102063132227,W,1,0.03467169428215616,-0.0171412591731233,0.05181295345527946,250035.0,1.1294782924778366e-81,0.05181295345527946,0.05179749046104807,0.04707449770677712,0.056722642672649724,1.3903459075554503,W,1,0.012340486516202771,-0.012560180473183392,0.024900666989386165,228217.0,1.1168272795758289e-50,0.02490066698938616,0.024901024185751523,0.021899456086813072,0.028103442705917626,0.7204882762504594,W,1,6,1,W
IC944,SW,N,S,0.017407303613111935,-0.0016113533676340224,0.01901865698074596,833841.0,1.9492778670578804e-240,0.01904764025023448,0.019028319286885326,0.01789904937684393,0.020138215986963085,3.212623382348059,S,1,0.030336473221698943,-0.0038146923992714763,0.03415116562097042,860871.0,1.4821003080126026e-274,0.03415116562097042,0.03415735078324286,0.03223895693736641,0.03614444242032982,3.993716387383999,S,1,0.034099942433809136,-0.014024377295015714,0.048124319728824846,857111.0,1.1308290346558057e-269,0.04812431972882484,0.048112839783032144,0.04551386824477897,0.050735189974298496,4.047990991312053,S,1,0.012929169608587006,-0.002203339031637453,0.01513250864022446,838105.0,1.1452929157877487e-245,0.01513250864022446,0.015115551628365118,0.01423404157167251,0.01597714042493793,2.7057316128323246,S,1,0.016692638820697193,-0.012413023927381693,0.029105662748078888,836924.0,3.261450286120231e-244,0.029105662748078884,0.029127289647096325,0.027411676383366616,0.030730600533255385,3.1293879629065957,S,1,0.0037634692121101864,-0.01020968489574424,0.013973154107854425,771979.0,6.369548753359071e-171,0.013973154107854427,0.01398462994736084,0.01303524374029744,0.015026782681081355,1.1886721548812758,S,1,6,1,S
MCG-02-02-040,NW,NW,SE,-0.04596301922624481,-0.05912411152223748,0.013161092295992674,285888.0,1.1886486621206903e-05,0.01581084754996188,0.01698320418003138,0.012076095050663684,0.022798175581677235,0.441345831597458,SE,-1,0.022868173742912893,0.02182054639173275,0.0010476273511801429,242629.0,0.22275591924009486,0.033220995286949107,0.03352564436251147,0.026537154160084443,0.040891851166828336,0.5311217357700997,SE,-1,0.020242561462632477,0.04272026838372884,-0.022477706921096362,210333.0,6.689740453885503e-08,0.05229288544275022,0.052449417262052704,0.04433226680668932,0.06025065190459661,0.7522816641107972,NW,1,0.0688311929691577,0.08094465791397022,-0.012113464944812524,205291.0,1.431491895854717e-09,0.01921065835430278,0.01939461004559802,0.015371525866903777,0.023616315639738525,0.5543142525958537,NW,1,0.06620558068887729,0.10184437990596631,-0.035638799217089026,186337.0,1.8141073295249913e-17,0.04061242073804501,0.0408786604444679,0.033244152700378955,0.04816070272424499,0.9432454726413946,NW,1,-0.002625612280280414,0.020899721991996086,-0.0235253342722765,176351.0,1.152829549791711e-22,0.023562701795678178,0.02374569774925075,0.019688261665525463,0.027961333800136882,0.4768615550883761,NW,1,2,1,NW
MCG-02-03-015,NW,NW,SE,0.004231365972316898,0.019426802011313533,-0.015195436038996635,84527.0,2.090094428562276e-83,0.015195436038996635,0.015200378445163561,0.01330684371009533,0.01714417527250952,1.3370777164510306,NW,1,0.003790147273624396,0.02809051008096401,-0.024300362807339614,76296.0,1.1157799119137606e-93,0.02430036280733961,0.024345295210990797,0.021418310662186336,0.027466505202713685,1.6630417968368083,NW,1,0.0043754029598277585,0.037279808495291396,-0.032904405535463636,71574.0,7.595051146767023e-100,0.03290440553546363,0.03286431238387453,0.029090545154989034,0.037100356779007124,1.3493967040752586,NW,1,-0.0004412186986925025,0.008663708069650479,-0.009104926768342982,76283.5,1.0752676070635715e-93,0.009104926768342979,0.00913678984957982,0.007859678138716741,0.01041972640670182,1.345302876661107,NW,1,0.00014403698751086038,0.01785300648397786,-0.017708969496466997,70937.0,1.079713252490812e-100,0.017708969496466997,0.017746120419642863,0.015557186664545536,0.01999924055658822,1.3703113858910603,NW,1,0.0005852556862033631,0.009189298414327382,-0.008604042728124019,92743.0,9.316258242958905e-74,0.00860404272812402,0.008590822105095665,0.0074892807455514765,0.009763424099311278,0.8237386030396384,NW,1,6,1,NW
NGC1542,SW,NE,SW,0.08267453013754199,0.03916098076502556,0.043513549372516426,82567.0,9.678395317455888e-58,0.043513549372516426,0.043636492492482346,0.03928185380711673,0.047870258731321336,1.4366886656110895,SW,1,0.1322759604021229,0.059381243495275446,0.07289471690684744,81083.0,3.902704143202364e-53,0.07289471690684746,0.07304270113238673,0.06555685852801485,0.08109555499799936,1.6948071578492594,SW,1,0.15161647559120323,0.05129118206032891,0.10032529353087431,84464.0,6.49619195776982e-64,0.10032529353087435,0.10005896761695608,0.09124475249784919,0.10969319605077478,1.8860891049424606,SW,1,0.04960143026458091,0.020220262730249877,0.02938116753433103,78261.0,6.428011603621333e-45,0.029408041016665942,0.029569642712485307,0.025726940807241222,0.03319571249353866,0.9908468494384888,SW,1,0.06894194545366127,0.012130201295303344,0.05681174415835792,84826.0,3.964584991831178e-65,0.056811744158357914,0.05681459068823838,0.05105112009178377,0.06224547795395962,2.5600629843898703,SW,1,0.01934051518908035,-0.008090061434946536,0.027430576624026887,86020.0,3.233319578816648e-69,0.027430576624026884,0.02745810046043029,0.024595554377234326,0.03040214718994615,2.041397524646814,SW,1,6,1,SW
NGC3067,NE,NE,SW,0.03153791280120194,0.05347446508877439,-0.02193655228757245,872652.0,4.831874380863782e-63,0.021936552287572457,0.021909612197959723,0.01875565632256114,0.02504552247755991,0.5150509344692186,NE,1,0.02835713017945621,0.060694558214127156,-0.03233742803467095,854033.0,3.140663520944718e-68,0.03233742803467095,0.032339696666763375,0.027594201467567834,0.03709652591907213,0.9264117156223655,NE,1,0.02750439648606244,0.07094967011607364,-0.0434452736300112,813282.0,2.586641183992113e-80,0.043445273630011216,0.04349998578188928,0.03839199703107348,0.04896730424827828,0.8880044696871242,NE,1,-0.0031807826217457305,0.007220093125352757,-0.010400875747098488,947529.0,2.687106867120714e-44,0.01040087574709849,0.010433751300637083,0.009088589939711303,0.011861578657307126,0.4893740793633803,NE,1,-0.004033516315139498,0.017475205027299257,-0.021508721342438756,796716.0,1.6335261182845725e-85,0.021508721342438752,0.02144243183902948,0.019287430112694695,0.023618486086830842,0.7615053796503352,NE,1,-0.0008527336933937668,0.010255111901946501,-0.011107845595340268,854297.0,3.732795517937762e-68,0.011107845595340267,0.011085658889090763,0.009962029779096233,0.012214063888827429,0.2761857594678849,NE,1,6,1,NE
NGC3079,SW,E,W,0.049014233808734244,0.06709541675461081,-0.018081182945876566,8150796.0,1.6788497738167708e-114,0.02379947699226768,0.02389523110243046,0.022192825048618258,0.025642087336796644,0.35002433122541543,E,-1,0.16296512817853473,0.16160470807036498,0.001360420108169752,10195424.0,2.323593157015559e-13,0.03917263843920458,0.03917998878354866,0.037241049566256845,0.0412891319323337,0.40587655825911717,W,1,0.2412931150668539,0.2209496437561759,0.020343471310678013,11163068.0,0.9731320435079415,0.04658122803822237,0.04667239698416673,0.043576182889680036,0.049639599905480614,0.2927022058418253,W,1,0.11395089436980049,0.09450929131575418,0.01944160305404631,12217975.0,2.3899327409937522e-15,0.02206116161384781,0.02212713660760891,0.019913800107078466,0.02434798408627433,0.24211230388232693,W,1,0.19227888125811968,0.15385422700156517,0.0384246542565545,12588409.0,8.948865721295487e-27,0.04288034131643647,0.04291625826736938,0.039116556920672306,0.04680309245711377,0.5051466919500831,W,1,0.0783279868883192,0.059344935685810986,0.018983051202508212,13071856.0,9.684870408650508e-47,0.020572358760556166,0.020630909918867447,0.01907417878708372,0.022295836212927536,0.448763089895515,W,1,4,1,W
NGC3169,SE,NW,SE,0.04616951649654851,0.025300857344933765,0.020868659151614746,3743081.0,5.01438029592915e-221,0.021685530758983572,0.021747258352783412,0.020042222734959245,0.02337734357581092,0.7403035387462095,SE,1,0.0634323834962478,0.033422991487649684,0.030009392008598118,3735726.0,1.2865211262342224e-218,0.03108531621123243,0.031205936139287408,0.028815277535635325,0.03374239045634992,0.7649776626047875,SE,1,0.0721594755086732,0.036225003102150766,0.035934472406522436,3749794.0,3.0881490297327804e-223,0.037306539906059755,0.037523386402601604,0.034916561099293454,0.040349537221158256,0.8109450795862828,SE,1,0.017262866999699297,0.008122134142715924,0.009140732856983374,3717915.0,7.735041026246728e-213,0.009625560704023848,0.009658575444287394,0.008936546741279736,0.01046702326182334,0.7282657273412493,SE,1,0.02598995901212469,0.010924145757217004,0.015065813254907686,3744605.0,1.582533069670472e-221,0.015949891507048525,0.016020116411318022,0.014978159884505472,0.017140422610398807,0.7855171784497611,SE,1,0.00872709201242539,0.0028020116145010825,0.005925080397924307,3766752.0,7.182082979256458e-229,0.006424937916570424,0.00642877085107514,0.006030741255356801,0.00682738634946562,0.7821381909975165,SE,1,6,1,SE
NGC3495,NW,W,E,0.0022605535389318885,0.024186653227056994,-0.021926099688125106,7878815.0,1.19113417192259e-213,0.021931704420553998,0.021957925287320542,0.020510716785475887,0.02334519861240665,0.4352903135763494,W,1,-0.0023230440587344143,0.034956288465119126,-0.03727933252385354,6847392.0,0.0,0.037279332523853535,0.037279715588193325,0.035463757201372105,0.03912544434269031,0.8028009577126332,W,1,-0.018956026625563442,0.031643658349753676,-0.05059968497531712,6430493.0,0.0,0.05059968497531712,0.050599882987991736,0.04839347969876903,0.052623043416825936,0.912121870940959,W,1,-0.004583597597666298,0.010769635238062136,-0.015353232835728434,7482896.0,7.018635844405825e-253,0.015359152551824917,0.015357595676635754,0.01450870891262152,0.0161951346108703,0.3431582875859528,W,1,-0.021216580164495326,0.007457005122696678,-0.028673585287192004,6803405.0,0.0,0.028673585287192004,0.028671838488985676,0.027187440930853988,0.030055689313474184,0.5752236552384529,W,1,-0.01663298256682903,-0.003312630115365456,-0.013320352451463574,8851893.0,2.2474663685947846e-131,0.01338170277163012,0.01342027797439271,0.012433912727781384,0.014468458290392882,0.2547289577652937,W,1,6,1,W
