name,x,y,a,b,theta
IC750,188.9488141934038,187.2187605427637,50.096683502197266,18.3405704498291,-0.8309246134647243
NGC1309,124.99416433500758,126.0276589338159,33.60911560058594,31.47957420349121,1.420014408185156
NGC1324,186.8076646708837,187.85962539820605,59.36332321166992,16.48903465270996,0.8237435091269218
NGC2268,156.1542754164004,156.27052129588674,40.493614196777344,22.61124038696289,-0.6057324801880462
NGC2713,187.3451407583446,187.56723165360734,47.27555847167969,21.360000610351562,0.5134934605838427
NGC3003,288.61430172566185,280.5048390800837,62.99162673950195,23.670013427734375,-0.0056571419042008575
NGC3185,125.29090705060408,125.43222109472039,51.1142692565918,27.330184936523438,0.6208661694266651
NGC3370,218.63501013976995,218.5929364657472,51.79819107055664,24.83823585510254,0.9914338171511222
NGC3430,219.7502259899165,215.08711878580505,73.8692855834961,25.363828659057617,-1.2346721087891204
NGC3726,479.8317073575239,440.8534554301142,81.89784240722656,32.83146667480469,-1.1575694883864778
NGC3813,154.58700346647038,153.46435794660354,53.86904525756836,23.394933700561523,-0.2583467123407466
NGC3877,284.21588565214074,283.55035630687206,124.2824478149414,24.5750789642334,-0.893945265668791
NGC3917,336.91230397806925,308.47843152013627,88.2221908569336,23.129161834716797,-0.4432863687473876
NGC4096,370.03758874983356,388.64612055694954,100.94355773925781,32.109962463378906,-1.3278290425736052
NGC4162,185.2133622476782,188.05223904771728,49.91473388671875,26.352516174316406,1.6495937501389129
NGC4178,312.8623585191812,311.83989007768855,70.86994171142578,17.387441635131836,-1.0531775917096633
NGC4192,449.4163328799912,444.94363846634894,77.11373138427734,25.924541473388672,0.8115197027724641
NGC4220,188.6036909475752,186.86366999937925,72.19141387939453,19.279842376708984,0.8094057884349888
NGC4274,185.13897241351972,185.1925677113078,48.59186935424805,34.08211898803711,0.2807153110701186
NGC4579,309.5546331335878,312.1016057874,45.93898010253906,25.95796012878418,-0.1934353316825288
NGC4586,250.91826232480926,249.56542772657485,88.27820587158203,21.613489151000977,0.4093159452361965
NGC4602,247.9112004750811,254.2890419338342,55.44160842895508,18.965179443359375,0.35983255285918425
NGC470,154.19098478058055,157.94773963063648,33.37322998046875,22.108905792236328,-1.2752981985610383
NGC4771,249.54026261784747,248.7065758207558,91.28265380859375,19.021533966064453,0.5689377988379853
NGC4800,62.187098126127154,62.4120073950396,18.479862213134766,12.92934799194336,-0.9174285734694856
NGC4845,219.46325119174915,221.22856210288893,89.5653076171875,23.008859634399414,-0.19329587166206644
NGC5443,188.64598836883465,187.31203252390065,65.3667221069336,19.53671646118164,-0.7219248617690461
NGC5522,125.9234162649494,125.09291388994919,43.70147705078125,10.840529441833496,-0.5976776478282361
NGC5533,125.12245698442031,124.74070242280307,33.32661056518555,19.567237854003906,-1.3029197846848113
NGC5559,125.32461118411992,125.56955362377317,39.469600677490234,11.59636116027832,-0.5301399604896487
NGC5587,124.65888231304932,125.06422749008458,44.823909759521484,14.384954452514648,1.2863549339987335
NGC5616,156.7837535428458,155.25078555928513,56.16834259033203,12.451148986816406,1.1919402213560808
NGC5656,125.15080441724743,125.06265066757472,32.37287139892578,21.045888900756836,-0.6505432006843093
NGC5676,190.9657599761229,188.04951887430704,37.874027252197266,23.623226165771484,-0.4546166266005891
NGC5690,187.70122435053034,192.76309455854815,80.39482116699219,13.372150421142578,1.1121199523407561
NGC5750,125.00014117967694,123.9893644477408,49.550384521484375,26.247520446777344,-0.5854106341797454
NGC6118,312.29256114152344,309.76548101095335,38.1253547668457,20.55591583251953,-0.6939399692941718
NGC716,124.25973888879183,124.17825507799549,34.723876953125,14.60339069366455,-0.7232222353417022
NGC7448,124.1464600673155,124.78603596563218,44.51748275756836,20.21010971069336,1.4088569521518397
NGC7721,184.21213197855005,187.74289408035452,65.37626647949219,20.65165138244629,-1.1602198685210603
NGC779,174.30742853770437,177.31811247840952,60.72060775756836,19.780471801757812,1.170733386649999
NGC787,93.38882553012782,93.55536386732057,27.816057205200195,21.368711471557617,-0.2788910215098006
