name,x,y,a,b,theta
IC2247,124.21028022918753,124.15934791276607,49.89894485473633,8.84264087677002,1.0555204543774686
IC540,125.49043903751577,125.75553486284699,37.91850662231445,9.208906173706055,1.5551060296473056
IC944,124.69437957330375,125.65194682100972,43.86076736450195,13.655179023742676,0.3473326909375752
MCG-02-02-040,121.16058114340849,127.82216563729149,38.62363815307617,11.703936576843262,-0.8846410309273345
MCG-02-03-015,124.77761556946267,124.81677764489031,40.50092315673828,10.395395278930664,-1.1597227779710269
NGC1542,62.04997176600314,64.20468410816518,22.118408203125,8.838149070739746,0.649982990736973
NGC3067,156.16038025831307,155.13912750721175,53.50754928588867,19.331439971923828,0.4412088935572249
NGC3079,360.79244008659623,356.2184553122685,112.77591705322266,26.659652709960938,1.2227584923308747
NGC3169,253.01882912554618,253.79046962697385,49.64279556274414,28.15252113342285,-0.4382621253531831
NGC3495,303.68366042091793,327.88032669463854,130.84327697753906,24.175315856933594,-1.2867417740455969
NGC3626,187.48872980374517,187.61643746278355,40.0987663269043,23.57227897644043,1.367370489819322
NGC4517,646.7453335051116,543.3006760713747,128.1221160888672,29.452672958374023,0.13613883604589527
NGC4605,248.47097234143257,241.28610959612078,92.37259674072266,26.0394344329834,0.3766289557021516
NGC4772,249.98807678568411,249.81370055911972,55.52753829956055,23.08061408996582,0.8052446449798005
NGC6314,124.6206263014968,124.97764819577367,28.713045120239258,15.09228801727295,1.4379790936460726
NGC681,120.52922303611696,118.55528771518149,37.36825942993164,15.596867561340332,-0.20157363067087108
UGC10205,123.83493034739502,125.96383977085395,38.769309997558594,21.63727569580078,0.6062453494656777
UGC10297,124.49312279729486,122.87157280718101,43.78057861328125,9.355371475219727,-1.566808260747754
UGC3107,93.11211441096894,95.08774377279957,30.566024780273438,6.972999572753906,-0.28878812800446624
UGC5111,121.86433891682421,125.08990697670723,37.078426361083984,9.311503410339355,0.5248710802296672
UGC5498,144.1510246418959,204.70951780777014,11.777636528015137,8.67103099822998,-0.7315232157707214
UGC6036,125.21890479728818,124.75198215082378,37.56247329711914,8.56467342376709,0.09736002717865894
UGC8267,125.53145318858066,126.95840975165615,35.355125427246094,7.946264743804932,-0.7914370969522989
UGC8778,93.86103798573652,93.0652055391902,34.1380729675293,8.607988357543945,0.5134501795676082
UGC9665,117.1089406889128,117.44850590095058,44.10621643066406,9.930696487426758,0.6929356063407319
